biasedtugwar,csi,easytugwar,eyecolor,hurricane,if,mixedcondition,mog1,multiplebranches
0.3252769550347304,0.1460254608269896,0.12619649110404946,0.7821342052301579,0.07174293599269593,0.3240185892054802,0.08269329240211042,0.16193996015611928,0.14236205994741158
0.1719554330692132,0.2637847242000605,0.11169243492668918,0.2356967421124665,0.1344698229243362,0.3326027841811326,0.11639629722546402,0.24129040236785743,0.1092923870305892
0.35544383879876784,0.17974578110743006,0.13810517016973045,,0.18359406991778374,0.4380073190982546,0.11885802308444056,0.18353695092504635,0.12250068859634747
0.18656429520231468,0.12605126759705435,0.06948889777657435,,0.045751942959661035,0.48298171145670765,0.06377016680404227,0.13411968401566557,0.08099279102331448
0.12862438384767608,0.5500251273399791,0.201007212178969,,0.09418640203861918,0.5006690404371253,0.2193542771777916,0.10816128350456183,0.06883022252820253
0.25314856996459156,0.3338927742773998,0.1281447690235303,,0.12842508739673802,0.5040327678593243,0.042967911808319964,0.1873317747150689,0.06977896636016823
0.14679111894582533,0.12230485572070358,0.11882885165024111,,0.12654463956071213,0.5430090208149686,0.011253406446835547,0.30172422064932813,0.10756186879701021
0.154074657902388,0.1574557601862193,0.12838077384809732,,0.11759057115892095,0.4212746858963844,0.04997455506047903,0.25379582037909176,0.14550134859973238
0.21444360379230706,0.20313343113415758,0.11856073449864317,,0.06607584134767275,0.5855950834336805,0.345246865873513,0.16319162763184925,0.09622609560328946
0.17329246646273908,0.12980208306813157,0.09892984854673002,,0.1036247174937851,0.4692723739849871,0.35531430739896114,0.23227372736418714,0.17455626572051677
0.3590370127145091,0.147013481380372,0.09611942543051673,,0.20831884167950948,0.40100395826698626,0.12733069489161403,0.3097847543953144,0.09097862225542731
0.18166702126144724,,0.13603216861023215,,0.15518588633982883,0.4032095525308786,0.08947385941678875,0.20292151964686564,0.07993950338660875
0.0779862488212994,,0.12624415989282442,,0.10196086480303364,0.46976406624843425,0.17350894415938836,0.2074623059222054,0.08151306558638557
0.14141313015162957,,0.12551512336620238,,0.07650624163219834,0.39058632297167284,0.08995556211875573,0.2618619296485503,0.10453186658422889
0.2767855617751417,,0.14681191129487262,,0.021667949991535176,0.5569068609532681,0.30460368735637716,0.1579038648080243,0.10032789591081002
0.16420188785082737,,0.11668072738613701,,0.08674189921433606,0.3910529378314506,0.039156763150356454,0.2848529655795985,0.10315897453449031
0.4140769800529217,,0.10605638195800023,,0.148845321600745,0.4401024742779516,0.07354788899576366,0.23973129351866568,0.1360836877513476
0.03039293210224478,,0.09383377045624132,,0.24272367583633114,0.37308568517547064,0.19420221996577175,0.13137095130235577,0.06884205489028682
0.07921769914521619,,0.12339215560301305,,0.0941550913330241,0.4020492593097637,0.044079905253321436,0.20696482858737636,0.09318709638155073
0.14498729416545947,,0.21551565168137102,,0.13322157828091521,0.3980065786556388,0.25785066790788636,0.16080952860648837,0.11943779962902783
0.5634944142596616,,0.10963141363073384,,0.17550791663679802,0.6187695370409494,0.9264626536496874,0.24822864068246792,0.12352592757800664
0.1631104931386646,,0.11800329555506295,,0.09913018258230667,0.2867087476581356,0.048892033056846126,0.2509108012458358,0.08515845883679424
0.12945044399353248,,0.10429192728849992,,0.11745462215960617,0.3033436888736678,0.08432670039781742,0.27671428539908255,0.13731898666848918
0.2114858926536396,,0.15181563185673905,,0.09409349593247422,0.22431961432891892,0.06877063778328102,0.17406284027468763,0.08674222383354904
0.13371139907062868,,0.16834561824639127,,0.09633282837630806,0.49438207576596216,0.12425907751028782,0.26887939505416747,0.14695861034183505
0.371905475764981,,0.17902360784030166,,0.1365126979361824,0.49743001373261664,0.10199943008432229,0.07704261629434107,0.07462039657133514
0.6445253295603512,,0.10975690099657509,,0.0773129456165374,0.3598454843712609,0.3787378336020415,0.2936793770059973,0.07626736238846053
0.17729850912264467,,0.08703844302444268,,0.14442516761052226,0.6229823328744404,0.11960952064867653,0.1737608946098827,0.1459514980822487
0.15787070335555112,,0.14488018639428957,,0.12675535253623427,0.5394769595124432,0.08357078764455593,0.2833362000062049,0.11752159486332109
0.0516022617037518,,0.13982479761800354,,0.08409343998474786,0.6114744530783573,0.09271024871620581,0.17596749210530774,0.2234443581076847
