# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = cf_model
# start_datetime = 2023-07-05 10:27:40 UTC
# method = sample (Default)
#   sample
#     num_samples = 2000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = examples\cf\cf.data.r
# init = 2 (Default)
# random
#   seed = 750877595 (Default)
# output
#   file = examples\cf\cf2k.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu.1,mu.2,mu.3,mean
-251.707,0.999683,0.0131195,3,7,0,252.061,-1.25807,-3.1748,-2.2966,1.69752
-254.009,0.719378,0.0131195,6,95,0,257.971,-1.08958,-3.51199,-1.5826,2.24399
-251.411,0.896363,0.0131195,3,7,0,256.105,-1.01086,-3.39712,-1.69039,1.74363
-251.112,0.999685,0.0131195,5,39,0,251.474,-1.01093,-3.3348,-1.53122,1.84004
-251.79,0.822447,0.0131195,7,255,0,253.569,-0.542398,-5.4747,-0.971536,1.99793
-251.114,0.940927,0.0131195,7,155,0,252.475,-1.21816,-1.35189,0.326404,1.97323
-251.362,0.975638,0.0131195,5,63,0,253.007,-0.730601,-1.9946,0.255615,1.71287
-251.396,0.998941,0.0131195,6,79,0,251.736,-0.882847,-2.33906,-0.048638,2.0164
-251.336,0.984279,0.0131195,7,219,0,254.72,-1.6344,-3.08656,-3.24037,1.80432
-252.007,0.990134,0.0131195,8,255,0,252.236,0.296366,-5.92394,3.50903,1.75338
-251.721,0.55087,0.0131195,3,15,0,254.576,0.300326,-5.70119,3.56017,1.84795
-251.897,0.772936,0.0131195,8,255,0,253.372,-0.0745394,-6.78727,1.27721,1.78313
-256.353,0.410257,0.0131195,8,255,0,257.85,8.15641,0.32676,-0.34188,2.32331
-254.062,1,0.0131195,2,3,0,255.154,8.13736,0.317631,-0.410098,2.17458
-251.244,0.99958,0.0131195,8,255,0,253.879,0.953519,4.08174,-2.01839,1.87362
-251.866,0.934876,0.0131195,8,255,0,252.511,-0.123372,6.68296,2.71641,1.89192
-253.009,0.37201,0.0131195,8,255,0,255.663,0.673609,5.00229,-1.79007,1.57952
-253.038,0.98056,0.0131195,5,59,0,253.812,0.758464,5.11726,-1.7309,2.15036
-252.283,0.999699,0.0131195,8,255,0,253.419,5.56987,0.220255,0.842447,2.06924
-251.868,0.99974,0.0131195,8,255,0,252.494,4.01778,-0.342072,3.07407,1.6997
-251.89,0.937009,0.0131195,6,87,0,253.504,4.37208,-0.428842,3.87975,2.00483
-252.148,0.981325,0.0131195,2,7,0,252.299,4.33901,-0.49423,3.82687,1.6824
-251.028,0.994914,0.0131195,8,255,0,252.703,0.900009,1.98489,-0.000366187,1.78606
-250.901,0.999784,0.0131195,7,247,0,251.257,0.314763,1.58453,1.37402,1.87278
-250.971,0.993831,0.0131195,8,295,0,252.001,0.487456,1.54897,1.17293,1.92798
-251.244,0.978614,0.0131195,7,159,0,252.977,1.16854,3.15848,-1.74048,1.95034
-251.015,0.985647,0.0131195,7,195,0,252.456,0.899924,1.13645,0.75483,1.77755
-251.227,0.977305,0.0131195,6,127,0,252.414,-0.179918,1.20733,1.95716,1.73994
-251.442,0.978205,0.0131195,6,103,0,253.183,-0.285257,1.09466,2.33462,2.02237
-251.985,0.992156,0.0131195,5,63,0,252.482,-0.194527,1.13978,1.85393,1.63221
-251.398,0.999985,0.0131195,4,15,0,252.212,0.144868,1.08364,1.8648,2.02179
-251.318,0.999529,0.0131195,6,127,0,251.937,0.515813,0.669668,1.66716,2.01258
-250.998,0.990641,0.0131195,2,7,0,252.043,0.447681,0.626912,1.50303,1.78369
-250.894,0.995388,0.0131195,7,127,0,251.824,-0.957351,-1.81174,0.129743,1.86422
-251.803,0.979014,0.0131195,7,131,0,252.531,-1.55995,-3.31792,-3.14903,2.02678
-251.69,0.999865,0.0131195,9,511,0,252.288,2.91646,-0.721391,4.10316,1.99925
-252.463,0.881128,0.0131195,2,3,0,253.576,2.85296,-0.69585,4.08922,2.10399
-251.758,0.974856,0.0131195,3,7,0,253.764,2.93159,-0.690904,4.03851,2.01306
-251.06,0.999208,0.0131195,8,327,0,252.042,-1.48317,-2.21651,-1.36324,1.92421
-251.813,0.988781,0.0131195,8,255,0,252.061,-0.4226,-5.49133,-0.595592,1.72504
-252.047,0.994641,0.0131195,9,511,0,252.493,-1.27281,-4.77253,-4.06525,2.00927
-251.911,1,0.0131195,2,3,0,252.069,-1.22944,-4.74554,-4.0893,1.74503
-252.137,0.978532,0.0131195,8,255,0,252.707,-1.16605,-4.78765,-3.88241,1.70021
-254.334,0.999598,0.0131195,8,383,0,254.86,-3.46226,2.94499,12.15,1.95371
-253.758,0.871255,0.0131195,8,283,0,257.453,3.79676,2.45889,-7.73044,1.60536
-253.144,0.998237,0.0131195,4,31,0,254.144,3.70518,2.53419,-7.31761,2.07201
-254.385,0.839245,0.0131195,7,151,0,257.767,6.53272,1.49638,-7.63607,2.13938
-251.435,0.911595,0.0131195,8,319,0,256.134,4.58806,0.583617,-0.716488,1.96118
-251.759,0.985161,0.0131195,6,127,0,252.394,6.12921,0.42793,-0.852965,1.76991
-251.201,0.979459,0.0131195,8,511,0,252.434,0.484437,4.35694,-0.262355,1.84831
-251.012,0.987841,0.0131195,8,255,0,251.413,0.308862,2.90755,0.941061,1.8391
-251.042,0.969044,0.0131195,7,215,0,252.017,1.49128,0.181947,1.67411,1.94545
-250.988,0.996487,0.0131195,3,15,0,251.304,1.44189,0.184542,1.66199,1.92808
-250.973,0.995611,0.0131195,8,511,0,251.846,-1.21733,0.317677,2.21029,1.82357
-250.994,0.978235,0.0131195,4,15,0,252.4,-0.978776,0.289892,2.08672,1.80298
-252.786,0.967038,0.0131195,6,87,0,255.795,0.860845,-0.236235,2.37192,2.16856
-252.45,1,0.0131195,2,3,0,252.889,0.861551,-0.254661,2.35896,2.13955
-251.252,0.999692,0.0131195,3,15,0,252.662,0.869117,-0.353633,2.29829,1.99094
-251.125,0.987736,0.0131195,7,235,0,252.889,-1.15436,-0.78952,1.0657,1.97709
-252.313,0.967372,0.0131195,6,119,0,253.705,-0.410607,-0.53095,1.91314,2.13116
-252.124,0.999795,0.0131195,3,7,0,252.456,-0.404145,-0.55162,1.88997,2.1129
-251.028,0.999279,0.0131195,5,63,0,253.096,-0.678358,0.334228,2.16627,1.93954
-253.005,0.969491,0.0131195,4,15,0,254.161,-0.534037,0.161041,2.27348,2.18748
-250.901,1,0.0131195,3,7,0,253.253,-0.448118,0.165101,1.96017,1.88619
-251.677,0.988817,0.0131195,4,31,0,252.169,-0.326393,0.293906,1.76036,1.66443
-251.651,0.974112,0.0131195,6,63,0,256.211,-0.985952,0.747325,2.78246,2.04564
-252.001,0.995987,0.0131195,7,127,0,253.807,1.29075,-0.928144,3.27775,2.07976
-251.683,0.997129,0.0131195,7,127,0,252.75,-0.248133,-2.26057,1.4941,2.05502
-251.125,0.961189,0.0131195,3,7,0,253.404,-0.258511,-2.26056,1.37335,1.95773
-251.909,0.97579,0.0131195,8,255,0,252.697,3.18892,0.26932,0.795753,1.65459
-251.01,0.877722,0.0131195,4,23,0,255.126,3.03985,0.353836,0.784603,1.86021
-252.24,0.92547,0.0131195,5,39,0,252.815,2.59412,0.163182,1.18964,1.61295
-251.113,0.99872,0.0131195,7,175,0,252.74,1.18856,1.39915,0.0931531,1.75613
-253.493,0.91763,0.0131195,8,319,0,254.659,-0.827862,7.80231,8.25753,1.79829
-252.594,0.940109,0.0131195,8,255,0,253.814,-1.03803,5.52152,7.58811,1.85662
-251.136,0.541848,0.0131195,8,255,0,255.681,0.632118,2.28772,0.520379,1.96649
-252.012,0.950952,0.0131195,4,31,0,253.04,0.714161,2.20808,0.520997,2.09792
-251.256,0.999463,0.0131195,5,47,0,252.409,0.835272,1.99408,0.331273,1.99688
-251.389,0.957469,0.0131195,6,111,0,253.583,0.361058,4.32213,0.404049,1.96459
-251.389,1,0.0131195,2,7,0,251.408,0.314122,4.33108,0.404292,1.76478
-251.505,0.78131,0.0131195,2,7,0,253.793,0.347429,4.40575,0.456485,1.98717
-251.083,0.999774,0.0131195,8,511,0,251.667,1.56557,1.87281,-1.1473,1.78471
-251.224,0.995886,0.0131195,7,255,0,252.42,4.17009,0.0712558,1.59539,1.89253
-251.306,0.876843,0.0131195,8,255,0,252.805,2.02919,-0.840948,3.65245,1.946
-251.221,0.962112,0.0131195,3,7,0,252.798,1.98572,-0.830827,3.57072,1.92093
-251.26,0.999389,0.0131195,8,511,0,251.631,0.275593,-3.31042,2.83558,1.92325
-251.384,0.976502,0.0131195,8,311,0,252.502,-4.18854,-0.614139,-0.808324,1.76403
-252.151,0.999846,0.0131195,8,255,0,252.954,-1.53161,3.46369,7.19934,1.89431
-253.2,0.881963,0.0131195,8,511,0,254.561,-5.38471,0.611061,5.40182,2.11143
-253.024,0.934971,0.0131195,6,87,0,254.965,-6.95923,0.732252,7.06902,1.97311
-252.488,0.853514,0.0131195,6,113,0,255.771,-5.98071,0.717904,6.2505,1.95693
-254.169,0.972939,0.0131195,9,511,0,255.555,-1.81342,-6.50991,-10.0842,1.72098
-254.281,0.992375,0.0131195,7,127,0,254.428,-1.8,-6.57139,-10.1211,1.7074
-255.03,0.895329,0.0131195,5,43,0,255.242,-1.89494,-6.6111,-10.4287,2.09898
-255.261,0.868717,0.0131195,8,255,0,258.244,-1.15565,-8.16923,-7.25715,2.18364
-253.867,0.672141,0.0131195,5,55,0,255.453,-1.00486,-8.75231,-6.75831,2.03654
-252.253,0.916846,0.0131195,7,150,1,254.746,-2.70767,-3.20652,-6.90075,1.78144
-251.926,0.96734,0.0131195,9,1023,0,253.67,6.07044,-0.23665,3.38733,1.95076
-252.969,0.839387,0.0131195,6,75,0,253.667,7.14655,-0.276189,3.6295,1.6557
-251.903,0.988509,0.0131195,8,255,0,254.001,-0.138327,-4.91351,1.35417,2.03384
-252.959,0.868952,0.0131195,8,269,0,254.043,-1.95126,3.51073,8.83046,1.98012
-252.554,0.976129,0.0131195,8,255,0,254.9,-7.6324,0.302067,4.05868,1.75318
-255.35,0.403954,0.0131195,5,61,0,258.084,-8.1189,0.214279,3.98532,2.2456
-252.23,0.986214,0.0131195,8,255,0,255.462,-1.05439,-4.48553,-3.06593,1.66358
-252.722,0.987148,0.0131195,8,511,0,255.585,1.80601,-2.97333,7.40379,2.03392
-252.89,0.954393,0.0131195,6,75,0,254.233,1.52023,-4.11647,7.9773,1.71934
-252.505,0.993021,0.0131195,3,15,0,253.057,1.48897,-4.14696,8.05865,1.88396
-252.803,0.869953,0.0131195,6,111,0,254.909,1.0252,-5.88546,7.93117,1.89741
-253.579,0.906635,0.0131195,8,255,0,254.357,0.612254,-7.8474,6.48352,1.67892
-251.721,0.954909,0.0131195,8,255,0,254.503,-1.40993,-4.63759,-4.65471,1.88397
-251.519,0.860003,0.0131195,9,511,0,253.054,2.43725,-0.227162,2.56948,2.01583
-251.268,0.983954,0.0131195,6,111,0,253.315,3.32895,-0.443136,3.31497,1.83979
-253.588,0.820268,0.0131195,2,3,0,253.924,3.31386,-0.53983,3.31194,1.52302
-251.35,1,0.0131195,2,3,0,253.619,3.31237,-0.454059,3.29822,1.79421
-251.735,0.934304,0.0131195,8,299,0,253.083,1.55719,-2.15459,5.1051,1.74999
-251.376,0.988017,0.0131195,8,307,0,253.178,-0.0180731,-2.11299,1.96775,2.00593
-252.734,0.956092,0.0131195,7,171,0,253.609,-0.491276,-5.11205,-0.909572,1.60185
-251.128,0.99204,0.0131195,8,255,0,253.453,-3.5444,-0.183733,1.25521,1.90643
-251.831,0.995466,0.0131195,9,511,0,252.357,-1.67108,2.58258,6.11566,1.79997
-251.212,0.999541,0.0131195,7,127,0,251.967,-1.46552,1.44689,3.98539,1.86495
-251.293,0.998626,0.0131195,8,315,0,251.91,1.99206,-1.13478,4.16466,1.9041
-253.903,0.920932,0.0131195,8,255,0,254.962,0.728945,-7.31997,6.97252,1.63666
-252.863,1,0.0131195,1,1,0,253.324,0.699929,-7.31103,6.97131,1.85411
-252.854,0.903609,0.0131195,5,35,0,253.066,0.687977,-7.27082,6.90167,1.89951
-252.837,0.996241,0.0131195,3,15,0,252.864,0.69316,-7.28211,6.91657,1.86891
-253.376,0.933417,0.0131195,7,127,0,253.48,0.714286,-8.07722,7.56067,1.79122
-252.937,0.802835,0.0131195,7,127,0,254.061,0.280974,-7.62845,4.1828,2.03941
-251.433,0.449804,0.0131195,8,255,0,255.257,1.7583,-0.192945,2.04951,1.71026
-251.105,0.999005,0.0131195,7,199,0,251.773,-0.523964,-1.00475,1.44478,1.97124
-251.169,0.987628,0.0131195,7,199,0,253.164,1.24433,0.266624,1.64949,1.98125
-252.254,0.955758,0.0131195,2,7,0,253.656,1.22291,0.119372,1.45672,1.6027
-251.871,0.999311,0.0131195,6,95,0,253.027,0.422783,-0.00586369,1.64309,1.64061
-251.887,0.99968,0.0131195,4,31,0,252.158,0.419813,-0.0409503,1.65606,1.63886
-250.903,0.999278,0.0131195,5,39,0,252.527,0.140224,-0.715046,1.97879,1.87853
-250.925,0.999519,0.0131195,8,511,0,251.029,-0.366962,-2.05058,1.09848,1.85096
-251.741,0.991205,0.0131195,8,303,0,251.869,1.56012,-2.22015,5.21885,1.75516
-251.477,0.966943,0.0131195,7,207,0,252.784,-0.946978,-1.27707,0.48023,1.68959
-251.358,0.999413,0.0131195,5,47,0,251.747,-0.817436,-1.52586,0.461775,1.70907
-251.251,0.987172,0.0131195,6,127,0,253.312,-2.34702,-2.19692,-3.25867,1.89753
-251.916,0.972284,0.0131195,8,511,0,253.653,0.511917,-5.62866,4.71218,1.83077
-250.947,0.998034,0.0131195,8,383,0,252.148,-0.555503,-2.40575,0.549456,1.88586
-252.528,0.952616,0.0131195,8,255,0,253.595,7.10737,-0.414799,4.91774,1.96961
-251.995,0.955373,0.0131195,9,511,0,253.458,1.34793,4.88897,-4.8267,1.76328
-251.574,0.942093,0.0131195,9,511,0,253.047,-0.0143543,5.83742,1.96489,1.8811
-251.906,0.898671,0.0131195,9,511,0,252.98,-5.81531,-0.572616,-1.32787,2.00207
-251.061,0.997863,0.0131195,8,511,0,252.559,-0.17648,2.37213,2.23969,1.82105
-251.211,0.988017,0.0131195,6,99,0,251.873,-0.436116,3.00752,3.19991,1.88828
-251.534,0.866418,0.0131195,7,225,0,256.11,-1.32074,-2.66436,-1.80964,1.70929
-250.923,0.995321,0.0131195,7,251,0,252.954,-1.50552,-0.13115,1.68945,1.8869
-254.619,0.94446,0.0131195,5,35,0,255.708,-2.47546,0.135906,1.7754,1.43897
-251.608,0.995938,0.0131195,2,7,0,254.795,-2.49504,-0.0388923,1.94049,2.03753
-251.104,0.976934,0.0131195,3,7,0,252.644,-2.46506,0.0555476,1.9316,1.79467
-250.885,0.998935,0.0131195,8,315,0,252.224,0.278705,1.11632,1.54738,1.8585
-250.946,0.979515,0.0131195,7,187,0,253.31,0.24452,1.86994,1.3705,1.82774
-250.984,0.986837,0.0131195,7,215,0,252.169,1.12397,1.47221,0.282017,1.93674
-251.721,0.991878,0.0131195,7,243,0,254.509,4.63691,0.843977,-1.90859,2.00486
-251.434,0.99946,0.0131195,8,255,0,252.277,1.08982,-1.94792,3.88195,1.75907
-251.459,0.998787,0.0131195,9,511,0,251.825,1.23678,3.37718,-2.42903,1.7478
-251.959,0.978883,0.0131195,6,95,0,252.482,1.34563,3.73927,-3.34171,1.68995
-252.662,0.856497,0.0131195,7,255,0,254.673,3.30765,2.00397,-4.52476,2.10367
-251.839,0.961726,0.0131195,6,99,0,254.056,3.65571,1.34647,-3.21864,1.70364
-251.851,0.994303,0.0131195,8,255,0,252.635,2.00954,3.53425,-5.14228,1.95994
-252.157,0.82653,0.0131195,9,1023,0,255.714,-2.33978,1.81647,5.96301,1.71287
-250.979,0.946726,0.0131195,6,63,0,256.052,-0.289358,-0.139655,1.8931,1.93351
-251.111,0.996036,0.0131195,4,15,0,251.439,-0.296451,-0.1334,1.93102,1.97057
-251.255,0.99447,0.0131195,6,127,0,252.271,-0.105584,0.0505014,1.73116,1.72583
-252.233,0.98111,0.0131195,6,111,0,254.064,0.0322786,-2.11795,1.68023,1.61187
-252.553,0.996019,0.0131195,7,143,0,253.186,-2.02151,-1.65138,-1.75164,1.58663
-252.572,0.994487,0.0131195,6,71,0,253.596,-1.75406,-2.274,-2.39638,1.59234
-253.49,0.992155,0.0131195,7,143,0,254.649,-3.23214,-2.44403,-5.74399,2.15546
-251.238,0.829655,0.0131195,7,203,0,258.122,-3.36355,-0.0533633,1.5982,1.77769
-253.037,0.881249,0.0131195,8,295,0,253.861,0.883808,2.52991,-0.693391,1.54257
-252.79,0.978244,0.0131195,3,7,0,254.191,1.02676,2.55255,-0.454281,2.16658
-250.958,0.885923,0.0131195,4,23,0,257.126,0.802877,2.2332,0.029229,1.82221
-251.045,0.999156,0.0131195,8,255,0,251.195,3.15145,0.825141,-0.759932,1.84046
-251.314,0.958605,0.0131195,6,111,0,252.739,3.93001,0.959606,-1.83252,1.93873
-251.388,0.978132,0.0131195,7,179,0,252.734,4.83081,0.837847,-2.16969,1.87779
-251.259,0.973537,0.0131195,6,99,0,251.899,3.86346,0.800452,-1.15333,1.93919
-251.667,0.959411,0.0131195,3,15,0,251.9,3.87804,0.826733,-1.18111,2.02499
-251.607,0.880765,0.0131195,6,107,0,254.518,2.36983,1.44322,-1.72642,1.69375
-251.737,0.897372,0.0131195,7,255,0,254.695,3.60419,0.369387,0.351278,1.68262
-251.552,0.88794,0.0131195,3,15,0,253.983,3.73606,0.419568,0.44799,2.01552
-251.211,0.999482,0.0131195,8,511,0,252.253,2.34501,1.69082,-2.0129,1.95208
-250.948,0.962698,0.0131195,7,255,0,252.262,0.63413,2.33507,0.413444,1.89418
-250.941,0.990043,0.0131195,7,247,0,251.504,1.46183,1.05987,0.258338,1.80768
-251.929,0.962997,0.0131195,3,7,0,252.364,1.40439,0.997967,0.232939,1.63447
-251.668,0.973384,0.0131195,6,127,0,254.538,2.70011,0.0482304,1.55216,1.68239
-252.175,0.993426,0.0131195,6,99,0,252.787,3.86135,-0.306452,3.25442,2.0711
-251.381,1,0.0131195,2,7,0,252.241,3.85196,-0.330606,3.19618,1.9227
-251.381,0.78218,0.0131195,2,7,0,254.395,3.85196,-0.330606,3.19618,1.9227
-253.491,0.928677,0.0131195,8,255,0,253.745,4.19717,-1.22653,7.26188,2.11394
-255.983,0.78225,0.0131195,2,3,0,256.567,4.21265,-1.35946,7.15817,1.43122
-252.363,1,0.0131195,2,3,0,255.963,4.19898,-1.28647,7.1841,1.78225
-251.096,0.984717,0.0131195,8,383,0,253.268,-2.06781,-1.27601,-0.684871,1.95368
-252.246,0.934581,0.0131195,7,231,0,254.33,0.276005,-5.2125,3.11659,1.67791
-251.527,0.848155,0.0131195,6,83,0,253.701,0.440487,-3.98877,3.69935,1.94235
-251.318,0.96274,0.0131195,9,511,0,252.231,-3.16525,0.286446,2.85579,1.94912
-251.223,0.999021,0.0131195,8,511,0,251.824,-2.07985,0.61151,3.21153,1.93968
-250.985,0.983998,0.0131195,7,167,0,253.171,0.907593,-0.643651,2.48546,1.90129
-251.665,0.998522,0.0131195,8,511,0,251.972,1.16921,-2.92436,5.34876,1.92957
-251.292,0.949772,0.0131195,8,287,0,253.781,-1.50559,-3.30535,-3.14412,1.83236
-251.684,0.955271,0.0131195,9,511,0,252.393,-0.283008,5.53351,3.39165,1.82562
-251.302,0.998838,0.0131195,8,511,0,252.225,1.60219,3.26237,-3.37024,1.8567
-251.619,0.993264,0.0131195,6,119,0,252.087,1.75104,3.79839,-4.78889,1.86224
-251.673,0.909396,0.0131195,2,3,0,252.308,1.76552,3.78917,-4.77128,1.91858
-252.275,0.890849,0.0131195,8,511,0,254.084,7.53159,-0.283751,3.97652,1.83943
-252.288,0.734369,0.0131195,2,3,0,252.766,7.52703,-0.275645,3.97634,1.90155
-251.229,0.851062,0.0131195,8,255,0,253.085,2.7867,0.0443065,1.63866,1.76213
-250.936,0.97118,0.0131195,7,195,0,252.88,2.27385,0.389482,0.981223,1.86685
-251.353,0.999951,0.0131195,8,383,0,251.985,4.187,1.13038,-2.87676,1.85614
-251.2,0.981663,0.0131195,8,255,0,251.582,3.01035,1.55126,-2.78977,1.88008
-251.141,0.973793,0.0131195,9,511,0,251.931,0.487875,-2.15599,2.96998,1.91813
-251.176,0.999541,0.0131195,8,255,0,251.599,3.69686,0.198016,1.07369,1.80573
-254.682,0.659732,0.0131195,3,7,0,257.651,3.86331,0.353284,0.921289,2.28614
-252.096,1,0.0131195,2,3,0,254.782,3.86651,0.228137,0.761695,1.64379
-250.916,0.990011,0.0131195,7,147,0,253.053,1.89792,1.06012,-0.171343,1.84067
-250.871,0.999739,0.0131195,7,255,0,251.619,0.719741,1.29707,0.926532,1.86008
-251.32,0.966552,0.0131195,8,395,0,253.075,1.27288,-1.94496,4.29983,1.82413
-252.07,0.8334,0.0131195,7,223,0,254.724,0.347156,-4.85337,3.38244,1.69756
-251.451,0.991146,0.0131195,8,255,0,253.328,1.74293,-1.20422,4.06834,1.96947
-253.063,0.963721,0.0131195,8,255,0,254.119,6.98438,0.769741,-3.28249,2.09368
-252.274,0.878724,0.0131195,8,255,0,254.372,1.2247,3.43949,-2.11234,2.09998
-252.172,1,0.0131195,4,31,0,252.483,1.02674,3.39325,-1.84775,1.63623
-251.241,1,0.0131195,2,3,0,252.149,1.10027,3.4282,-1.83511,1.93683
-252.154,0.959069,0.0131195,9,511,0,252.579,3.95833,1.74222,-4.87447,2.02181
-251.052,0.999939,0.0131195,8,383,0,252.701,2.87147,0.67317,-0.126466,1.80652
-255.653,0.924102,0.0131195,8,255,0,256.152,0.753076,-8.17571,7.68131,1.52437
-253.546,0.803727,0.0131195,7,127,0,255.925,0.548577,-7.53513,5.78301,1.64941
-251.315,0.98548,0.0131195,8,343,0,253.801,-0.0366205,-3.43763,1.83891,1.9648
-252.029,0.940485,0.0131195,5,47,0,252.426,-0.292514,-3.2111,1.14723,2.08652
-251.147,1,0.0131195,2,3,0,252.019,-0.254537,-3.19109,1.1254,1.93765
-251.509,0.990594,0.0131195,8,255,0,252.125,-4.40011,-0.318508,0.586148,1.98762
-251.647,0.989419,0.0131195,5,35,0,251.802,-4.17261,-0.368346,0.171739,1.7087
-252.009,0.750289,0.0131195,2,3,0,254.671,-4.1901,-0.436429,0.241209,2.06989
-251.934,0.975705,0.0131195,9,511,0,254.354,3.47196,-0.0728733,2.31453,2.06152
-251.903,0.995156,0.0131195,5,39,0,252.389,3.02955,0.00318692,2.05799,2.06765
-251.364,0.971305,0.0131195,7,147,0,253.545,0.385732,-1.23871,2.19679,1.71898
-251.888,0.997914,0.0131195,7,231,0,252.368,0.895829,-2.48525,3.9132,1.68684
-250.917,0.999433,0.0131195,7,159,0,252.448,0.16451,-0.892274,1.98708,1.84029
-251.183,0.992906,0.0131195,7,207,0,252.115,-2.9146,-0.103235,1.64988,1.95077
-251.478,0.980822,0.0131195,8,439,0,252.011,1.00835,2.4211,-0.737863,1.70345
-251.336,0.99803,0.0131195,9,511,0,252.206,-3.2153,-0.260443,0.904384,1.74178
-250.959,0.965189,0.0131195,7,135,0,252.602,-0.980019,-1.71078,0.128292,1.80489
-251.593,0.976174,0.0131195,7,195,0,253.182,-5.00199,-0.0355331,1.79144,1.96917
-252.203,0.996793,0.0131195,8,255,0,253.533,-5.83467,0.465807,4.45779,1.73996
-252.022,0.979175,0.0131195,8,255,0,252.951,-7.54321,0.00747293,1.92158,1.86521
-251.83,0.955948,0.0131195,8,255,0,252.419,-5.80138,0.266651,3.48311,1.93617
-254.151,0.54822,0.0131195,7,127,0,258.574,-7.90448,0.956662,9.53899,1.97707
-252.277,0.999917,0.0131195,8,383,0,255.422,2.74493,3.26962,-7.0352,1.9397
-252.012,0.945037,0.0131195,8,255,0,254.089,5.4846,0.718109,-2.23066,1.70789
-252.132,0.748827,0.0131195,2,3,0,253.876,5.49994,0.712567,-2.22874,1.69033
-251.095,0.99997,0.0131195,8,255,0,252.838,0.049569,3.24411,1.73101,1.89182
-251.101,0.930391,0.0131195,3,15,0,252.158,0.0157262,3.30374,1.79173,1.84369
-251.99,0.951691,0.0131195,7,215,0,253.365,2.99017,1.96697,-4.18629,1.6953
-253.492,0.932539,0.0131195,8,255,0,254.354,7.67798,0.329083,-0.934483,1.59221
-251.597,0.998943,0.0131195,8,511,0,253.657,0.731352,4.26548,-1.39173,1.72783
-251.201,0.991157,0.0131195,8,255,0,252.053,-0.67046,1.56089,2.99867,1.95215
-251.447,0.998974,0.0131195,7,151,0,251.66,-0.775668,2.82422,3.96845,1.77779
-252.633,0.932202,0.0131195,7,235,0,253.252,0.0765527,3.27725,1.33324,1.58412
-252.561,1,0.0131195,3,7,0,252.87,0.210397,3.24149,1.45626,2.13826
-251.865,0.968132,0.0131195,3,7,0,253.503,0.0684628,3.26465,1.44101,1.66452
-252,0.963934,0.0131195,6,99,0,253.602,0.506402,2.35027,0.904422,2.0946
-250.908,0.999856,0.0131195,6,71,0,252.262,0.378405,1.62853,1.22306,1.8393
-251.224,0.985062,0.0131195,7,207,0,252.274,-1.09838,1.5959,3.67598,1.92308
-253.071,0.980019,0.0131195,7,187,0,255.332,-1.84577,3.37511,8.26727,2.03759
-252.909,0.962253,0.0131195,2,3,0,253.686,-1.83677,3.38647,8.23408,2.01393
-254.469,0.840837,0.0131195,5,59,0,256.632,-1.69223,3.14755,6.83965,1.51326
-253.912,1,0.0131195,2,3,0,254.772,-1.67027,3.15626,6.82693,1.55513
-253.172,0.984941,0.0131195,6,95,0,255.974,-0.886544,2.72014,4.57443,2.16291
-251.985,0.977415,0.0131195,7,127,0,254.745,-4.05903,0.82403,5.08383,1.73906
-251.125,0.998434,0.0131195,7,127,0,255.191,-0.959745,0.0549518,1.80993,1.75719
-251.359,0.997149,0.0131195,7,215,0,252.058,-1.72283,-1.26063,-0.457867,1.71398
-251.809,0.988954,0.0131195,4,31,0,252.146,-1.69225,-1.4779,-0.424931,2.07603
-251.724,0.98677,0.0131195,2,7,0,252.648,-1.58735,-1.41856,-0.589196,1.66256
-252.249,0.990343,0.0131195,7,255,0,252.939,-3.19631,0.137757,2.0652,1.62489
-253.018,0.855571,0.0131195,6,119,0,258.07,-3.25197,0.401061,2.86637,1.56213
-253.597,0.991155,0.0131195,5,35,0,254.404,-3.70511,0.287683,3.26935,2.20345
-254.018,0.941369,0.0131195,1,1,0,254.263,-3.71502,0.279483,3.27139,2.2331
-255.557,0.993121,0.0131195,7,135,0,256.963,-1.28344,4.21901,7.67814,2.26328
-255.152,1,0.0131195,1,1,0,256.078,-1.28506,4.22823,7.67054,2.23703
-252.741,0.986958,0.0131195,5,43,0,255.255,-1.18064,4.8373,7.44807,1.73698
-251.199,0.94198,0.0131195,8,511,0,253.168,-0.0324976,-2.12313,1.90194,1.97094
-251.583,0.959953,0.0131195,7,245,0,253.731,-2.38048,0.960467,4.02507,1.7387
