# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = cf10_model
# start_datetime = 2023-07-05 12:39:13 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = examples\cf\cf10.data.r
# init = 2 (Default)
# random
#   seed = 758770126 (Default)
# output
#   file = examples\cf\cf10_1k.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu.1,mu.2,mu.3,mu.4,mu.5,mu.6,mu.7,mu.8,mu.9,mu.10,mu.11,mu.12,mu.13,mu.14,mu.15,mu.16,mu.17,mu.18,mu.19,mu.20,mu.21,mean
# Adaptation terminated
# Step size = 0.00115335
# Diagonal elements of inverse mass matrix:
# 26.9334, 21.0976, 23.3178, 19.5507, 27.7658, 16.8963, 26.1204, 25.9459, 28.472, 22.7872, 31.3942, 33.4077, 28.4282, 24.8712, 31.0135, 31.6516, 35.3865, 36.2015, 26.031, 27.042, 27.6938
-14827.5,0.962102,0.00115335,10,1023,0,14840.8,4.31674,11.4789,7.10814,5.17441,-5.60758,2.84447,3.77733,7.10446,-0.467172,7.67475,2.19158,-0.736413,-3.32781,-4.9881,1.18388,2.35614,9.40805,2.42358,0.72013,11.8236,8.37279,149.481
-14823.7,0.979107,0.00115335,10,1023,0,14836,9.68145,6.1916,11.8052,6.20256,-1.54227,-1.48624,6.32691,-0.527245,-2.72862,5.52862,3.34141,1.53304,0.647356,-7.33833,-1.73897,-3.03159,5.29257,0.96064,7.45877,1.27472,7.22531,149.621
-14819.8,0.999282,0.00115335,10,1023,0,14828.4,5.41788,6.11771,13.3896,8.76981,-2.65846,-0.703845,2.04811,1.7252,-2.68186,5.56408,2.66847,1.58645,-0.379273,-1.76235,-2.02455,-0.226196,0.056348,2.29012,4.21044,-0.924693,2.97678,149.857
-14821.6,0.995553,0.00115335,10,1023,0,14830.4,8.78164,5.57007,11.8908,8.81011,-6.03579,-2.48156,0.64944,-2.16684,-1.09764,6.9959,3.90122,-0.0923113,1.09899,1.69276,-4.57627,1.38913,0.116369,2.71655,2.6149,-3.35146,3.9819,149.883
-14821.4,0.911736,0.00115335,10,1023,0,14837.4,7.87515,1.59656,12.4215,11.6127,-0.891706,-1.2442,1.5651,0.0920986,-0.0722843,8.65446,1.45582,1.18186,0.918647,-0.549664,1.22024,0.875589,-1.83414,7.53095,-0.200888,-0.859164,2.02259,149.835
-14821.5,0.972317,0.00115335,10,1023,0,14829.9,4.43374,1.31065,12.6706,10.4951,-5.92711,-2.45109,2.56287,0.144216,3.15022,3.53503,3.11359,-0.268947,2.82502,-3.33481,-2.49338,-0.265838,-0.281144,9.16956,2.7799,-1.26841,1.63006,149.917
-14821.8,0.9928,0.00115335,10,1023,0,14831.2,0.703375,3.93974,10.5931,12.6818,-2.82349,-0.873975,-4.36625,0.566723,2.50836,1.83341,8.82924,0.596888,3.12979,4.76461,-2.13524,4.68732,2.00648,2.87961,-2.76893,4.3791,-0.865639,149.933
-14821.5,0.9964,0.00115335,10,1023,0,14829.2,2.51958,5.8449,8.39143,11.3749,-1.00301,-1.76047,1.62539,3.22669,4.40456,5.70963,2.92571,1.10375,4.24119,3.35129,-0.867974,-1.44039,9.12267,1.20587,-4.18272,5.94608,-0.464285,149.925
-14822.5,0.995132,0.00115335,10,1023,0,14831.3,2.04247,3.39724,10.4124,1.30413,0.928566,-3.16146,2.10331,2.36266,6.90771,4.60781,2.69132,-1.58893,3.45956,10.7226,-2.12341,-1.66006,9.95131,5.4018,0.740984,4.43319,6.11069,149.599
-14827.9,0.970794,0.00115335,10,1023,0,14839.9,3.2143,-3.35327,7.08525,-0.746147,-3.84664,-1.35343,5.12381,-0.539093,12.5004,5.41845,5.17659,-3.16089,7.16645,8.58144,-3.75981,9.2082,8.17377,10.9558,2.7934,2.43778,5.34444,149.968
-14819.6,0.999951,0.00115335,10,1023,0,14833,0.752767,2.04584,6.26596,2.16841,-1.46964,-3.96223,1.59526,3.22071,6.72922,5.14378,-0.0405265,-2.3754,-0.0333708,3.06899,5.00449,6.17844,9.9999,5.23184,6.02373,0.55101,2.56123,149.91
-14820.8,0.990346,0.00115335,10,1023,0,14829,3.272,2.7112,2.93419,1.22397,0.578387,-6.45941,2.14132,2.10434,3.99606,3.42056,2.00378,5.21506,-1.54694,-0.812675,3.41391,4.99645,12.4948,6.05962,6.20054,0.00460831,7.77766,149.636
-14824,0.997242,0.00115335,10,1023,0,14830,3.58155,1.41429,4.56067,-1.53454,2.59052,1.23599,-2.96311,3.41395,3.41478,6.79808,1.46716,5.37585,-7.99251,2.12436,1.20478,0.449284,7.81387,12.0254,7.67561,4.04152,10.9362,149.626
-14823.6,0.99957,0.00115335,10,1023,0,14835.4,4.73497,4.54461,1.10969,1.63323,1.19693,2.22668,1.95792,0.697606,-1.85169,8.24724,-0.803458,-2.47608,-6.83745,-1.69737,1.70478,2.02231,7.86998,11.004,13.0856,1.81672,8.1903,149.687
-14824.4,0.961401,0.00115335,10,1023,0,14841.3,0.740063,5.55826,-1.70252,-1.8217,0.949806,1.05385,1.71507,-3.49668,-10.9668,-2.94808,-4.47738,-0.0377728,-7.47838,3.60481,5.01221,8.67558,7.01457,9.6139,3.73881,5.62698,9.91761,149.807
-14825.3,0.972332,0.00115335,10,1023,0,14832.3,2.14704,5.57621,-0.820408,-2.17325,0.923194,3.52807,1.75296,-3.04065,-12.1596,-3.10502,-6.45058,0.526035,-7.7363,2.72413,4.1462,9.99369,7.96897,8.09326,2.02827,6.60625,8.90731,149.814
-14825.6,0.944005,0.00115335,10,1023,0,14840.5,2.63997,5.44147,-0.47908,-1.98612,1.2302,3.49091,1.15083,-2.81751,-11.9102,-3.09108,-6.5865,0.856619,-7.64323,2.7085,4.19567,10.0739,7.66058,8.31493,1.91715,7.03331,8.97405,149.62
-14824,0.921482,0.00115335,10,1023,0,14839.4,5.70579,7.08998,-1.81624,-1.52624,-1.77884,2.54257,-0.00372821,-5.16892,-7.18211,-3.41758,-4.39046,4.03276,-5.45364,3.66938,4.98183,12.0408,8.33619,7.08163,3.45175,4.69133,6.77518,149.832
-14823.4,0.665948,0.00115335,10,1023,0,14833.3,5.82255,7.78029,-2.50403,-2.33956,-0.510304,1.4391,1.12592,-4.94393,-7.24108,-3.21016,-4.28104,3.98624,-4.31362,4.42923,4.92876,9.67791,8.61217,6.85604,5.46529,3.732,7.69077,149.7
-14827.2,0.665863,0.00115335,10,1023,0,14841.3,4.40484,6.51176,-5.51125,2.0288,5.5298,6.66838,-8.88578,-0.346127,-2.64088,-1.11145,9.21686,2.42767,11.292,-1.6728,2.07436,10.1482,3.55622,8.26683,4.58302,4.94644,-9.61119,149.758
-14827.1,0.696303,0.00115335,10,1023,0,14840.3,4.64664,5.90848,-6.18242,2.83471,5.47996,6.8835,-8.12509,-0.546274,-2.70568,-1.4124,9.47027,2.27651,10.9286,-1.67818,1.30363,10.1726,5.47059,7.44248,4.85374,5.00698,-9.21021,149.757
-14826.7,0.958744,0.00115335,10,1023,0,14836.2,5.24788,6.5931,-3.11472,4.57438,5.75004,6.53001,-11.1099,0.0549334,-2.9537,1.23575,10.763,3.83259,9.83034,-2.2742,2.05515,9.06237,5.41358,3.8859,3.98059,1.27457,-8.86419,149.654
-14826.3,0.999867,0.00115335,10,1023,0,14833.4,3.69476,6.39845,-2.21951,3.62279,7.64429,6.23526,-11.3869,-0.564706,-1.7506,1.68817,10.415,3.20735,9.12313,-3.33833,3.3992,8.61136,6.22058,3.80494,4.27005,0.492902,-8.47544,149.662
-14825.9,0.809905,0.00115335,10,1023,0,14838.4,7.0641,4.744,-1.75641,3.82699,8.32367,9.61238,-7.29729,3.56289,-5.56238,1.7028,3.87098,4.88538,1.61986,2.02054,4.9174,10.1801,-0.934326,-1.52533,-1.91084,0.222616,-13.8487,149.636
-14824,0.999856,0.00115335,10,1023,0,14838.6,0.902635,6.55204,4.49799,2.847,7.87186,13.1672,-7.27855,-3.29401,-2.54641,-0.280818,-2.92617,4.94753,-5.37014,-3.79815,8.98475,0.218024,4.13117,-2.63927,5.25923,2.68936,5.93657,149.639
-14821.3,0.985766,0.00115335,10,1023,0,14833.2,-1.00038,4.57792,0.0323273,3.18039,6.81672,12.2657,-5.74557,-5.24192,-1.19109,-4.60539,-2.25045,3.94463,-6.07971,-5.64546,4.77418,3.4001,4.44984,-0.999232,-1.48455,-0.387541,6.20339,149.872
-14821.3,0.996052,0.00115335,10,1023,0,14832.4,0.173089,1.97167,4.04668,2.46166,5.71499,14.3044,-3.68248,-6.26204,-2.59654,-8.45204,-2.00894,2.91229,-4.49953,-5.34707,0.404299,3.09817,2.6242,-2.05459,0.195833,0.182508,4.3322,149.646
-14824.1,0.862418,0.00115335,10,1023,0,14835.1,-3.47842,3.06514,7.74206,1.04934,6.59503,13.5211,-1.59172,-4.23598,-4.03171,-5.57667,-5.37673,-3.89305,-5.71519,1.92889,1.42725,4.87751,1.40911,-5.16934,-6.29011,-0.345974,0.893418,149.447
-14824.2,0.942082,0.00115335,10,1023,0,14837.6,-1.62713,2.33095,5.83968,2.27299,6.36113,11.5307,-4.15673,-6.53372,-5.30819,-7.45016,-3.74297,-4.31141,-6.5727,4.06025,0.415999,6.22093,4.22383,-4.2961,-7.3044,-1.22553,0.98179,149.498
-14823.3,0.996797,0.00115335,10,1023,0,14830.3,-0.640088,3.58755,-2.3939,3.74411,7.66726,9.1042,-5.63097,-4.52516,-2.65759,-8.47503,-2.75319,-7.10407,-6.50967,1.33268,0.516723,6.1418,7.20946,-2.06274,-9.33858,-2.5781,0.485533,149.855
-14822.2,0.999561,0.00115335,10,1023,0,14833.3,-3.09723,0.933817,-1.41767,2.95275,5.90455,8.50863,-7.62628,-3.37217,-3.00409,-6.22671,-5.14307,-8.36497,-6.52784,0.648487,-0.703469,5.8527,7.66906,-2.75554,-7.6851,-0.405443,2.44548,149.706
-14827.3,0.901727,0.00115335,10,1023,0,14839.2,-7.05309,2.58729,-4.77933,6.51846,0.430908,9.96475,-5.49642,-13.5456,-0.5507,-4.22605,-2.70368,-9.74446,-2.17398,3.28661,7.96273,9.85552,3.39965,-2.29633,-5.18407,-0.328917,0.348959,149.942
-14824.9,0.885006,0.00115335,10,1023,0,14837.8,-1.30463,2.44206,-2.67052,3.3663,2.28586,10.895,-4.54801,-16.6786,-3.8468,-3.89695,-6.67164,-2.07407,-1.93886,5.18626,4.72398,7.52522,-1.52303,5.14945,-0.066392,0.811102,0.75878,149.605
-14827,0.992492,0.00115335,10,1023,0,14838.2,-3.10058,0.507533,-2.10094,3.14519,1.28239,9.32022,-7.74427,-16.2616,-3.98691,-0.365073,-12.5326,-0.727603,1.28822,5.44203,-4.66895,4.45232,1.52929,8.4673,0.0878888,2.55154,0.795423,149.589
-14825.3,0.99456,0.00115335,10,1023,0,14837.6,-5.34009,5.65879,-2.61975,-0.390957,2.56047,12.6094,-7.99237,-15.8848,0.608472,0.646861,-5.79174,-4.19347,2.99412,2.1232,-6.63613,5.99478,1.4398,2.38238,0.79367,-1.4536,1.91912,149.788
-14820.2,0.998634,0.00115335,10,1023,0,14834.9,3.19676,7.4202,-3.32114,1.33782,3.10803,7.02724,-8.37179,-8.43424,2.02321,-0.678484,-4.54596,-5.53398,1.26074,-3.99175,-3.80593,5.97489,4.50967,3.71672,-2.75499,-0.976904,-2.62967,149.72
-14819.4,0.97094,0.00115335,10,1023,0,14826.8,-1.40235,6.58947,0.94247,1.29122,5.34453,8.09745,-8.88809,-7.18247,1.47731,2.12676,-3.7004,-5.67784,-1.76869,-1.18614,-6.56729,0.921043,-0.546147,2.07203,-5.6948,-1.91647,-0.324725,149.761
-14822.2,0.980077,0.00115335,10,1023,0,14836.5,0.0882366,3.40332,-5.7199,-6.18276,3.0196,5.27719,-5.30099,-6.822,8.04358,-1.86748,-6.74713,-0.641327,-2.43049,3.66461,0.13401,-2.69877,9.95698,4.06841,-7.35778,-4.29228,5.48538,149.704
-14823.5,0.847259,0.00115335,10,1023,0,14831.2,4.59607,2.78405,-3.11465,-5.42484,0.588972,3.32299,-5.2729,-12.9831,3.56763,-4.474,-3.3322,-3.31718,5.14142,-3.32255,-7.10325,-3.71019,3.04902,5.94736,-8.61072,-1.85662,0.364105,150.01
-14822.4,0.951913,0.00115335,10,1023,0,14832.1,1.28455,3.08612,-5.42322,-5.10163,0.666851,3.06335,-6.73162,-10.7571,1.30067,-6.14274,-4.71426,-5.63766,3.81957,1.30825,-0.777074,3.13787,1.37695,5.36952,-7.90372,1.72045,1.82098,149.427
-14826.3,0.971592,0.00115335,10,1023,0,14833.7,-3.82175,3.01935,0.167104,-5.02186,-2.37378,-1.93969,-14.2478,-12.3097,-2.77174,-4.64232,-6.97843,-2.44774,4.88406,-0.49036,-6.97126,3.54727,-2.77503,10.7269,-1.82066,4.86226,1.01449,149.913
-14822.7,0.999578,0.00115335,10,1023,0,14832.2,-1.24742,3.84054,3.49741,-5.08975,-2.53648,-0.763443,-9.65905,-14.006,1.9283,-3.82539,-7.2806,-2.34791,4.85877,2.91441,-5.36281,2.82071,0.545064,8.50576,2.10666,1.42325,1.69524,149.804
-14822.9,0.995431,0.00115335,10,1023,0,14829.3,-0.723242,4.36049,2.75404,-3.55663,-4.0861,1.10904,-10.3459,-15.5292,5.78115,-3.54379,-9.09332,-1.53963,0.418567,2.11912,-1.54903,2.87641,-0.107484,4.55594,3.46049,0.63085,0.995702,149.817
-14829.2,0.897508,0.00115335,10,1023,0,14835.6,-2.13534,7.97505,0.968488,-0.874941,0.133923,-1.74026,-10.3659,-18.2432,7.81673,-1.61031,-14.2513,0.786752,1.85126,-1.13632,0.0229495,3.50738,1.84418,6.001,1.27065,1.45596,2.63839,149.517
-14828.3,0.999866,0.00115335,10,1023,0,14836.5,-1.13923,10.0324,2.2487,0.492116,0.144768,-3.01304,-10.96,-17.7459,5.93033,-4.1475,-11.5908,1.13537,0.182996,-2.98325,-0.202244,2.96044,2.52533,5.17554,3.64663,0.390847,3.78409,149.955
-14832.8,0.961859,0.00115335,10,1023,0,14839.5,-0.483337,11.7032,3.24113,3.48884,1.02594,-0.772882,-11.1456,-19.4575,7.82269,-1.77221,-12.6841,3.29897,4.80096,2.71635,3.2877,-0.575216,2.22062,4.68573,7.52317,0.352302,1.60827,149.985
-14828.3,0.995655,0.00115335,10,1023,0,14845.8,4.27473,9.56238,5.83513,4.49872,4.37237,-7.42492,-14.8917,-12.9833,-0.370543,-1.70269,-9.96584,4.60754,0.966896,3.2366,3.79572,1.8688,4.19346,1.35184,3.67512,-0.955092,0.359557,149.542
-14827.3,0.760174,0.00115335,10,1023,0,14841.4,3.6609,6.09206,8.36958,4.32329,4.59308,-5.72934,-17.2841,-11.6142,-0.915728,0.633009,-5.98583,6.67483,-2.42105,2.84977,1.03934,0.580793,5.14617,3.05085,4.25292,-2.49434,-1.61876,149.601
-14826,0.798512,0.00115335,10,1023,0,14836.2,0.532489,5.64896,6.581,4.86813,3.75949,-6.93692,-14.7629,-10.2812,-1.34644,-0.0850274,-1.53924,8.63583,-1.23278,1.5785,4.08875,-3.42689,4.68173,6.64646,2.07027,-0.0895347,0.226642,149.475
-14823.1,0.999968,0.00115335,10,1023,0,14831.4,-0.394632,1.51223,6.17417,4.7985,4.95042,-5.90067,-13.4513,-9.94069,-5.31268,-2.62552,-0.495252,6.34231,-3.17507,3.69921,2.77813,-1.92541,3.59771,6.39313,0.308755,0.581617,2.30357,149.59
-14822.1,0.996784,0.00115335,10,1023,0,14828.8,-0.79803,2.27992,4.53652,4.75992,4.1155,-5.13115,-13.541,-9.03045,-4.97466,-3.89631,-1.70999,3.70092,-2.76094,3.02627,3.11565,-2.24815,4.6084,8.16648,-1.20681,0.988507,1.12276,149.868
-14823.3,0.988128,0.00115335,10,1023,0,14830.4,3.46087,-1.76868,1.97199,4.29219,3.86927,-5.03798,-14.5847,-10.1631,-1.0856,-6.4103,-0.93545,0.49813,-3.62279,0.378294,3.78675,-1.48672,0.745278,10.713,3.66932,2.56031,2.27386,149.754
-14824.1,0.942868,0.00115335,10,1023,0,14837.1,6.55276,-0.151615,1.53372,3.73791,-4.99079,-2.37063,-10.9569,-10.5514,3.79235,-7.30719,-5.89406,-0.544262,-0.538578,7.25232,5.27897,2.09556,2.62828,-2.56919,3.61827,9.25656,4.98515,149.767
-14826.1,0.865072,0.00115335,10,1023,0,14834.5,6.5262,2.15615,6.46874,0.715341,-4.13256,-3.44719,-11.3351,-5.81474,5.00321,-2.55666,-1.00281,1.29149,1.07916,9.75949,10.8026,4.76556,1.98055,-8.89408,3.15906,5.47371,4.35939,149.522
-14824.9,0.999903,0.00115335,10,1023,0,14834.6,8.2031,-1.03061,3.82028,4.22409,-7.04503,-4.66586,-6.11034,-2.82523,5.17901,1.43533,3.53401,0.76265,0.131694,11.3467,9.21924,5.95902,1.16419,-7.3323,7.51413,3.65347,3.55254,149.542
-14823.7,0.963576,0.00115335,10,1023,0,14833.3,7.82997,-2.09799,3.09315,4.52621,-7.31966,-5.2695,-7.2977,-2.41597,3.48242,1.45011,2.66901,1.2081,0.735461,10.3047,9.04045,5.76202,0.64296,-8.2248,7.12434,3.73536,3.52768,149.795
-14824.6,0.99993,0.00115335,10,1023,0,14833,5.51528,0.78821,1.63184,5.11136,-11.2117,-5.16867,-7.54855,-3.21182,0.57306,-0.840527,-0.209848,4.15151,-1.29244,9.5442,4.53977,7.31305,2.78942,-8.24128,6.98417,7.80329,4.75515,149.789
-14822.7,0.962574,0.00115335,10,1023,0,14836.4,7.20474,-1.44467,0.437224,1.95851,0.991184,-5.61566,-11.8714,-0.58214,-2.00309,0.272575,6.17122,7.21532,4.82369,13.7803,0.201436,-1.30552,2.95645,-2.01998,4.02147,2.05187,0.925119,149.715
-14823.3,0.892195,0.00115335,10,1023,0,14831.2,5.86736,-0.904909,2.72884,2.36669,0.261049,-6.63939,-11.3105,1.03799,-2.70608,0.510171,6.0104,8.00367,3.56827,13.042,1.53738,-2.2211,2.12184,-0.170803,6.15742,3.9321,0.458646,149.936
-14823.9,0.866646,0.00115335,10,1023,0,14839.3,6.13266,-0.206153,2.86455,2.83076,1.82568,-8.13629,-10.09,1.91,-3.81798,0.435459,7.00978,6.02838,4.37041,14.6458,1.06219,-1.14098,2.30934,0.25383,6.89987,4.31531,1.03747,149.766
-14827.9,0.803768,0.00115335,10,1023,0,14834.5,6.79471,5.56383,-0.308351,2.34214,1.89896,-7.40573,-11.1266,3.3939,-0.40894,-2.74965,3.85981,10.0577,2.37096,13.6414,-0.943895,2.29195,5.69411,-0.380672,10.6007,5.28251,1.46458,149.498
-14823.5,0.999198,0.00115335,10,1023,0,14834.1,0.621487,1.83837,2.30444,1.11855,-0.86826,-6.52785,-4.15715,-4.34976,1.1058,-2.35458,6.01747,8.30731,1.54573,16.7199,2.61537,-5.18499,1.76906,2.10034,9.53243,0.951039,-0.172171,149.738
-14824,0.94563,0.00115335,10,1023,0,14833.1,-5.89403,7.28357,1.62037,-1.90809,-0.766469,-5.53316,-2.67634,-9.41113,2.0293,2.29201,8.94015,8.928,-0.529211,10.7919,1.60435,-5.66339,-2.6885,-2.94067,7.37414,1.74919,-3.82713,149.874
-14822.8,0.605655,0.00115335,10,1023,0,14838.7,3.06047,1.8931,-2.92201,1.68254,-0.55012,-9.22523,-2.82967,-3.99249,0.155108,5.41332,10.0427,6.31531,-12.577,-0.667223,-2.86476,2.33348,-3.21596,-0.321782,0.580151,6.77447,-1.63461,149.972
-14820.2,0.999913,0.00115335,10,1023,0,14833.5,4.59417,-3.31813,-6.15547,-2.81861,-3.0845,-5.26834,-4.37262,-4.37409,-6.56867,-2.52567,2.8232,8.51323,3.54874,5.96723,5.00036,1.91896,-7.18504,-2.6915,3.58043,-1.74922,3.71197,149.701
-14825,0.966442,0.00115335,10,1023,0,14832.8,0.590953,-5.79505,-4.62819,-3.24901,1.42565,1.29809,-2.3309,-11.0573,-10.0211,-7.52691,-0.75127,1.95515,4.37703,5.89922,6.0153,-6.00181,-12.54,-3.87947,0.551704,-5.56204,2.74093,149.766
-14825,0.8843,0.00115335,10,1023,0,14834.7,-0.11125,-6.70586,-4.59215,-1.65002,3.64461,1.5422,-2.65412,-10.7742,-11.1864,-6.52709,-1.46716,1.74126,4.15605,4.74632,6.62204,-5.49851,-11.9112,-4.50698,-0.136635,-5.95689,1.49832,149.756
-14825.1,0.911761,0.00115335,10,1023,0,14840.1,-0.505316,-6.47669,-4.77163,-1.55525,3.94581,1.87316,-3.74545,-9.84656,-10.8668,-6.14957,0.421422,2.72779,4.80171,5.63543,7.82045,-6.00129,-11.1236,-4.06073,0.15716,-5.71129,1.36875,149.859
-14822.1,0.792375,0.00115335,10,1023,0,14832.5,4.89949,-5.68203,-5.89285,-2.45487,2.90578,2.99073,-7.94241,-3.87425,-5.62059,-9.50407,5.09002,2.03093,3.29159,6.295,-3.23003,-2.34502,-5.05348,-1.6872,-1.7092,-2.87523,8.02248,149.94
-14825.7,0.98243,0.00115335,10,1023,0,14831.8,9.54834,-0.211766,-3.01786,-2.02485,0.820699,2.18633,-8.38496,2.39639,-2.60106,-12.09,8.22581,2.52165,0.205479,9.60962,-1.03217,-1.22414,-12.3463,-5.60842,-3.65216,-4.66041,1.49789,149.721
-14823.1,0.661453,0.00115335,10,1023,0,14834.7,4.04669,3.34514,-4.46543,-0.923682,0.438892,1.74548,-7.19421,2.29632,-0.803934,-15.8658,7.7067,6.4274,1.07323,1.9371,-0.67987,-7.61932,-6.10062,-3.66088,-2.72815,-3.23887,-2.36613,149.793
-14822.7,0.740752,0.00115335,10,1023,0,14835.6,3.99847,-0.52831,-6.49366,2.35569,1.92259,2.56567,-3.79165,-0.298936,-1.40553,-13.5002,7.76143,6.23004,1.68401,1.89435,2.02384,-2.54058,-5.90532,-2.30553,-6.8784,-4.81612,0.346763,149.477
-14822.5,0.985315,0.00115335,10,1023,0,14832.4,2.81236,-3.48882,-8.62454,0.0804036,0.816199,2.91295,-1.91601,-3.85177,-2.56192,-13.6176,4.98524,8.14344,4.03341,-0.314533,1.2039,-0.590619,-3.86548,-5.08857,-6.20266,-2.85031,-0.712248,149.991
-14822.3,0.973319,0.00115335,10,1023,0,14840.8,4.49734,-3.60424,-10.7058,-2.75183,2.64943,7.42491,2.07531,-3.73195,-10.9303,-7.57711,1.51033,9.63925,3.85958,0.68861,-2.20129,-0.921117,-0.787047,-2.17628,-3.68312,-2.41327,-2.61816,149.783
-14827.3,0.928498,0.00115335,10,1023,0,14836.5,5.34723,-5.56079,-15.9803,-4.48159,2.41255,7.54242,0.0247266,-4.91483,-8.20088,-7.82516,-0.834461,7.79413,7.03989,0.265968,-4.93727,-0.130356,-0.115929,-0.589127,-5.53061,-7.41376,-4.84767,149.862
-14827.7,0.987935,0.00115335,10,1023,0,14839.4,7.18347,-3.3689,-15.959,-5.89024,-0.05324,8.51014,6.01019,-0.636377,-5.27534,-6.69766,0.150308,3.60137,5.46795,-1.57859,-2.79626,0.678051,-5.60017,0.732884,-4.657,-13.6078,-0.987858,149.691
-14825.7,0.802078,0.00115335,10,1023,0,14838.2,4.55845,-2.9348,-14.499,-4.64464,-0.432059,8.58028,7.09806,2.50675,-6.22261,-6.39261,2.17813,1.55554,6.8412,-0.146796,-2.76458,3.44046,-3.82977,-2.81425,-3.85728,-9.81603,-2.77273,149.958
-14830.4,0.867905,0.00115335,10,1023,0,14839.4,3.39851,-6.68637,-16.7831,-8.93943,-1.73131,8.38271,10.9998,-0.443266,-3.46184,-5.97293,-4.39537,-2.24525,9.4073,-0.685794,2.73901,-4.29472,-4.41839,-5.90095,2.21212,-3.21091,0.359721,149.449
-14828.9,0.62126,0.00115335,10,1023,0,14841.2,0.221341,-7.74799,-15.4849,-9.85272,-2.2092,6.68685,8.67079,0.470713,-3.98846,-1.73781,-1.24162,-0.0922126,7.55739,-1.2653,0.850808,-1.85413,-2.00977,-4.08621,-2.42333,-3.30861,-2.1653,150.247
-14825.3,0.972899,0.00115335,10,1023,0,14839.9,0.308614,-3.26257,-10.6975,-10.2179,5.05213,4.84222,7.68288,1.62917,-4.37226,-2.4772,2.38684,-8.69969,5.28928,3.70037,-2.03574,0.1243,-0.0761031,-5.42384,-1.51836,-6.97907,4.50365,149.413
-14821.4,0.998552,0.00115335,10,1023,0,14832.7,-2.40388,-4.32733,-7.48842,-9.84126,4.67971,4.13698,6.33203,3.87336,-5.02561,-2.24843,0.869482,-7.93788,5.43336,3.30423,-2.62936,0.03205,1.41812,-3.49433,-1.47655,-4.97494,4.21512,149.954
-14821.7,0.998321,0.00115335,10,1023,0,14827.3,-4.08673,-4.20834,-10.0749,-5.89941,4.31361,3.99553,6.64276,3.65148,-2.95413,1.14241,2.69451,-6.73761,8.92096,5.01385,-3.00531,-0.347383,-4.60654,-3.62472,-1.68366,-4.1859,1.6126,149.571
-14821.9,0.999289,0.00115335,10,1023,0,14830,-2.93227,1.17481,-6.28394,-4.00883,-1.38925,5.39975,5.93306,6.45616,0.488681,-1.43684,-0.728567,-6.14814,9.26759,4.88497,-5.50811,1.07599,-9.06619,-4.97807,0.324888,-4.85734,6.16139,149.867
-14823.8,0.955126,0.00115335,10,1023,0,14830.2,-6.89926,5.14488,-10.7509,-5.59963,6.66149,5.66139,11.2678,3.73783,-3.83394,0.602374,-2.21577,-6.37876,2.66177,5.88878,-4.08698,0.565222,-5.01526,-1.23858,-1.8196,1.46574,2.15265,149.556
-14820.4,0.987109,0.00115335,10,1023,0,14829.4,-3.62284,3.70156,-11.7439,-5.59471,4.03081,2.93642,10.8696,3.16184,-1.82872,0.580356,-3.42152,-3.48466,4.20306,3.36543,-3.29185,-2.24171,-2.69539,-3.80364,-3.05692,1.09147,0.141378,149.863
-14822.6,0.997344,0.00115335,10,1023,0,14830.1,-2.20513,2.32615,-17.0538,-5.24735,2.76724,3.63734,9.75275,1.87379,-4.61846,-0.62427,-4.37454,-2.33628,3.93038,2.73329,-3.71222,-0.672374,-0.528994,-4.92668,-1.56788,1.41302,0.223839,149.874
-14820.7,0.994745,0.00115335,10,1023,0,14832.4,-1.77923,1.81453,-15.4117,-5.29491,3.26462,3.80897,8.56988,2.23168,-5.06653,-2.0382,-3.47902,-1.84178,4.67578,3.21352,-2.64575,-1.08473,0.0670599,-2.9615,-1.4129,1.57385,1.26426,149.815
-14822.7,0.866058,0.00115335,10,1023,0,14831,-3.17829,-3.6713,-14.5511,-5.33004,7.60686,4.96412,6.60375,0.49355,0.170558,2.26374,-6.02907,-0.918052,0.199849,-0.720597,-4.01869,-1.31156,-4.34964,-0.963368,1.96521,-2.0738,3.11088,150.056
-14824,0.997073,0.00115335,10,1023,0,14833.9,-3.2055,-3.96997,-9.3727,-6.03063,-0.110228,1.35604,3.02081,8.58385,2.11036,10.0874,2.02039,-0.499025,3.57023,-6.50618,-9.21505,-6.28785,0.77422,-5.36439,-0.651455,-4.07736,1.97821,149.497
