ave_fitness	ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	best_fitness	gen	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	runtime_error	time_adjust	time_taken	total_inds	total_time	unique_inds	unused_search	
-inf	87.47	10.913333333333334	41.266666666666666	30.166666666666668	-18.38418545540366	88	4384	278	18.0	277.0	196.0	11	9.0	11.0	9.0	0	0	0.6956820487976074	17800	18.38464617729187	8721	51.00561797752809	
-inf	91.56	11.158273381294965	45.55395683453237	33.194244604316545	-18.38418545540366	89	4445	356	15.0	200.0	145.0	14	9.0	11.0	9.0	0	0	0.38939690589904785	18000	18.774043083190918	8811	51.050000000000004	
-inf	93.26	11.013605442176871	44.054421768707485	32.10884353741496	-18.38418545540366	90	4498	353	15.0	180.0	130.0	14	9.0	11.0	9.0	0	0	0.509505033493042	18200	19.28354811668396	8913	51.027472527472526	
-inf	100.145	11.006849315068493	44.34931506849315	32.38356164383562	-18.38418545540366	91	4552	297	19.0	196.0	142.0	15	9.0	11.0	9.0	0	0	1.580338954925537	18400	20.863887071609497	9001	51.08152173913044	
-inf	90.775	11.09032258064516	44.774193548387096	32.65806451612903	-18.38418545540366	92	4597	308	21.0	256.0	184.0	9	9.0	11.0	9.0	0	0	0.7147719860076904	18600	21.578659057617188	9108	51.03225806451613	
-inf	89.2	11.086666666666666	45.38666666666666	33.10666666666667	-18.38418545540366	93	4647	285	18.0	256.0	184.0	5	9.0	11.0	9.0	0	0	0.1468830108642578	18800	21.725542068481445	9213	50.994680851063826	
-inf	95.185	11.385185185185184	51.39259259259259	37.42962962962963	-18.351268203385974	94	4712	329	18.0	256.0	184.0	2	9.0	11.0	9.0	0	0	0.2589421272277832	19000	21.98448419570923	9298	51.06315789473685	
-inf	98.175	11.481751824817518	54.56204379562044	39.613138686131386	-18.351268203385974	95	4775	281	18.0	256.0	184.0	4	9.0	11.0	9.0	0	0	0.7563838958740234	19200	22.740868091583252	9391	51.088541666666664	
-inf	97.745	11.26206896551724	47.9448275862069	35.06896551724138	-15.651698587805821	96	4830	287	18.0	160.0	116.0	21	9.0	11.0	9.0	0	0	0.22269797325134277	19400	22.963566064834595	9484	51.11340206185567	
-inf	99.81	11.292307692307693	47.184615384615384	34.50769230769231	-13.951566273972446	97	4900	285	16.0	176.0	128.0	14	9.0	11.0	9.0	0	0	0.20092487335205078	19600	23.164490938186646	9573	51.15816326530612	
-inf	107.985	11.562962962962963	51.63703703703704	37.68888888888889	-13.951566273972446	98	4965	285	16.0	201.0	144.0	4	9.0	11.0	9.0	0	0	0.18652629852294922	19800	23.351017236709595	9664	51.1919191919192	
-inf	113.295	11.582733812949641	53.02158273381295	38.70503597122302	-13.951566273972446	99	5026	297	17.0	176.0	128.0	16	9.0	11.0	9.0	0	0	0.20946788787841797	20000	23.560485124588013	9756	51.22	
-inf	124.01	11.594405594405595	54.48951048951049	39.81118881118881	-11.286786285194387	100	5083	339	18.0	176.0	128.0	11	9.0	11.0	9.0	0	0	0.3708028793334961	20200	23.93128800392151	9847	51.25247524752476	
-inf	131.205	11.6993006993007	58.61538461538461	42.76923076923077	-11.286786285194387	101	5140	339	20.0	186.0	133.0	24	9.0	11.0	9.0	0	0	0.3041810989379883	20400	24.235469102859497	9925	51.34803921568628	
-inf	141.59	12.017094017094017	65.55555555555556	47.863247863247864	-11.286786285194387	102	5223	357	17.0	234.0	169.0	27	9.0	11.0	9.0	0	0	0.5361871719360352	20600	24.771656274795532	10004	51.43689320388349	
-inf	145.05	12.281818181818181	69.2090909090909	50.4	-11.286786285194387	103	5313	385	19.0	236.0	169.0	26	9.0	11.0	9.0	0	0	0.34092283248901367	20800	25.112579107284546	10083	51.52403846153846	
-inf	152.495	11.532786885245901	54.450819672131146	39.68032786885246	-11.286786285194387	104	5391	306	16.0	176.0	128.0	14	9.0	11.0	9.0	0	0	0.17157411575317383	21000	25.28415322303772	10165	51.595238095238095	
-inf	152.66	11.897058823529411	61.786764705882355	44.845588235294116	-11.286786285194387	105	5455	285	17.0	201.0	145.0	8	9.0	11.0	9.0	0	0	0.3675808906555176	21200	25.651734113693237	10261	51.59905660377358	
-inf	152.57	12.145985401459853	67.46715328467154	48.8978102189781	-11.286786285194387	106	5518	303	18.0	250.0	179.0	20	9.0	11.0	9.0	0	0	0.5394752025604248	21400	26.191209316253662	10363	51.57476635514019	
-inf	154.69	12.166666666666666	71.34057971014492	51.927536231884055	-11.286786285194387	107	5580	285	19.0	274.0	197.0	34	9.0	11.0	9.0	0	0	0.3793058395385742	21600	26.570515155792236	10456	51.59259259259259	
-inf	156.895	12.14765100671141	70.97986577181209	51.73154362416108	-9.685023983547005	108	5631	344	18.0	250.0	179.0	20	9.0	11.0	9.0	0	0	0.3531038761138916	21800	26.923619031906128	10553	51.591743119266056	
-inf	154.985	12.172661870503598	69.07194244604317	50.273381294964025	-9.685023983547005	109	5692	359	22.0	272.0	196.0	20	9.0	11.0	9.0	0	0	0.3157539367675781	22000	27.239372968673706	10651	51.586363636363636	
-inf	161.325	11.873134328358208	65.45522388059702	47.66417910447761	-9.685023983547005	110	5758	376	19.0	250.0	181.0	20	9.0	11.0	9.0	0	0	0.4783933162689209	22200	27.717766284942627	10745	51.5990990990991	
-inf	162.375	11.886363636363637	64.78787878787878	47.21969696969697	-9.685023983547005	111	5826	348	21.0	218.0	156.0	27	9.0	11.0	9.0	0	0	0.24039793014526367	22400	27.95816421508789	10829	51.65625	
-inf	161.145	11.966101694915254	64.37288135593221	46.855932203389834	-9.181723641808807	112	5908	356	18.0	231.0	168.0	18	9.0	11.0	9.0	0	0	0.1994948387145996	22600	28.15765905380249	10914	51.70796460176991	
-inf	166.89	12.086206896551724	67.04310344827586	48.706896551724135	-9.181723641808807	113	5992	373	20.0	286.0	201.0	10	9.0	11.0	9.0	0	0	0.4664480686187744	22800	28.624107122421265	10997	51.76754385964912	
-inf	173.425	12.398373983739837	72.64227642276423	52.94308943089431	-9.181723641808807	114	6069	403	22.0	288.0	207.0	47	9.0	11.0	9.0	0	0	7.4583539962768555	23000	36.08246111869812	11089	51.78695652173913	
-inf	176.57	12.710743801652892	77.85123966942149	56.710743801652896	-9.181723641808807	115	6148	401	22.0	286.0	207.0	43	9.0	11.0	9.0	0	0	0.20327210426330566	23200	36.285733222961426	11169	51.85775862068965	
-inf	167.165	12.5	73.91964285714286	53.732142857142854	-9.181723641808807	116	6236	472	23.0	514.0	365.0	17	9.0	11.0	9.0	0	0	0.2060987949371338	23400	36.49183201789856	11248	51.93162393162393	
-inf	176.845	12.556451612903226	73.93548387096774	53.75	-9.181723641808807	117	6312	386	23.0	351.0	251.0	21	9.0	13.0	10.0	0	0	0.44976305961608887	23600	36.94159507751465	11331	51.98728813559322	
-inf	169.225	12.383333333333333	74.425	54.2	-8.966037263523528	118	6392	342	23.0	351.0	251.0	30	9.0	11.0	9.0	0	0	0.953010082244873	23800	37.89460515975952	11410	52.05882352941176	
-inf	181.545	12.765151515151516	83.6969696969697	60.70454545454545	-8.966037263523528	119	6460	361	23.0	351.0	251.0	36	9.0	13.0	10.0	0	0	0.4155161380767822	24000	38.310121297836304	11497	52.09583333333334	
-inf	200.91	13.229508196721312	96.84426229508196	70.13934426229508	-8.966037263523528	120	6538	366	22.0	431.0	312.0	24	9.0	11.0	9.0	0	0	1.79017972946167	24200	40.100301027297974	11584	52.13223140495868	
-inf	213.795	13.484126984126984	100.34920634920636	72.5079365079365	-8.966037263523528	121	6612	431	22.0	360.0	256.0	59	9.0	11.0	9.0	0	0	0.7466990947723389	24400	40.84700012207031	11673	52.15983606557377	
-inf	225.21	13.172661870503598	94.59712230215827	68.33812949640287	-8.966037263523528	122	6673	380	23.0	478.0	346.0	72	9.0	11.0	9.0	0	0	2.144139051437378	24600	42.99113917350769	11766	52.170731707317074	
-inf	221.76	12.601503759398497	78.82706766917293	57.21804511278196	-8.657220801874017	123	6740	482	22.0	321.0	227.0	62	9.0	11.0	9.0	0	0	2.327836036682129	24800	45.31897521018982	11864	52.16129032258065	
-inf	211.21	12.674242424242424	83.6590909090909	60.79545454545455	-8.657220801874017	124	6808	482	21.0	367.0	264.0	49	9.0	11.0	9.0	0	0	0.7320337295532227	25000	46.05100893974304	11952	52.192	
-inf	211.99	13.024590163934427	90.10655737704919	65.36065573770492	-8.657220801874017	125	6886	482	22.0	367.0	264.0	47	9.0	11.0	9.0	0	0	0.358593225479126	25200	46.40960216522217	12038	52.230158730158735	
-inf	223.14	12.925619834710744	81.6694214876033	59.429752066115704	-8.153186487191244	126	6965	493	22.0	299.0	215.0	27	9.0	11.0	9.0	0	0	1.6158158779144287	25400	48.0254180431366	12119	52.28740157480315	
-inf	208.82	12.429824561403509	76.62280701754386	55.87719298245614	-8.153186487191244	127	7051	499	21.0	310.0	222.0	65	9.0	11.0	9.0	0	0	1.37092924118042	25600	49.39634728431702	12195	52.36328125	
-inf	212.87	12.385245901639344	71.25409836065573	51.84426229508197	-8.153186487191244	128	7129	417	23.0	357.0	256.0	49	9.0	11.0	9.0	0	0	0.4185357093811035	25800	49.81488299369812	12269	52.445736434108525	
-inf	210.35	12.5	71.63333333333334	52.06666666666667	-8.153186487191244	129	7209	491	23.0	309.0	220.0	31	9.0	11.0	9.0	0	0	0.5164752006530762	26000	50.331358194351196	12351	52.496153846153845	
-inf	214.44	12.629032258064516	79.54838709677419	57.774193548387096	-8.153186487191244	130	7285	556	23.0	304.0	217.0	28	9.0	11.0	9.0	0	0	1.1574318408966064	26200	51.4887900352478	12433	52.545801526717554	
-inf	215.955	12.80952380952381	83.4920634920635	60.63492063492063	-8.153186487191244	131	7359	435	23.0	339.0	245.0	30	9.0	11.0	9.0	0	0	0.6547000408172607	26400	52.14349007606506	12519	52.57954545454545	
-inf	218.945	12.782945736434108	82.20930232558139	59.713178294573645	-8.153186487191244	132	7430	503	24.0	359.0	257.0	27	9.0	11.0	9.0	0	0	2.6102142333984375	26600	54.7537043094635	12611	52.590225563909776	
-inf	211.69	12.542372881355933	75.00847457627118	54.40677966101695	-7.431345434839227	133	7512	443	21.0	320.0	228.0	18	9.0	11.0	9.0	0	0	2.530689001083374	26800	57.284393310546875	12686	52.66417910447761	
-inf	216.975	12.757575757575758	81.28787878787878	59.13636363636363	-7.431345434839227	134	7580	477	22.0	322.0	233.0	19	9.0	11.0	9.0	0	0	7.729817867279053	27000	65.01421117782593	12780	52.666666666666664	
