ave_fitness	ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	best_fitness	gen	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	runtime_error	time_adjust	time_taken	total_inds	total_time	unique_inds	unused_search	
-inf	32.78	9.5	29.765	22.015	-inf	0	0	79	10	78	53	13	9	11	9	0	0	77.90564298629761	200	77.90564298629761	200	0.0	
-inf	34.12	9.506666666666666	20.96	15.653333333333334	-inf	1	125	74	12.0	66.0	48.0	4	9.0	11.0	9.0	0	0	0.19123387336730957	400	78.09687685966492	260	35.0	
-inf	27.475	9.440366972477063	18.477064220183486	13.862385321100918	-inf	2	216	100	12.0	53.0	39.0	5	9.0	11.0	9.0	0	0	0.15808415412902832	600	78.25496101379395	333	44.49999999999999	
-inf	24.43	9.496240601503759	19.203007518796994	14.293233082706767	-inf	3	283	64	13.0	55.0	39.0	2	9.0	11.0	9.0	0	0	0.1462998390197754	800	78.40126085281372	425	46.875	
-inf	25.49	9.455882352941176	18.676470588235293	13.933823529411764	-inf	4	347	77	12.0	53.0	39.0	3	9.0	11.0	9.0	0	0	0.1566481590270996	1000	78.55790901184082	519	48.1	
-inf	24.595	9.394736842105264	18.00657894736842	13.506578947368421	-inf	5	395	75	13.0	58.0	40.0	4	9.0	11.0	9.0	0	0	0.11782097816467285	1200	78.6757299900055	617	48.583333333333336	
-inf	25.895	9.427586206896551	18.344827586206897	13.73103448275862	-inf	6	450	58	12.0	41.0	29.0	9	9.0	11.0	9.0	0	0	0.14096689224243164	1400	78.81669688224792	728	48.0	
-inf	27.375	9.447761194029852	18.313432835820894	13.716417910447761	-inf	7	516	64	12.0	49.0	36.0	4	9.0	11.0	9.0	0	0	0.11835217475891113	1600	78.93504905700684	822	48.62499999999999	
-inf	28.9	9.604477611940299	20.365671641791046	15.037313432835822	-inf	8	582	62	12.0	56.0	40.0	5	9.0	11.0	9.0	0	0	0.11689186096191406	1800	79.05194091796875	919	48.94444444444444	
-inf	30.81	9.74496644295302	21.2751677852349	15.731543624161073	-inf	9	633	67	13.0	69.0	50.0	5	9.0	11.0	9.0	0	0	2.569427013397217	2000	81.62136793136597	1027	48.650000000000006	
-inf	32.6	9.695364238410596	20.39072847682119	15.105960264900663	-inf	10	682	81	13.0	58.0	40.0	4	9.0	11.0	9.0	0	0	0.3594322204589844	2200	81.98080015182495	1125	48.86363636363637	
-inf	33.505	9.654929577464788	20.0	14.746478873239436	-inf	11	740	71	12.0	52.0	35.0	8	9.0	11.0	9.0	0	0	0.6339287757873535	2400	82.6147289276123	1221	49.125	
-inf	33.4	9.690647482014388	19.97841726618705	14.83453237410072	-inf	12	801	72	12.0	71.0	48.0	6	9.0	11.0	9.0	0	0	0.49450087547302246	2600	83.10922980308533	1317	49.346153846153854	
-inf	32.445	9.549295774647888	18.429577464788732	13.82394366197183	-inf	13	859	75	14.0	82.0	59.0	7	9.0	11.0	9.0	0	0	0.08791518211364746	2800	83.19714498519897	1402	49.92857142857143	
-inf	33.365	9.592105263157896	19.414473684210527	14.43421052631579	-inf	14	907	77	12.0	43.0	30.0	6	9.0	11.0	9.0	0	0	0.5373139381408691	3000	83.73445892333984	1511	49.633333333333326	
-inf	32.885	9.673469387755102	20.26530612244898	15.013605442176871	-inf	15	960	77	14.0	75.0	55.0	4	9.0	11.0	9.0	0	0	0.25353121757507324	3200	83.98799014091492	1599	50.03125	
-inf	31.105	9.803921568627452	21.274509803921568	15.679738562091503	-inf	16	1007	76	14.0	74.0	50.0	2	9.0	11.0	9.0	0	0	0.3621959686279297	3400	84.35018610954285	1697	50.088235294117645	
-inf	31.55	9.76774193548387	20.716129032258063	15.361290322580645	-inf	17	1052	83	14.0	69.0	47.0	2	9.0	11.0	9.0	0	0	0.35916900634765625	3600	84.7093551158905	1800	50.0	
-inf	31.66	9.691780821917808	20.143835616438356	14.945205479452055	-inf	18	1106	86	15.0	71.0	49.0	3	9.0	11.0	9.0	0	0	0.7248809337615967	3800	85.4342360496521	1887	50.34210526315789	
-inf	34.41	9.673202614379084	20.202614379084967	14.941176470588236	-inf	19	1153	96	14.0	62.0	44.0	6	9.0	11.0	9.0	0	0	0.13973498344421387	4000	85.57397103309631	1992	50.2	
-inf	37.475	9.797385620915033	21.38562091503268	15.790849673202615	-inf	20	1200	96	15.0	82.0	60.0	1	9.0	11.0	9.0	0	0	0.739548921585083	4200	86.3135199546814	2086	50.333333333333336	
-inf	41.15	9.798657718120806	20.973154362416107	15.590604026845638	-inf	21	1251	119	14.0	63.0	45.0	9	9.0	11.0	9.0	0	0	0.3828752040863037	4400	86.6963951587677	2190	50.22727272727273	
-inf	40.445	9.878205128205128	21.32051282051282	15.756410256410257	-inf	22	1295	112	17.0	107.0	72.0	3	9.0	11.0	9.0	0	0	0.538137674331665	4600	87.23453283309937	2295	50.108695652173914	
-inf	39.04	9.721518987341772	20.044303797468356	14.860759493670885	-inf	23	1337	108	14.0	61.0	43.0	6	9.0	11.0	9.0	0	0	0.33044934272766113	4800	87.56498217582703	2392	50.166666666666664	
-inf	35.15	9.679245283018869	19.861635220125788	14.761006289308176	-inf	24	1378	94	14.0	93.0	63.0	8	9.0	11.0	9.0	0	0	0.4055469036102295	5000	87.97052907943726	2483	50.34	
-inf	35.775	9.664335664335665	19.895104895104897	14.748251748251748	-inf	25	1435	88	14.0	78.0	52.0	7	9.0	11.0	9.0	0	0	0.5626039505004883	5200	88.53313302993774	2574	50.5	
-inf	36.935	9.575949367088608	19.246835443037973	14.348101265822784	-inf	26	1477	88	14.0	78.0	52.0	4	9.0	11.0	9.0	0	0	0.505314826965332	5400	89.03844785690308	2674	50.48148148148148	
-inf	40.865	9.878378378378379	22.10810810810811	16.344594594594593	-inf	27	1529	88	16.0	89.0	60.0	7	9.0	11.0	9.0	0	0	0.4360651969909668	5600	89.47451305389404	2771	50.51785714285714	
-inf	39.605	9.813333333333333	20.566666666666666	15.26	-inf	28	1579	103	13.0	51.0	38.0	4	9.0	11.0	9.0	0	0	0.4575228691101074	5800	89.93203592300415	2869	50.53448275862069	
-inf	39.53	9.772727272727273	20.90909090909091	15.506493506493506	-inf	29	1625	103	14.0	74.0	52.0	4	9.0	11.0	9.0	0	0	0.43875908851623535	6000	90.37079501152039	2971	50.483333333333334	
-inf	43.78	9.828025477707007	21.656050955414013	16.101910828025478	-inf	30	1668	97	13.0	88.0	63.0	6	9.0	11.0	9.0	0	0	0.8027999401092529	6200	91.17359495162964	3084	50.25806451612903	
-inf	44.99	10.061224489795919	22.802721088435373	16.80952380952381	-inf	31	1721	92	14.0	87.0	60.0	2	9.0	11.0	9.0	0	0	0.3946499824523926	6400	91.56824493408203	3180	50.3125	
-inf	46.8	9.961290322580645	21.54193548387097	15.993548387096775	-inf	32	1766	93	13.0	66.0	47.0	9	9.0	11.0	9.0	0	0	0.16242694854736328	6600	91.7306718826294	3273	50.40909090909091	
-inf	46.305	9.8375	21.5	15.96875	-inf	33	1806	98	14.0	86.0	66.0	8	9.0	11.0	9.0	0	0	0.7901060581207275	6800	92.52077794075012	3380	50.294117647058826	
-inf	40.905	9.743421052631579	21.164473684210527	15.592105263157896	-inf	34	1854	108	15.0	86.0	66.0	6	9.0	11.0	9.0	0	0	0.3091888427734375	7000	92.82996678352356	3483	50.24285714285715	
-inf	43.365	9.721518987341772	21.145569620253166	15.544303797468354	-inf	35	1896	109	15.0	82.0	59.0	7	9.0	11.0	9.0	0	0	0.3823821544647217	7200	93.21234893798828	3592	50.111111111111114	
-inf	44.22	9.722972972972974	20.614864864864863	15.20945945945946	-inf	36	1948	89	16.0	79.0	55.0	4	9.0	11.0	9.0	0	0	0.4008939266204834	7400	93.61324286460876	3680	50.27027027027027	
-inf	43.73	9.817567567567568	22.175675675675677	16.263513513513512	-inf	37	2000	95	16.0	79.0	55.0	10	9.0	11.0	9.0	0	0	0.4194009304046631	7600	94.03264379501343	3777	50.30263157894737	
-inf	45.305	9.724358974358974	21.19871794871795	15.653846153846153	-inf	38	2044	98	14.0	75.0	52.0	8	9.0	11.0	9.0	0	0	0.44604921340942383	7800	94.47869300842285	3876	50.30769230769231	
-inf	40.19	9.636942675159236	19.987261146496817	14.86624203821656	-inf	39	2087	87	13.0	59.0	40.0	4	9.0	11.0	9.0	0	0	0.20062994956970215	8000	94.67932295799255	3965	50.4375	
-inf	36.305	9.544827586206896	18.69655172413793	13.979310344827587	-inf	40	2142	91	13.0	49.0	34.0	6	9.0	11.0	9.0	0	0	0.6824498176574707	8200	95.36177277565002	4044	50.6829268292683	
-inf	37.655	9.677631578947368	20.105263157894736	14.973684210526315	-inf	41	2190	121	15.0	87.0	63.0	4	9.0	11.0	9.0	0	0	0.41457104682922363	8400	95.77634382247925	4136	50.761904761904766	
-inf	37.925	9.49673202614379	18.130718954248366	13.61437908496732	-inf	42	2237	123	12.0	51.0	36.0	9	9.0	11.0	9.0	0	0	0.2093203067779541	8600	95.9856641292572	4227	50.848837209302324	
-inf	36.075	9.635135135135135	19.5472972972973	14.567567567567568	-inf	43	2289	124	13.0	60.0	41.0	5	9.0	11.0	9.0	0	0	0.3931546211242676	8800	96.37881875038147	4315	50.965909090909086	
-inf	37.44	9.76388888888889	20.458333333333332	15.166666666666666	-inf	44	2345	120	14.0	75.0	52.0	6	9.0	11.0	9.0	0	0	0.3179624080657959	9000	96.69678115844727	4408	51.022222222222226	
-inf	41.275	9.75	19.966216216216218	14.797297297297296	-inf	45	2397	95	13.0	53.0	37.0	8	9.0	11.0	9.0	0	0	0.5473549365997314	9200	97.244136095047	4504	51.04347826086956	
-inf	42.76	9.616883116883116	20.051948051948052	14.902597402597403	-inf	46	2443	104	14.0	70.0	48.0	9	9.0	11.0	9.0	0	0	0.16051769256591797	9400	97.40465378761292	4600	51.06382978723404	
-inf	40.87	9.586206896551724	19.213793103448275	14.324137931034484	-inf	47	2498	98	13.0	80.0	60.0	6	9.0	11.0	9.0	0	0	0.38884830474853516	9600	97.79350209236145	4683	51.21875	
-inf	37.355	9.615384615384615	19.377622377622377	14.433566433566433	-inf	48	2555	103	14.0	78.0	56.0	4	9.0	11.0	9.0	0	0	0.46257495880126953	9800	98.25607705116272	4774	51.285714285714285	
-inf	40.095	9.51592356687898	18.53503184713376	13.847133757961783	-inf	49	2598	103	15.0	77.0	56.0	10	9.0	11.0	9.0	0	0	0.4751241207122803	10000	98.731201171875	4867	51.33	
-inf	38.865	9.675496688741722	20.09933774834437	14.993377483443709	-inf	50	2647	105	14.0	71.0	53.0	5	9.0	11.0	9.0	0	0	0.39310693740844727	10200	99.12430810928345	4967	51.30392156862745	
-inf	40.975	9.666666666666666	20.02836879432624	14.879432624113475	-inf	51	2706	121	12.0	71.0	53.0	6	9.0	11.0	9.0	0	0	0.2564389705657959	10400	99.38074707984924	5058	51.36538461538461	
-inf	45.24	9.76774193548387	20.81290322580645	15.477419354838709	-inf	52	2751	126	17.0	95.0	66.0	6	9.0	11.0	9.0	0	0	0.6657559871673584	10600	100.0465030670166	5157	51.34905660377358	
