# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = trueskills_model
# start_datetime = 2023-01-12 09:11:41 UTC
# method = variational
#   variational
#     algorithm = meanfield (Default)
#       meanfield
#     iter = 10000 (Default)
#     grad_samples = 1 (Default)
#     elbo_samples = 100 (Default)
#     eta = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       iter = 50 (Default)
#     tol_rel_obj = 0.01 (Default)
#     eval_elbo = 100 (Default)
#     output_samples = 1000 (Default)
# id = 1 (Default)
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 2892587329 (Default)
# output
#   file = examples\trueskills\trueskillsvar.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,log_p__,log_g__,skillA,skillB,skillC,perfA,perfB,perfC
# Stepsize adaptation complete.
# eta = 1
0,-56.9486,-5.15025,61.2444,42.8352,60.723,30.6527,26.9266,5.68538
0,-42.5256,-2.79083,68.1973,55.726,55.0064,52.7762,45.576,30.7281
0,-50.8737,-2.86492,48.8957,60.4379,57.613,37.1713,32.8843,24.122
0,-40.0091,-1.9331,58.9916,72.504,59.3878,50.7022,47.8886,35.0989
0,-41.9078,-1.25885,63.7985,56.9298,71.9223,41.4136,28.2507,37.0437
0,-49.5228,-4.12503,70.4407,47.8705,72.8856,32.0855,30.9552,21.102
0,-34.4615,-4.4105,62.05,63.0699,80.9692,63.6702,59.8982,57.1169
0,-51.7638,-2.76434,55.5366,55.636,59.8456,31.0119,29.6162,25.752
0,-41.2369,-3.36021,81.9046,62.6595,65.2558,40.4911,14.3338,32.3224
0,-37.9642,-3.01128,67.5283,72.33,61.2738,54.1271,51.1093,53.4491
0,-45.9551,-2.33186,52.2925,70.7917,68.0529,35.4183,33.616,28.3878
0,-41.7053,-1.15043,63.5133,73.8588,63.2626,38.679,34.3709,36.8883
0,-42.3205,-2.03428,55.864,71.9841,68.2491,41.9464,39.9886,27.3496
0,-39.564,-2.59144,72.9081,67.3753,77.9506,37.0304,28.7174,35.3944
0,-46.7731,-1.85529,66.0051,61.0782,63.6871,29.7219,19.8432,21.2105
0,-46.0436,-1.22971,57.3421,54.899,64.526,40.3231,30.7205,34.832
0,-36.5273,-3.28629,75.4126,59.7465,84.2042,45.9165,40.0175,39.4082
0,-36.56,-1.49391,66.3351,79.7664,66.3766,46.6841,43.449,43.6291
0,-51.9325,-4.59977,72.1689,39.7329,61.9558,42.3547,40.4493,41.1625
0,-48.6731,-2.2521,62.7923,62.0223,59.0032,29.8763,27.6113,16.9674
0,-45.9582,-1.20941,53.6142,65.6798,61.9634,39.336,36.9486,34.6568
0,-59.8367,-7.35804,56.0125,70.5875,68.3934,18.9953,2.5403,-8.29323
0,-36.7129,-1.51804,68.2858,67.517,60.3753,57.6656,51.9469,54.6415
0,-47.537,-4.12018,64.3438,68.0803,73.5485,36.2467,35.2291,1.77734
0,-53.2865,-4.98281,49.9844,65.1298,49.4813,39.1338,38.6126,34.1563
0,-46.7293,-4.80807,49.0643,74.9801,57.6275,46.3656,45.6121,30.2028
0,-38.948,-1.17986,72.1079,65.007,70.4778,41.5491,40.1451,35.7742
0,-35.4776,-2.33206,65.0443,81.1423,71.3601,47.8251,37.3352,44.3174
0,-41.5554,-1.47068,64.3307,61.167,77.8452,38.0017,33.4792,34.4702
0,-41.4777,-1.07256,64.8921,61.6843,60.7739,50.6459,49.2644,47.5736
0,-39.3613,-2.62092,52.4931,69.8399,70.4649,56.7459,51.3384,53.6902
0,-34.218,-5.12769,80.438,54.4638,74.5143,61.3824,49.9724,59.1632
0,-39.1765,-0.609843,66.5105,66.811,62.2657,48.9736,46.4702,46.6837
0,-43.3967,-1.40414,61.6608,65.6667,69.503,36.0562,34.5948,28.115
0,-39.989,-0.954122,62.9274,61.3448,69.4256,45.5737,31.2431,42.0513
0,-47.8586,-2.51228,70.5897,57.4687,64.3649,28.6525,23.1667,15.1916
0,-52.4605,-4.22153,68.9444,55.1243,46.6175,32.2718,28.916,13.8679
0,-44.2992,-4.33377,74.2543,46.2535,78.4979,43.0505,38.8529,41.8958
0,-41.8231,-3.23115,58.0854,66.7102,74.3702,44.4605,43.7274,29.4817
0,-48.1866,-5.66865,52.286,58.603,74.5592,52.9901,40.5944,7.23588
0,-43.0423,-3.42191,59.6867,68.5979,57.0683,51.0023,37.782,50.3508
0,-50.5448,-3.23218,58.5076,58.5139,57.9125,33.769,32.6087,14.524
0,-50.4186,-4.07184,60.1851,42.1721,60.2775,49.3921,42.3788,30.5715
0,-54.3362,-6.04531,61.5746,51.9862,78.0582,21.356,20.0989,16.383
0,-41.5188,-2.18779,65.031,63.9452,79.4141,36.4504,28.3014,34.0612
0,-42.7496,-0.482521,60.5625,62.2964,64.1498,43.675,40.5467,41.4603
0,-44.5016,-2.83598,67.0245,58.3461,72.6276,35.6154,32.9661,34.8582
0,-41.6525,-3.69995,59.3087,87.6121,59.3024,43.7559,34.1618,35.8274
0,-44.0751,-0.791782,56.0312,65.1851,60.0141,44.438,41.7733,38.8167
0,-59.4728,-5.99923,57.1454,36.8875,56.2044,35.6638,29.8231,34.4625
0,-44.64,-1.9868,56.138,67.0476,66.6572,39.7019,38.6281,37.6836
0,-48.9545,-3.17649,50.7849,54.179,63.217,45.336,24.3181,42.9203
0,-41.1051,-2.57241,67.8207,68.5107,60.531,44.3086,36.071,43.7314
0,-49.4548,-4.94012,71.2197,64.4951,39.3096,48.4816,38.167,46.9338
0,-44.0953,-1.11401,58.144,68.936,65.4147,35.7235,27.2746,31.8041
0,-46.3087,-2.87506,57.8479,64.6019,51.8049,44.6039,27.5747,29.2626
0,-44.0273,-4.09205,49.311,70.0414,66.6759,50.22,49.5111,38.2733
0,-46.8681,-5.23701,67.4023,81.6534,40.1497,45.9128,43.0204,39.4527
0,-49.6533,-2.18222,62.897,56.2068,48.5343,41.1133,38.8519,33.6732
0,-38.7883,-3.41373,67.1039,68.875,74.3724,43.1051,37.2009,42.6235
0,-52.1596,-3.01776,65.0572,47.8271,52.637,38.1795,33.3609,36.7198
0,-48.5647,-4.7468,57.9768,73.3942,44.7234,50.6901,45.2531,49.8124
0,-40.5555,-5.30195,54.2071,76.6495,57.7576,63.2129,43.5813,57.4197
0,-45.7377,-3.58085,64.6087,50.4838,79.4676,36.6408,25.8888,34.8874
0,-46.683,-5.60889,79.6206,75.0005,49.4377,35.0653,34.5046,31.8472
0,-42.296,-2.80655,75.6154,68.4574,67.4566,33.8667,25.5832,32.8723
0,-42.6333,-2.23446,65.9166,57.3363,53.5223,56.8498,50.7592,48.2003
0,-45.5622,-3.39911,71.8338,73.6244,43.7295,44.8926,41.3413,42.3682
0,-38.0219,-2.20302,66.7757,71.4229,61.6175,50.0934,48.9781,34.65
0,-48.4671,-5.40536,63.8096,48.9766,85.3579,37.1637,29.2805,18.9041
0,-42.2157,-3.20079,70.3433,72.5198,67.5561,43.7629,37.01,2.17488
0,-40.2639,-2.44513,71.3797,52.4909,64.847,55.5379,52.9933,42.8695
0,-43.6191,-3.19257,58.5688,71.9671,76.0212,39.6104,36.5345,14.3542
0,-43.3204,-0.603832,63.9462,68.2712,59.9944,37.4813,34.8859,33.3586
0,-43.1444,-2.62639,52.2591,67.2632,73.2694,43.7373,27.1807,41.1704
0,-40.6203,-1.95277,60.5234,56.1822,77.8448,49.6401,45.7221,46.7516
0,-40.7107,-4.02487,57.2573,64.6073,82.4323,49.7917,46.3887,27.5709
0,-46.9697,-1.8081,63.3804,54.7892,54.6459,40.3911,30.0689,29.5626
0,-48.2782,-2.4883,62.9992,64.9762,60.8188,29.8127,27.3481,12.1867
0,-43.3603,-1.74169,63.8386,73.128,50.9239,42.9493,35.565,35.4578
0,-40.571,-1.43983,61.6745,62.2508,69.6091,45.7189,30.3392,43.834
0,-45.8482,-2.65724,72.9359,51.4385,59.3098,40.3558,16.9539,35.8873
0,-50.7353,-3.33497,73.6274,47.0059,55.5902,35.4682,30.5177,33.8495
0,-51.2385,-5.02366,52.075,56.2335,46.7245,53.8839,41.11,40.0524
0,-41.1782,-4.06763,62.5854,65.3381,73.6742,53.5889,4.59586,45.712
0,-51.6108,-3.26925,59.069,51.4366,70.272,26.8671,23.5406,23.4854
0,-47.8236,-5.44658,70.7458,78.2408,42.9912,36.9519,34.5967,17.6387
0,-45.9454,-6.58351,90.5349,59.3008,48.9401,45.5202,44.697,39.9546
0,-45.222,-1.68386,61.4832,56.237,69.0341,38.8627,37.5436,29.2842
0,-33.6607,-1.92876,72.2797,73.6918,67.7824,52.0806,37.8486,48.316
0,-40.5174,-0.525641,61.8488,67.0635,66.0148,44.7116,42.1727,42.3887
0,-42.5634,-1.03211,70.0767,64.0307,52.7992,43.6766,38.2031,36.2087
0,-41.9578,-2.8394,63.8834,56.4836,81.5617,41.574,33.9812,29.5957
0,-49.1804,-3.76836,64.7067,47.148,55.4097,46.9565,20.4778,44.8299
0,-37.648,-2.87116,58.4203,83.6734,63.3665,51.8751,44.56,46.1137
0,-46.5538,-3.32753,64.9386,70.3401,55.6532,37.1378,18.2163,13.2981
0,-48.8014,-2.78336,57.1291,59.9132,48.0207,52.0251,49.7472,44.8998
0,-38.73,-3.04738,62.1664,73.8585,60.9989,57.3451,56.3544,55.0876
0,-51.6232,-4.14942,72.245,54.0121,64.4971,43.5121,-21.7834,38.8959
0,-50.5642,-3.68087,66.7285,60.2403,71.3646,33.3321,-10.8668,26.4541
0,-54.4361,-4.44114,58.2164,44.1179,65.2433,32.3285,31.3984,25.6138
0,-38.5353,-2.41994,73.26,65.0154,57.2208,58.0302,55.7568,55.9267
0,-36.1545,-2.59695,68.1963,60.2592,68.7232,58.4439,54.2915,40.3003
0,-40.4385,-1.47381,75.9745,65.6703,58.3325,44.2402,42.8348,40.4431
0,-46.9122,-2.14592,53.0523,55.9627,63.4514,46.2819,43.2726,31.0102
0,-45.444,-7.05395,74.1986,54.5264,63.2397,57.3411,56.7883,6.44449
0,-45.9025,-4.86615,75.9214,48.7601,55.9525,58.6376,57.7761,54.7122
0,-32.4378,-3.86762,67.6393,80.5321,73.5071,55.5309,54.4895,49.0297
0,-36.4095,-4.50154,63.8621,88.5336,71.6504,47.5683,43.8267,30.3357
0,-35.7107,-5.15471,67.0805,93.1325,61.8404,52.232,49.0593,43.43
0,-50.0805,-4.59173,48.1213,69.5907,46.9713,49.8365,44.6287,36.4992
0,-44.6774,-4.1828,70.4262,71.2136,76.7713,29.0436,28.1478,20.5817
0,-42.6201,-2.51188,73.2259,68.1784,51.3324,47.8504,45.9989,46.3913
0,-46.6085,-3.9019,52.8511,53.0392,80.243,41.04,27.1995,37.5794
0,-38.8138,-3.20922,65.9543,75.2011,74.5312,42.0917,41.1983,40.6896
0,-47.7553,-2.31174,70.2027,46.6105,64.9058,38.439,36.5216,31.464
0,-45.5184,-4.48961,69.9523,57.5876,75.2199,48.0799,36.8999,-0.297834
0,-45.6999,-1.47979,60.6511,55.2851,55.5459,50.5475,47.4739,42.5348
0,-44.946,-5.40713,78.9724,79.794,66.4072,28.8454,27.4127,27.6863
0,-46.2539,-2.61536,71.7286,59.9307,63.8363,36.7275,3.85853,33.7889
0,-32.0948,-3.77244,75.975,64.9779,79.9285,57.7395,55.4195,55.1603
0,-46.143,-3.4853,62.0784,74.2468,57.4178,35.0899,28.7557,34.4733
0,-40.195,-1.4181,66.6122,74.0279,66.0259,38.913,36.4085,26.0197
0,-32.0863,-2.89625,76.0659,73.833,64.5159,55.9564,42.7292,47.0505
0,-39.716,-0.514147,63.7206,68.9295,66.4693,43.1723,38.207,41.1167
0,-44.7378,-3.74874,55.7432,56.3616,82.0008,44.5894,41.6099,28.4623
0,-47.7321,-2.216,63.1124,65.8697,66.8052,25.8873,21.1772,20.4941
0,-44.2019,-1.7485,70.7545,70.809,58.5351,33.4287,22.1981,30.0991
0,-43.3208,-4.57725,62.3096,83.3884,48.8858,51.5261,50.3501,47.8757
0,-52.3028,-5.76912,55.9735,48.7047,47.7211,59.4295,50.4531,45.9438
0,-38.3182,-1.49109,62.8249,69.2623,66.6474,48.8643,28.6418,43.1453
0,-39.3408,-3.50165,62.1686,74.7429,56.161,54.4954,51.7598,27.3657
0,-37.4629,-1.89989,69.9676,67.177,60.8172,52.054,49.928,33.6974
0,-40.6296,-1.46272,62.983,64.309,69.2927,45.4512,43.1838,44.3582
0,-56.008,-5.53122,59.8041,64.4737,55.0024,38.0762,11.1479,-14.8507
0,-34.8632,-1.26168,73.4727,74.1054,68.5259,46.4811,38.2958,42.5256
0,-38.5961,-1.94957,70.5982,80.0308,63.1695,40.6441,37.7922,30.8039
0,-41.2211,-1.64745,73.3864,61.898,69.2787,39.1614,37.6298,37.349
0,-43.6622,-1.50789,56.5871,71.4758,53.9553,47.482,42.8201,41.4906
0,-46.4182,-1.43826,63.3998,66.1573,57.8353,33.1572,31.4551,28.5948
0,-46.3898,-2.23169,50.6222,70.7543,57.9648,45.4847,43.3099,42.9973
0,-52.2522,-5.39896,45.7622,58.93,73.9773,41.3273,1.69008,36.0618
0,-39.3109,-4.2669,67.2904,63.4858,76.07,50.4624,49.7853,25.5857
0,-35.4775,-2.13551,66.0895,68.9124,69.502,55.095,48.5536,53.9323
0,-43.7519,-1.39195,74.321,65.4252,54.3917,36.7902,31.2559,31.7097
0,-41.039,-2.30503,68.235,68.1988,55.7768,52.0815,50.2218,50.9588
0,-45.6527,-1.36766,56.1661,53.0175,67.0513,44.1125,37.695,37.3915
0,-51.2104,-5.88405,78.4826,67.9592,51.0531,35.7258,-2.14591,14.7279
0,-48.2673,-6.01883,84.2324,79.395,60.382,24.7708,17.3468,17.5472
0,-38.8942,-1.40926,67.5425,71.0932,70.282,41.8303,40.5543,39.2396
0,-38.3138,-0.91245,65.3621,75.7606,65.4835,43.989,40.6713,41.3453
0,-38.8937,-1.38163,78.3854,61.2564,62.1189,45.4957,42.424,36.377
0,-41.9955,-2.83572,67.4013,52.8144,81.2295,41.3875,33.2378,33.645
0,-44.7463,-3.59808,68.7139,50.8286,81.3569,36.1857,26.2473,33.3703
0,-43.7145,-0.890826,57.6845,66.3148,63.55,41.1189,37.7777,39.2486
0,-46.4806,-1.55864,59.3301,62.1376,64.9523,34.0868,30.9573,32.5816
0,-48.6734,-3.16176,60.5263,47.8737,57.7053,50.7118,48.2602,32.8646
0,-67.4143,-10.422,44.688,35.4999,55.8753,34.6243,34.2178,29.4298
0,-39.0312,-4.46967,88.583,56.216,67.2586,47.6889,40.3224,46.235
0,-39.5171,-4.05739,63.4503,67.9368,74.4416,46.9751,45.6372,46.4945
0,-42.8042,-3.72762,67.0427,67.9656,84.2982,32.8748,25.1028,24.3887
0,-42.8718,-2.3411,64.7126,56.5858,70.4608,42.3875,35.5142,41.6481
0,-34.3323,-3.6109,76.3707,73.6983,67.9619,50.634,32.5686,30.929
0,-38.6035,-3.00177,75.1188,74.9198,62.0115,44.1816,42.4511,20.3874
0,-45.6475,-1.55885,68.6877,49.0562,67.3719,39.5014,36.5093,32.8582
0,-39.848,-4.50929,80.2134,48.9371,74.0359,54.0476,52.7173,46.89
0,-37.9609,-3.99412,64.6783,84.0853,70.4333,45.0577,42.9528,44.1868
0,-43.9131,-1.63597,64.612,69.077,53.4046,41.8442,25.8489,36.296
0,-47.7357,-2.40845,52.8918,67.0849,64.8328,32.872,24.2547,22.1088
0,-53.133,-4.04611,64.2205,39.4294,55.8714,50.8688,48.347,44.7018
0,-47.4158,-2.71269,47.2177,59.6659,62.0502,52.6805,48.46,46.3212
0,-46.2825,-1.65722,55.4169,57.5399,63.6912,41.3172,26.0235,38.0185
0,-39.996,-1.38849,72.1711,66.8368,57.7019,45.6114,29.0082,41.648
0,-43.769,-4.41184,67.9651,88.657,56.4211,37.4754,34.2615,35.8972
0,-43.743,-1.00036,68.0877,59.9358,56.693,41.0633,28.6546,36.7582
0,-40.1137,-1.39898,66.1495,70.7099,67.7418,40.8627,38.092,39.6774
0,-38.7314,-1.11986,74.212,58.6214,69.284,43.8966,36.9631,34.8125
0,-47.7687,-2.12116,69.0931,63.6152,51.6677,32.113,23.5407,26.5873
0,-50.1226,-2.31573,54.3242,54.1254,61.3444,35.9972,31.8279,22.7266
0,-44.1222,-1.3223,67.5459,55.688,69.6595,35.7105,27.4626,32.9397
0,-41.5308,-4.20506,68.4616,54.3647,58.8587,66.9156,60.7137,63.645
0,-45.2824,-5.55897,78.9487,65.3959,71.6529,45.3512,25.138,-5.84978
0,-49.1897,-1.8483,65.1195,49.5369,59.5638,36.1877,31.2689,33.9249
0,-41.1109,-2.32418,69.7916,71.717,53.656,47.6678,46.7804,42.7733
0,-44.2841,-1.77183,73.5407,53.5524,53.9674,47.6785,40.8157,44.0745
0,-50.6992,-4.48823,61.7336,68.3301,72.6189,27.2491,10.1035,6.29226
0,-47.4188,-1.39441,59.3512,62.775,52.9246,41.618,39.3694,39.0868
0,-49.2422,-2.24142,65.0562,53.1817,58.5067,33.7633,31.6151,21.0164
0,-46.8635,-2.67657,60.9625,73.8997,54.8022,33.3149,31.5293,21.9182
0,-39.1977,-1.60011,71.9286,63.8222,72.2782,40.835,24.0249,37.4722
0,-51.5629,-2.68769,57.363,53.1875,51.0184,41.4512,39.6915,32.5725
0,-43.5258,-1.65167,71.6052,56.4257,53.7575,46.7601,35.0591,42.5245
0,-43.341,-1.84494,72.4554,73.1267,63.4273,31.0154,27.7607,25.7603
0,-43.0094,-1.20127,72.1867,58.7376,69.092,34.4429,28.2859,29.8508
0,-44.877,-1.70924,60.4406,64.6292,53.5803,49.798,46.6644,48.2887
0,-47.5312,-2.14614,60.2938,59.4436,51.889,44.6689,32.3825,42.9648
0,-32.4699,-5.51879,63.9214,83.2903,73.7682,61.7516,59.7035,60.3301
0,-49.3935,-3.80329,75.3499,53.0073,53.6106,36.7134,33.9479,35.8978
0,-42.4315,-0.933347,70.0468,55.31,62.7736,45.0371,39.8189,43.1346
0,-48.8874,-5.29151,76.6023,55.1012,46.7478,40.5097,17.3307,22.3377
0,-51.0727,-3.63267,58.3705,64.6363,68.055,32.0519,30.1199,-0.563213
0,-46.272,-5.6567,51.5031,62.075,54.964,63.7387,61.0027,41.2331
0,-54.919,-3.84925,50.4022,55.8823,58.3373,26.6723,22.2409,21.8525
0,-39.9671,-4.13226,63.287,66.4435,68.6941,50.7274,50.4512,47.9922
0,-43.716,-5.28188,69.343,61.0086,84.1874,41.6504,22.9541,14.008
0,-41.2623,-1.82856,59.935,72.2654,57.2457,50.7055,49.4216,45.1152
0,-37.3901,-2.3419,77.1378,64.2435,72.8037,43.6326,23.7083,38.6508
0,-39.0801,-1.41837,63.1366,76.5497,69.9048,41.053,34.9769,38.813
0,-38.4471,-6.91633,52.2943,72.156,86.5718,57.8512,55.7445,56.6727
0,-41.1089,-0.668457,71.7079,61.7154,61.7086,42.6369,37.9182,40.6921
0,-41.0303,-2.28528,70.7121,56.4084,56.3683,55.8194,52.4871,43.3253
0,-50.6532,-4.59763,76.0957,57.0686,73.4141,34.0918,31.4103,-5.32613
0,-45.9083,-0.982728,62.0358,55.6905,63.5786,36.5442,30.6545,28.7095
0,-44.0937,-1.64562,75.9348,58.1083,54.3901,39.9943,34.8208,32.3202
0,-36.1381,-2.45532,77.2519,66.4636,59.9715,53.2508,34.9558,48.8367
0,-43.5791,-3.26572,79.0686,61.5344,48.4166,45.3251,41.7783,31.6161
0,-47.9729,-2.22548,58.1428,57.9928,51.0529,53.4111,50.0546,50.3621
0,-36.0652,-1.05833,72.9001,69.6468,60.553,50.1218,42.941,42.5192
0,-44.4901,-1.6691,59.556,57.4601,64.3717,43.6606,32.7443,42.4014
0,-41.6044,-3.35429,63.8375,76.7481,75.6547,35.3731,34.5035,30.5368
0,-46.695,-1.57642,66.497,54.1444,55.2367,45.6017,44.0698,42.5262
0,-44.4693,-4.14849,53.3681,51.9161,72.5961,59.9942,52.4059,57.7046
0,-43.7371,-3.01445,52.8318,73.3603,73.7937,39.3138,23.2043,32.5579
0,-36.3827,-4.69399,66.1984,59.0302,79.561,62.2927,59.9214,60.9437
0,-48.2675,-4.39861,61.2414,51.443,65.3779,41.2773,14.2737,40.6107
0,-53.1693,-4.43816,52.5096,69.4944,56.1679,44.0148,-3.99775,34.9775
0,-40.5211,-1.50238,70.9045,59.5604,67.3674,44.7334,41.2869,43.7034
0,-40.174,-0.648467,63.6788,60.2189,71.4821,44.5805,41.3299,36.5406
0,-55.9434,-5.22953,64.5113,33.3358,66.2201,37.2884,32.6618,33.5933
0,-43.711,-3.3166,61.3927,76.0972,70.9355,33.4041,32.6369,27.0898
0,-49.0252,-3.16007,66.3528,60.8943,47.2525,37.2729,34.0626,17.9283
0,-38.5411,-2.36621,71.1008,59.1402,70.3657,47.6983,22.0221,38.2012
0,-44.6479,-2.3653,74.0312,54.5246,52.4174,46.6074,43.6525,34.0242
0,-45.7616,-1.82888,71.5816,61.2443,49.0373,42.093,39.6783,36.246
0,-42.3906,-4.76966,80.0291,65.8806,49.2926,47.8838,43.5093,14.0285
0,-38.055,-1.41177,69.1478,76.5307,66.7612,42.2092,40.531,38.717
0,-40.4842,-1.2447,66.3616,70.3855,54.5367,46.5717,37.1561,38.4324
0,-32.5665,-1.93734,73.4175,65.867,71.2719,55.5192,46.8304,47.8098
0,-37.5686,-1.29547,61.9315,64.3123,76.5759,47.6195,40.0958,41.7329
0,-43.5929,-4.3774,86.9921,73.6605,62.0438,31.2649,27.5713,25.1706
0,-47.853,-2.96909,62.4314,54.1034,66.6679,34.0045,22.0173,33.0555
0,-38.8633,-1.00027,58.4258,70.7355,68.1678,48.5746,46.1551,42.3432
0,-38.2429,-2.68786,77.9164,55.8658,63.4042,57.1724,52.4665,55.0218
0,-39.4831,-4.03081,75.8665,64.6641,61.262,50.669,48.341,50.2421
0,-42.9971,-1.31064,67.9584,71.9097,56.6011,38.2236,36.503,34.3597
0,-40.2539,-4.81027,71.9842,72.7395,86.7297,36.3204,26.3373,25.9097
0,-46.268,-2.61459,69.1217,65.2099,70.6363,27.1095,20.1003,16.8881
0,-42.3656,-2.48878,63.9526,58.3722,64.8667,49.2925,48.754,42.2513
0,-35.6207,-1.09802,65.5675,74.4978,64.5935,51.9889,48.6823,45.3883
0,-40.1575,-4.92108,75.1565,48.1313,78.0359,56.7935,55.6187,52.1064
0,-42.2205,-0.625336,64.8615,57.7877,63.4685,47.1007,45.281,42.6449
0,-39.104,-3.27111,69.3677,49.7462,76.4175,54.6719,44.0803,51.6969
0,-39.684,-3.55692,58.2733,62.653,79.7998,52.5207,49.5793,32.0723
0,-46.7248,-3.17989,60.807,55.7583,60.3512,49.9431,47.0482,12.3998
0,-49.1176,-2.44853,65.6425,50.9139,66.0752,29.7841,20.7415,25.1846
0,-43.2383,-2.61722,64.3841,63.6437,57.0584,48.5514,46.6082,17.907
0,-34.3487,-2.68362,66.6438,82.2745,62.9569,55.4781,52.4517,49.9161
0,-39.7398,-2.23573,76.1373,63.3555,57.9866,48.3568,28.1931,45.6701
0,-44.5931,-2.95681,71.5598,58.5461,49.884,49.6304,48.2981,37.226
0,-38.6905,-2.72432,60.9573,82.9434,72.3199,41.9855,33.5895,34.936
0,-45.3179,-2.13664,59.3921,64.8204,57.7693,44.6433,42.5059,43.789
0,-45.7754,-1.6428,65.1332,48.2027,66.7547,45.5438,42.6214,43.1353
0,-51.4678,-5.83898,37.0086,69.3056,63.9695,49.1306,38.6926,46.8235
0,-37.8137,-1.41001,71.2141,59.5078,73.0279,49.0253,47.3779,45.1142
0,-49.4084,-5.88083,64.5656,74.2254,60.3436,27.8442,16.1415,27.4627
0,-52.2754,-4.0963,51.5877,66.6351,67.4048,32.5025,28.3893,0.47894
0,-48.0912,-3.18234,54.927,53.7607,73.5288,36.0087,22.4716,34.156
0,-51.1242,-3.46706,56.138,66.6225,56.8007,34.3372,5.48649,23.9349
0,-44.4236,-1.80716,66.2524,61.5185,62.1352,37.8247,36.8389,25.798
0,-46.1781,-1.69198,62.3411,66.8205,59.0067,33.6071,32.3386,27.4716
0,-43.8713,-1.50868,69.6125,66.0993,63.7622,32.9321,19.8386,26.6246
0,-43.0156,-1.60766,68.4028,59.2425,59.9703,43.8658,21.5857,41.1038
0,-55.142,-6.91806,76.1284,65.9318,43.6881,23.5317,22.5477,17.7875
0,-49.8414,-1.92745,61.2887,51.0804,52.1943,42.4948,35.72,38.4073
0,-39.5413,-3.57514,64.4229,73.2546,75.1549,45.2985,28.5625,19.8015
0,-36.9839,-0.875357,73.5518,65.1195,68.9934,44.793,35.3111,41.4974
0,-37.5222,-5.48375,77.7357,56.8004,61.546,63.6429,48.0067,62.5463
0,-41.8909,-2.66286,70.8267,54.308,57.6114,52.9253,48.0905,31.5815
0,-45.1718,-9.12281,59.0191,44.3682,68.2903,71.4801,39.5576,68.1395
0,-38.0153,-1.3711,64.9914,77.6184,61.4982,46.266,43.3459,37.0047
0,-38.4953,-3.18797,81.4935,63.3912,76.0982,40.8017,36.582,26.2587
0,-45.3172,-0.88262,56.1391,57.4241,62.4249,44.8389,41.388,38.2452
0,-39.0078,-1.3902,66.9096,71.832,75.7235,37.9778,33.3449,33.2252
0,-45.2862,-2.78319,77.7434,64.2471,59.561,32.8641,31.4718,30.9347
0,-33.2616,-8.02473,83.2424,84.1747,73.3147,50.4961,39.0055,50.0564
0,-45.0681,-2.12559,53.257,70.6205,61.3185,42.6128,41.5537,38.3989
0,-57.8475,-6.91929,48.4202,65.735,43.2,39.0525,38.4053,37.6174
0,-48.4805,-2.33839,68.4778,64.2842,48.4625,33.8612,31.34,27.9481
0,-44.9274,-3.99896,48.3384,62.696,62.3536,59.7224,46.4667,55.6896
0,-43.4938,-2.08954,74.6056,55.121,70.4365,37.0726,35.6693,31.2089
0,-41.0503,-3.26363,58.3382,79.4546,56.1703,55.0374,52.4693,53.1998
0,-42.2305,-0.647942,57.561,65.1995,62.3167,44.9417,36.2656,39.5899
0,-37.5834,-4.90623,70.3347,56.9114,85.4425,53.0045,52.0537,45.621
0,-39.1295,-1.02826,62.3568,75.2012,61.708,45.0244,37.4235,37.404
0,-45.6643,-2.42134,65.1252,64.1072,60.0621,36.8402,23.2407,13.0522
0,-52.069,-4.46091,71.5534,49.4514,54.5231,38.8685,-2.40469,36.0836
0,-36.5775,-1.6552,65.8282,78.4748,61.1576,51.657,49.1279,46.9581
0,-41.6427,-1.09157,65.901,64.7659,67.951,38.6157,24.6968,36.1748
0,-45.1204,-4.27805,72.0241,40.6592,72.0679,47.2198,33.0787,40.224
0,-46.2044,-4.01784,67.2529,78.5684,69.7751,29.4224,17.6954,12.4052
0,-41.7346,-4.19972,71.7424,76.3199,68.9614,38.3983,37.6249,13.9875
0,-58.6697,-6.7266,56.2281,39.5439,46.9886,44.0332,21.3381,37.0269
0,-36.8593,-2.15279,73.1583,65.9153,67.409,47.5942,26.9074,35.2096
0,-53.0101,-4.1425,71.9685,40.342,55.9568,42.2813,40.7042,39.3527
0,-48.5335,-3.35096,68.4497,58.4112,47.549,40.4124,38.6075,21.3235
0,-48.0271,-4.73038,70.9877,48.9855,52.8369,50.6022,9.20679,45.0611
0,-49.0618,-2.00675,61.9615,62.4111,56.0146,29.807,20.7099,25.2836
0,-44.8945,-2.20327,61.2419,61.8994,72.1992,35.1139,33.0664,33.9025
0,-56.6013,-5.86767,61.534,50.3213,44.5236,35.3773,34.2418,14.5322
0,-49.8073,-3.50222,59.0962,58.4502,74.7748,35.9292,32.2335,3.99274
0,-39.0372,-2.8957,61.9746,63.9865,75.7161,49.6832,46.7892,48.9467
0,-54.7605,-6.23752,40.2441,66.4172,56.5765,41.2018,32.2745,40.4715
