# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = trueskills_model
# start_datetime = 2023-01-12 09:11:41 UTC
# method = variational
#   variational
#     algorithm = meanfield (Default)
#       meanfield
#     iter = 10000 (Default)
#     grad_samples = 1 (Default)
#     elbo_samples = 100 (Default)
#     eta = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       iter = 50 (Default)
#     tol_rel_obj = 0.01 (Default)
#     eval_elbo = 100 (Default)
#     output_samples = 1000 (Default)
# id = 1 (Default)
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 2892587329 (Default)
# output
#   file = examples\trueskills\trueskillsvar.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,log_p__,log_g__,skillA,skillB,skillC,perfA,perfB,perfC
# Stepsize adaptation complete.
# eta = 1
0,-36.8115,-1.39334,63.4899,70.1018,65.2189,55.0301,49.8655,53.0715
0,-39.8684,-1.25774,75.8353,59.5115,58.0845,49.2147,45.9231,42.4095
0,-43.3117,-1.66469,58.5655,62.0245,69.9183,40.6783,25.3615,38.6843
0,-45.8041,-2.49425,53.5726,72.3048,60.9509,40.6266,20.6718,33.8394
0,-49.8791,-3.57245,58.2878,46.2863,59.8257,56.5464,54.9417,50.8411
0,-40.9637,-2.93502,71.4507,48.7205,73.799,53.8209,51.8214,48.3987
0,-41.5264,-1.56915,63.9701,78.3421,57.2932,41.0501,38.3801,34.7926
0,-37.0588,-0.668027,69.2441,70.4,67.518,44.7324,35.6291,41.411
0,-42.553,-1.99299,65.8751,58.8292,54.7376,55.7289,53.5256,46.9822
0,-34.9019,-1.61512,71.9717,67.2204,65.8842,56.6523,53.7577,54.1103
0,-43.1325,-7.98974,80.3775,86.9706,46.8308,48.4077,36.6052,47.6185
0,-45.2304,-7.24245,81.1426,85.4709,55.7491,36.9275,35.5692,3.83989
0,-44.7653,-1.66177,50.8906,65.4353,65.6431,45.6363,41.6608,43.5473
0,-38.829,-1.67141,70.6729,57.542,73.5483,46.563,42.0429,32.0303
0,-40.1603,-1.18377,70.0155,72.0632,62.4605,39.07,35.4163,26.3529
0,-43.172,-2.66116,65.6747,52.2596,57.3906,52.7938,37.2067,41.4481
0,-41.6475,-1.37871,59.0855,70.9747,57.6438,50.7766,46.942,48.7215
0,-38.7146,-2.26639,80.4371,61.4621,66.265,46.2806,44.5457,44.4697
0,-44.4116,-1.21287,53.0828,67.851,62.0337,44.1829,41.7576,40.2294
0,-45.7714,-3.67523,62.785,70.4037,62.9093,34.569,34.0184,33.3368
0,-44.9244,-1.71884,59.7981,70.8277,57.5279,38.9514,37.8339,34.9734
0,-38.2812,-3.13533,58.1745,79.7986,77.0627,45.3101,43.4859,42.4967
0,-46.7458,-2.15795,64.4662,55.8246,64.5218,35.9113,35.0889,28.8483
0,-40.3624,-1.52589,69.5307,68.0298,54.5671,52.0727,49.6626,49.7196
0,-39.3217,-0.869188,67.5214,61.198,73.361,43.5675,41.3962,37.4391
0,-45.8532,-2.09096,52.4055,72.2653,60.762,38.1462,34.5292,27.2615
0,-45.5352,-2.73792,53.2096,55.288,63.5714,55.5729,52.8089,44.0617
0,-50.5088,-7.11899,87.3249,44.4095,67.3266,33.5556,29.4955,32.7314
0,-48.3398,-3.21409,55.9188,67.8496,46.6702,50.4808,42.3832,48.4016
0,-49.5475,-6.77933,68.5415,38.7927,55.7028,62.3292,48.3904,53.7132
0,-34.3404,-2.79154,62.9736,69.8341,77.2481,56.141,54.1967,47.0268
0,-49.8198,-2.10822,56.9702,52.9964,60.7655,34.8078,29.3011,23.7755
0,-48.4107,-2.99965,64.1777,57.3163,51.2574,44.8498,15.7463,42.0562
0,-41.1077,-2.63433,58.5812,74.1305,78.1307,38.5717,36.4849,30.6094
0,-50.8102,-2.88549,70.7409,57.1578,51.6861,28.5066,24.9469,23.2256
0,-37.7862,-3.47703,83.4227,71.1672,71.3421,40.5575,39.3807,37.5585
0,-47.3052,-1.87625,65.1539,59.5027,48.9472,40.9101,31.0973,34.8585
0,-47.8088,-2.30749,68.5397,55.1403,69.3768,28.1812,23.9311,25.0625
0,-32.5813,-4.8346,77.6945,75.9349,71.9269,55.3533,31.1527,53.8739
0,-36.993,-5.28127,61.7306,59.1917,88.8903,56.6127,51.5036,47.1723
0,-45.966,-1.74368,68.283,66.8305,56.6793,33.3071,31.7345,30.551
0,-45.1197,-2.06573,65.6585,71.7363,58.3829,33.986,24.9056,32.5596
0,-38.1016,-1.17185,68.0678,67.5827,70.3696,44.2073,41.9831,30.7239
0,-40.283,-2.48908,76.7908,55.3342,61.9809,53.8856,52.5703,49.8551
0,-36.1196,-0.794939,63.836,73.0681,67.0119,50.6303,46.6519,45.6615
0,-37.8205,-1.37832,66.4357,64.0281,71.8662,49.9419,48.1927,48.0243
0,-42.5544,-3.17946,72.9288,58.5194,56.441,54.0491,51.6424,53.2408
0,-51.4218,-4.49148,69.256,64.4738,52.1714,43.3946,-5.11257,42.1919
0,-36.04,-2.24648,75.5467,72.8848,77.4745,40.991,35.6799,34.5508
0,-38.2363,-1.74181,56.3144,71.9271,65.4889,54.5023,49.6326,46.565
0,-41.5376,-1.8576,72.0001,73.5303,56.5986,38.4961,28.4407,28.7718
0,-36.7747,-1.69213,63.5392,71.4764,67.8355,52.5743,48.1426,51.2829
0,-32.594,-3.43805,85.5437,67.0922,71.3577,52.5573,46.0052,49.5707
0,-51.522,-7.19651,51.9652,42.449,75.6275,63.2799,61.2757,60.6519
0,-46.5054,-2.95767,51.8347,56.6823,77.6997,40.9332,38.3967,32.4094
0,-41.106,-3.21836,73.3121,78.2369,62.048,44.0382,14.7183,41.2561
0,-46.7736,-3.03806,60.5753,64.385,68.6512,31.4996,30.8358,24.0724
0,-36.0067,-1.48239,73.3292,58.6837,68.9513,54.1633,46.677,50.3235
0,-46.6724,-3.14251,63.8026,52.373,63.6392,45.2957,44.3196,22.0755
0,-47.2535,-5.30813,69.5174,45.0478,59.13,61.2348,60.2627,52.332
0,-42.2206,-1.48813,58.9272,66.5783,60.8701,50.7798,49.2023,48.7911
0,-40.1987,-1.68303,76.5642,74.2681,57.9747,38.9804,34.5051,33.2362
0,-38.408,-3.60644,67.7905,80.0054,58.4244,48.3693,47.3501,30.5727
0,-40.6379,-1.35593,77.4482,66.1583,55.61,42.6153,38.3228,36.6087
0,-47.1533,-1.44346,56.4177,56.1883,63.4174,37.6086,27.0589,32.7057
0,-40.6119,-2.27232,52.8278,71.1584,76.9513,45.1079,40.4912,40.6249
0,-44.3922,-2.67626,63.219,69.2321,77.2466,30.047,22.4455,26.82
0,-43.7365,-3.02446,80.0597,54.4739,61.6559,39.185,30.9351,21.9667
0,-40.6729,-1.19171,64.1964,65.8373,69.573,41.3093,36.2914,24.011
0,-38.6183,-1.35933,63.1519,72.5437,75.6034,40.4969,35.2909,34.4542
0,-47.7942,-1.32522,62.8084,53.2632,55.3393,42.0199,39.4542,35.444
0,-34.9599,-1.80789,74.5132,69.4203,63.3282,55.4353,53.3413,52.2813
0,-45.8947,-2.30339,71.9192,71.1652,54.5709,30.7069,26.0541,23.209
0,-53.7626,-3.79937,51.5701,48.6843,65.9892,31.8879,26.5893,30.0493
0,-46.0515,-2.25692,52.9852,69.827,56.2808,44.8691,32.5146,42.6582
0,-37.1606,-3.78071,78.1369,68.7923,75.1003,45.7088,44.3116,22.9361
0,-44.4895,-1.98353,72.028,70.8645,59.3101,31.9374,30.2629,27.8316
0,-38.6375,-1.11915,61.4327,75.0154,62.7524,46.4764,38.8514,38.0648
0,-51.0307,-2.61317,64.5894,51.3052,55.5944,33.0026,31.0771,23.7358
0,-46.1391,-2.34136,59.8853,71.0823,50.3044,45.1249,43.6379,42.7374
0,-44.3853,-1.01755,63.7763,60.8371,55.3435,47.137,43.7531,45.2564
0,-41.1821,-2.89118,62.883,70.6041,78.0851,38.605,24.9611,24.7045
0,-50.4539,-2.69073,53.2526,55.4407,57.8806,41.2032,36.1417,40.1597
0,-39.351,-1.3863,77.1301,67.8288,62.3363,40.5844,29.402,36.5856
0,-45.1558,-1.45516,67.7873,56.4635,66.906,35.3956,32.3413,33.7841
0,-46.315,-5.7805,86.8537,55.7433,60.0083,36.4176,30.2011,35.8358
0,-48.4854,-3.09371,65.9973,52.8868,52.6232,45.7991,45.0909,38.4408
0,-42.3757,-0.590003,67.8446,60.5442,55.8258,45.781,39.3775,40.8225
0,-43.238,-1.49036,71.8987,59.2317,69.9347,35.1208,33.4108,31.1433
0,-38.0277,-4.19022,65.251,77.5204,59.7543,53.4321,52.983,45.3363
0,-41.4365,-1.49908,71.6957,64.1989,51.2198,50.0135,44.9712,44.0662
0,-37.192,-3.06377,81.1386,77.1051,61.6889,44.988,42.6325,43.2842
0,-47.2476,-1.81816,61.3649,55.2728,61.5673,36.7683,18.3619,32.1314
0,-36.602,-7.14695,83.7559,75.6425,65.9191,57.1929,50.1162,2.62171
0,-43.5836,-1.02925,67.4673,58.3552,66.092,36.0774,27.7786,27.2489
0,-48.5847,-2.49725,63.9773,61.3065,65.996,26.65,20.5635,15.1367
0,-45.5134,-2.06309,64.3324,66.6332,71.6325,28.6822,24.8327,26.0944
0,-48.3403,-3.36252,57.744,53.5364,66.7232,37.3332,28.2098,36.6536
0,-50.2306,-4.07053,55.6691,63.2921,63.748,33.748,9.79314,32.918
0,-43.2469,-3.45985,83.393,55.5434,51.4874,49.3612,44.0329,44.2074
0,-37.8722,-3.58184,73.2153,60.9129,58.2272,55.1234,37.054,33.6163
0,-43.9827,-2.31799,56.8896,58.6873,77.0816,42.0323,40.3733,39.6869
0,-48.0363,-1.87038,54.8643,59.1375,65.1461,36.4278,34.5641,34.4374
0,-54.6797,-4.55192,55.185,59.7404,48.6463,34.1276,33.2396,32.5805
0,-42.9092,-1.73349,54.6053,76.1227,66.8169,39.1286,35.8618,33.8958
0,-38.3005,-1.22252,58.6968,74.9227,67.882,48.3633,43.7923,45.4621
0,-51.6666,-4.9393,62.4673,73.4125,56.4092,23.9617,22.7976,22.5561
0,-41.4474,-5.97109,55.9808,52.394,80.2182,60.2818,42.9327,58.6395
0,-39.0715,-1.62484,65.7584,64.1296,74.9399,44.4874,41.992,29.2882
0,-45.3534,-3.20545,70.7533,50.9401,75.8249,37.5609,36.4993,34.7891
0,-33.4328,-4.12618,81.0432,56.5036,75.6905,58.2489,51.6091,50.4126
0,-38.7917,-0.603414,71.2456,59.1671,67.1045,45.4986,37.0728,40.1583
0,-43.1897,-1.2675,66.194,69.1218,64.712,33.5247,24.8381,24.8837
0,-41.4748,-3.89961,81.7912,58.4861,69.4925,42.9747,8.52808,38.6099
0,-36.1808,-1.68721,73.7697,62.121,65.8418,54.9118,49.2133,53.1007
0,-41.0454,-1.47549,54.076,65.1676,65.5016,52.5212,47.0475,44.6392
0,-35.1443,-2.4528,77.922,73.2235,60.6068,53.7945,51.4639,51.4072
0,-41.9984,-2.57938,64.4836,61.5671,82.5567,36.7262,30.4841,30.2589
0,-38.7685,-1.50729,63.7436,68.8037,78.6267,40.958,36.9214,37.1137
0,-34.3167,-2.7469,75.0069,68.1429,67.1882,54.2439,52.1019,34.179
0,-40.7282,-5.2118,66.8437,83.5484,78.9474,41.2399,38.8405,13.9038
0,-71.1801,-10.1287,59.2387,50.7832,79.7886,28.9875,-53.5367,28.3784
0,-48.0742,-1.35595,65.3649,51.897,57.9495,38.2015,34.3286,35.5807
0,-41.5873,-0.998056,69.0547,55.9765,72.1387,40.9936,38.1377,34.8559
0,-43.5194,-5.0746,55.3425,80.741,51.9671,58.2121,49.0584,56.6111
0,-39.2391,-2.28949,70.607,72.6177,77.3893,36.6683,32.6803,34.6199
0,-43.2036,-0.477769,57.1217,64.922,61.7465,43.9845,39.4769,40.0721
0,-40.221,-5.85689,71.3169,61.6144,56.8688,63.6351,27.7378,62.3203
0,-49.9257,-10.042,88.2366,35.9677,80.2826,39.7092,23.8686,29.1898
0,-44.3218,-3.17502,66.1564,47.503,80.3713,44.167,41.0667,41.1109
0,-46.4006,-1.89477,73.2327,57.2994,55.1859,36.1704,34.2239,28.4548
0,-37.487,-2.94088,67.3508,75.0368,73.9837,43.6019,42.9445,37.6879
0,-50.4871,-3.45413,61.267,49.9498,47.956,53.2496,47.7844,45.0759
0,-51.2231,-5.91261,73.3577,70.6539,68.0588,19.0126,18.1504,13.954
0,-37.3576,-1.91894,73.9361,76.1675,61.5863,46.1197,42.454,44.6481
0,-44.1847,-3.51143,59.1234,58.8249,66.3362,47.8155,19.2215,24.607
0,-44.454,-2.37907,63.283,57.1902,70.5023,39.125,24.7524,20.1912
0,-41.4551,-2.34749,72.3556,69.8585,48.4198,50.9112,47.9662,44.9171
0,-43.7629,-3.0966,73.126,54.0239,63.6466,41.6652,20.1115,22.9994
0,-43.7867,-2.52342,79.8414,62.4535,60.9389,34.6923,33.1454,26.6028
0,-44.6042,-3.80353,69.4417,73.8456,68.5619,30.1646,29.5243,27.6073
0,-47.324,-1.98036,55.3757,51.0944,68.5754,44.571,42.5771,38.0131
0,-44.5745,-3.92197,54.5833,68.8424,81.5838,38.1731,32.0321,20.7258
0,-46.4537,-3.35583,61.9695,71.689,63.4012,39.8759,27.8988,0.541709
0,-46.3186,-4.27152,82.9991,50.2014,61.0234,36.462,20.0424,27.705
0,-54.8171,-4.52842,49.7334,58.1128,62.7616,28.5699,5.08859,24.4331
0,-39.632,-1.97268,66.9618,62.0462,69.8886,48.4942,45.7937,23.6317
0,-51.1854,-2.8855,61.573,47.013,53.0484,49.2568,44.4299,47.3337
0,-44.3638,-2.82558,67.5067,77.4486,49.2302,41.8816,31.2141,39.287
0,-41.7125,-1.47731,56.3824,73.0601,64.7338,42.2385,36.0358,30.5006
0,-38.395,-2.22252,63.7742,71.2581,56.3776,56.8507,44.3771,51.9501
0,-46.5359,-2.44956,76.5163,62.5317,60.241,29.4599,27.0615,26.619
0,-32.9699,-3.37193,73.8248,83.9758,67.6198,52.3598,50.324,49.3617
0,-55.8187,-4.52824,53.2172,44.9175,60.0619,37.1018,34.6475,36.0961
0,-44.9055,-2.58714,61.8213,80.3623,58.4446,34.6462,32.6728,31.6316
0,-36.0938,-1.19016,66.0415,62.7328,73.4396,53.6502,49.9782,49.8961
0,-38.8447,-3.77043,84.5547,75.8242,63.1183,39.148,31.2652,26.3673
0,-36.1046,-2.08165,62.5433,75.7416,70.0659,49.1012,39.6886,35.1516
0,-58.5902,-7.68894,51.5672,49.3199,54.0531,44.8964,-0.523815,7.94807
0,-40.4366,-0.583026,59.1197,68.7974,64.5022,45.0518,36.537,40.42
0,-38.5892,-0.341068,71.8651,64.2121,63.9833,45.5431,41.4582,42.501
0,-43.1206,-1.12334,70.8313,53.1928,66.8013,41.6116,37.1963,39.4
0,-40.9214,-2.4022,81.4087,64.5069,63.4601,37.8473,33.0424,24.0622
0,-38.0046,-3.30838,79.6369,61.5995,73.3404,45.9325,45.1053,43.6719
0,-38.0587,-3.2801,73.2745,74.3715,69.5392,48.7088,13.9572,45.4832
0,-50.14,-4.52292,52.9576,61.1409,56.4307,43.6596,41.2554,43.2565
0,-42.5317,-1.12477,56.4685,65.4401,60.3233,47.1542,36.2552,40.3865
0,-51.9158,-6.60577,72.3226,86.5702,48.7999,30.865,10.7701,28.1323
0,-45.0716,-3.75012,76.2446,70.9544,70.9092,30.8807,8.48457,28.4522
0,-47.0698,-3.63548,51.1001,69.9391,53.9093,48.8501,26.2269,40.7012
0,-46.596,-4.16807,50.2721,62.3557,79.7248,40.1797,38.9245,28.8361
0,-39.3699,-3.07937,70.2161,75.7563,79.5739,36.0023,29.9738,33.931
0,-53.9359,-5.60964,68.2206,54.1448,38.8489,52.6143,51.3956,48.4195
0,-55.528,-5.08868,48.9383,66.0706,50.901,29.7243,19.2938,28.3278
0,-43.4003,-4.38849,56.8291,66.2735,51.5161,62.7404,49.9045,54.958
0,-40.746,-0.871407,60.794,74.5298,60.0792,43.5025,39.346,37.0142
0,-40.4279,-1.37381,67.7905,62.3407,71.0455,40.97,22.2661,36.746
0,-35.8651,-3.30351,76.4312,73.2977,60.3506,53.9536,32.4607,51.7047
0,-43.887,-0.814045,59.6064,63.5646,57.053,46.3814,40.4428,44.0468
0,-45.995,-2.05112,57.1946,64.1225,63.5045,37.4391,36.3966,26.3934
0,-39.8278,-4.38859,56.9456,60.5383,71.8464,66.6431,64.0074,63.4583
0,-37.0902,-1.63569,75.5591,60.2059,71.8683,45.4116,33.1002,38.7877
0,-42.6187,-1.45621,72.17,59.4918,68.2293,36.3194,29.8276,34.6825
0,-45.316,-2.16927,63.1968,70.5742,68.9012,29.4445,24.9239,27.6018
0,-49.063,-6.85837,46.416,52.6576,79.8533,54.3386,53.6002,44.6948
0,-48.3048,-3.74683,60.7339,73.4544,67.8586,27.181,25.6319,11.9922
0,-44.6818,-4.12572,67.238,47.239,82.763,42.7889,37.3344,30.8065
0,-34.7892,-1.95725,66.5726,63.3673,72.2155,58.8728,55.6004,52.4274
0,-54.9305,-5.43692,57.6266,49.7399,46.7872,61.1366,58.8919,58.2047
0,-45.2401,-1.3359,70.9817,59.2754,59.4197,34.1882,30.325,24.5042
0,-38.6528,-1.96343,67.0111,77.1839,69.7931,41.2653,39.3504,39.558
0,-49.5888,-5.10794,45.8344,56.6947,74.8376,48.8876,45.9241,23.4127
0,-40.6512,-0.747981,68.8564,61.8044,70.905,38.7006,34.0748,30.3768
0,-43.1071,-2.14889,62.974,78.1593,65.0075,35.3801,21.7871,30.3814
0,-45.481,-2.66009,64.0861,58.842,50.5867,51.7573,50.188,39.0826
0,-46.9421,-2.21558,66.6928,47.7552,67.048,37.076,27.9058,28.3047
0,-39.2526,-3.31045,79.7084,73.5845,50.1157,51.7204,48.2128,48.3809
0,-47.3733,-5.4518,62.2551,62.6151,62.094,42.8949,42.5957,9.68094
0,-44.8886,-2.01339,62.5889,54.7416,58.5724,50.1573,48.7482,38.0624
0,-36.0434,-3.09807,70.2128,63.3678,64.9569,61.9816,55.6315,60.6795
0,-56.4461,-5.88347,61.3062,43.3894,45.6359,40.7396,17.0971,32.8862
0,-36.5887,-1.07117,66.0059,64.5409,76.0864,47.1765,41.1013,40.6764
0,-43.7535,-1.81069,73.2956,49.7834,67.3387,40.9974,32.9593,38.1053
0,-35.9749,-2.33989,71.877,64.4853,78.5579,48.5235,47.1078,45.5647
0,-39.0787,-0.757837,65.967,70.0483,64.0916,42.7538,33.6021,32.9055
0,-47.4784,-1.5184,69.6628,53.4265,53.2804,39.2895,35.0319,34.511
0,-48.3664,-4.02823,51.0273,55.1618,68.9579,42.9097,25.1494,41.9774
0,-38.2036,-1.95767,70.2341,63.6817,57.9977,54.8814,38.0245,50.513
0,-28.602,-4.6933,76.0141,71.1048,81.298,61.3711,57.1604,56.5229
0,-35.2568,-0.929451,64.7476,69.2085,70.6096,52.4762,48.6799,46.4499
0,-55.7725,-4.6918,64.35,65.0133,54.651,41.8949,39.9855,-27.0599
0,-58.023,-6.1929,47.6573,64.8532,42.4028,36.7609,27.2121,35.48
0,-48.7492,-4.7059,63.8064,74.0524,39.7878,42.1107,37.4006,28.7471
0,-51.2143,-4.15847,77.7881,42.992,57.4491,38.0024,36.4146,33.3018
0,-54.5492,-5.55515,51.8544,49.4478,60.1637,43.2618,42.5644,15.7324
0,-58.7491,-5.93157,48.4777,58.7481,38.7984,42.3592,34.4904,37.2062
0,-40.0307,-0.355471,69.1931,67.4297,61.9801,41.7124,39.0065,35.4645
0,-46.3097,-3.74053,66.6184,57.8496,77.4759,32.417,31.5699,22.1554
0,-43.873,-2.82958,59.7292,49.9776,69.8322,56.6788,51.3611,54.6463
0,-45.1959,-5.62369,69.9137,42.6702,72.0336,52.5377,39.1614,24.5681
0,-34.9702,-2.85983,72.2382,59.6163,65.7627,60.844,53.7628,48.4234
0,-54.8661,-4.05192,62.4153,74.0433,67.6998,40.9842,-23.3859,37.0838
0,-41.2432,-2.62643,71.8389,66.3386,73.3869,39.9198,11.2346,36.998
0,-36.3191,-1.21646,62.1538,66.2072,71.4892,53.7787,50.1652,46.1395
0,-36.1241,-2.35382,75.2316,67.0964,73.7218,45.9353,26.675,43.205
0,-43.8595,-3.52275,62.6838,86.8508,56.4642,37.9438,35.6655,33.2507
0,-42.0588,-3.70385,68.9864,75.439,71.2996,35.7698,34.9697,19.0221
0,-43.5353,-6.46651,70.3306,76.0671,88.1861,37.4119,6.59902,32.066
0,-38.6139,-1.44759,73.4529,68.5056,57.639,49.3044,43.3678,47.6057
0,-36.5191,-3.69208,85.3385,63.5697,60.2362,54.0366,52.3978,46.457
0,-39.1369,-4.03659,83.4664,49.9628,66.0334,54.3016,44.3186,50.8666
0,-50.8397,-6.51097,48.0219,69.9153,56.7111,43.8493,42.4715,43.5204
0,-43.839,-1.12357,59.7198,66.0041,57.899,41.7825,28.3211,35.3618
0,-39.5853,-4.09235,74.363,80.9319,61.4605,42.4478,41.7273,40.8994
0,-49.9842,-4.83352,54.0278,53.2638,82.7127,32.8088,24.9352,22.4317
0,-46.0306,-1.74436,63.1846,46.9122,69.2099,44.7867,41.2147,39.9364
0,-52.3379,-8.8517,74.6799,90.9009,44.988,30.6231,16.8397,16.3808
0,-39.8097,-1.38823,61.0247,66.7248,58.0027,54.471,49.8217,44.8399
0,-40.5671,-3.39025,76.0872,78.4228,72.337,33.8537,26.0235,32.0074
0,-46.7742,-3.30653,78.1024,51.251,53.7218,46.9683,45.3661,44.9763
0,-45.7785,-1.13386,58.7586,56.7345,65.9117,37.8488,29.1094,34.9182
0,-42.2103,-2.36821,52.7375,64.8555,72.1892,49.4571,45.3541,48.1184
0,-36.8955,-3.18955,67.9818,69.8728,76.7213,47.3984,45.9033,46.5238
0,-58.1794,-10.944,95.4439,44.2462,62.0811,24.55,17.9037,6.44909
0,-37.6996,-1.90229,75.2381,55.342,74.613,47.902,42.2399,40.4086
0,-38.4938,-2.14041,64.363,67.8503,72.3446,48.2118,45.6123,24.7243
0,-44.9408,-1.33025,57.969,60.8999,64.5086,40.3531,34.0767,39.0388
0,-46.9511,-2.88289,59.9489,56.1237,77.5502,31.881,23.3275,24.6025
0,-55.3346,-5.68747,45.1859,62.0065,54.2864,38.8838,37.7742,38.0873
0,-37.711,-1.48443,66.8108,76.7169,65.6994,43.5173,33.1265,34.0727
0,-40.6517,-2.06195,72.6859,67.3978,54.1374,51.3311,49.3741,49.5703
0,-38.5833,-2.11862,63.789,58.8903,75.6969,53.217,50.1004,51.5708
0,-40.4476,-1.09892,55.9898,71.5213,67.3575,46.6981,44.1466,42.3011
0,-42.4469,-5.19917,82.3698,69.7216,52.6261,46.2816,45.3404,45.4216
0,-36.5308,-1.44605,61.1046,73.5833,73.1936,48.0723,39.4295,44.2885
0,-43.249,-4.42624,63.5426,84.5681,70.3538,42.945,10.0541,36.0238
0,-44.0082,-7.41134,78.9413,62.2062,88.8574,33.4157,32.3185,32.278
0,-49.7,-3.10367,60.1683,72.2395,55.4928,31.9332,11.5733,29.1859
0,-39.2528,-2.28873,75.5935,62.7345,56.8769,54.5083,50.0155,53.0305
0,-34.1322,-3.51688,79.3672,63.2933,75.2153,52.9134,51.4205,40.1991
0,-35.3004,-3.25576,70.303,71.3581,79.657,47.3209,46.4301,40.0023
0,-39.1474,-0.617841,60.8873,63.0581,71.804,47.8066,44.1266,43.0819
0,-45.0296,-0.584081,60.1836,56.8945,63.5665,41.3353,37.7037,38.3153
0,-38.2478,-3.57876,66.5827,65.5723,61.1509,59.5001,33.1903,57.765
0,-39.5843,-2.03535,70.255,55.4538,76.7016,44.4609,34.6162,42.1757
0,-45.1978,-1.50797,73.376,59.77,54.3854,38.3404,33.1564,36.1533
0,-44.0255,-1.56624,63.6432,54.4004,67.114,46.118,44.7348,44.1651
0,-41.4693,-2.7965,64.9945,74.9371,73.3656,40.7705,12.9723,36.8581
0,-44.383,-2.71066,59.6824,59.7097,76.5707,36.5706,25.8208,35.1933
0,-37.4036,-0.970731,74.2084,70.8418,64.1258,44.7585,41.2751,42.499
0,-35.6616,-1.37526,68.4826,73.4487,75.8115,44.2442,39.0429,40.0944
0,-39.739,-1.63374,55.4787,64.0366,68.5209,55.3334,50.6635,49.0545
0,-48.5893,-2.23542,58.7935,55.7403,62.4971,36.3824,31.4019,15.3108
0,-56.5347,-3.91,57.6811,45.3643,50.2628,38.5547,36.3284,36.0963
0,-44.0563,-1.43829,67.2863,61.0113,58.0875,40.4656,38.893,27.0709
0,-47.0958,-1.93602,65.0119,52.5783,69.6436,34.1482,32.5099,29.8295
0,-53.8037,-5.32538,58.9121,46.4104,54.9527,42.9067,37.6968,42.4916
0,-35.5299,-1.88927,71.3378,72.4515,76.1029,44.4542,41.2446,33.6744
0,-43.1728,-1.63956,68.4434,58.0798,64.4859,40.4793,21.9202,38.5383
0,-52.0536,-4.52333,58.2857,67.0826,46.3507,33.9851,33.2482,25.8307
0,-34.1443,-4.50873,76.694,80.3298,73.8328,47.1124,46.4701,41.2109
0,-43.7217,-3.82874,74.8431,68.1461,61.5109,46.3177,44.214,-2.41235
0,-43.8336,-3.78717,67.3082,82.4175,59.2225,36.4948,30.3051,11.967
0,-37.8213,-2.06714,72.4579,58.2186,69.4976,51.9579,50.4212,39.7756
0,-45.4956,-1.23405,59.409,66.71,64.4053,33.6318,30.3992,31.3484
0,-49.1915,-5.43691,81.0781,53.7744,62.9474,30.5647,30.0717,27.5514
0,-50.2506,-3.99155,70.0885,75.7877,53.3218,34.8678,0.908683,30.7361
0,-58.8916,-7.28504,69.4539,32.1884,61.5667,36.8413,35.0905,35.8528
0,-47.0692,-3.67191,56.4508,71.0995,71.8565,40.5591,33.3456,2.14181
0,-43.2844,-6.2693,68.452,92.9796,76.2304,32.3632,26.7042,29.2502
0,-48.5298,-3.41162,52.7233,70.8439,55.8227,37.2861,36.4184,27.7992
0,-49.2049,-3.08897,52.9209,58.0635,74.4697,30.9648,25.2567,23.0809
0,-46.0225,-3.79347,71.5644,59.5669,49.1538,49.4422,21.2738,47.4661
0,-55.7294,-8.63438,50.7342,50.2279,56.0899,60.4573,60.2264,58.0341
0,-38.8509,-1.27962,59.7717,66.0303,75.8334,45.0264,36.5901,40.1937
0,-45.4583,-3.54143,63.3963,69.196,53.5089,44.3503,25.4226,43.6252
0,-39.3356,-2.39643,63.8416,60.0034,78.8195,48.6368,47.3843,45.7432
0,-41.2905,-1.3259,61.5722,60.9894,63.5219,49.6862,47.5905,34.9124
0,-41.091,-1.38259,77.2891,66.8593,60.009,38.041,34.9848,30.5553
0,-46.8557,-5.99023,63.4737,44.9036,60.7498,67.0774,62.5636,54.2747
0,-47.5508,-2.67984,53.2555,68.0445,69.2682,31.9499,30.2699,29.3768
0,-37.1634,-2.32462,75.4959,61.2442,73.6371,45.7972,25.2073,41.1549
0,-46.7066,-5.01911,73.6871,65.086,46.4172,46.483,42.9609,46.0222
0,-40.6692,-2.73267,58.7442,81.0087,63.1584,46.2137,44.6789,44.3645
0,-38.852,-0.284912,66.0481,61.1485,65.7701,48.219,42.3199,41.804
0,-47.4308,-3.70165,82.5761,59.5252,63.6453,27.4609,24.607,22.177
0,-42.6072,-2.68679,67.8089,77.015,62.1457,35.383,34.5097,28.4034
0,-40.7627,-1.8128,69.3168,55.201,72.8873,45.0935,40.6325,28.8675
0,-45.8283,-1.17328,65.8191,60.4699,58.7653,36.296,32.1949,34.709
0,-37.3464,-2.72189,70.2398,71.0433,57.6083,55.9075,36.053,53.0795
0,-39.6882,-2.21439,74.2643,60.4054,61.508,51.6421,50.8037,47.771
0,-40.4514,-2.47257,69.3016,67.178,80.9001,36.176,33.8824,30.4385
