1.000000000000000000e+00,2.500000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e-01,2.500000000000000000e+00,3.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.500000000000000000e+00,2.000000000000000000e+00,1.500000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,2.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,1.000000000000000000e+00,1.500000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00,1.000000000000000000e+00
3.525000000000000000e+01,3.800000000000000000e+01,3.900000000000000000e+01,3.575000000000000000e+01,3.600000000000000000e+01,3.874999999999999289e+01,3.650000000000000000e+01,3.125000000000000000e+01,3.625000000000000711e+01,3.600000000000000000e+01,3.475000000000000000e+01,3.000000000000000000e+01,3.800000000000000000e+01,3.725000000000000711e+01,3.525000000000000000e+01,3.500000000000000000e+01,3.725000000000000711e+01,4.000000000000000000e+01,3.275000000000000000e+01,3.575000000000000000e+01,3.550000000000000000e+01,3.550000000000000000e+01,3.500000000000000000e+01,3.625000000000000711e+01,3.375000000000000000e+01,3.874999999999999289e+01,3.675000000000000711e+01,3.325000000000000000e+01,3.450000000000000000e+01
4.499999999999999289e+01,4.683333333333333570e+01,4.733333333333333570e+01,4.366666666666666430e+01,4.499999999999999289e+01,4.733333333333333570e+01,4.483333333333333570e+01,4.283333333333333570e+01,4.616666666666666430e+01,4.616666666666666430e+01,4.399999999999999289e+01,3.800000000000000000e+01,4.566666666666666430e+01,4.650000000000000000e+01,4.583333333333333570e+01,4.449999999999999289e+01,4.549999999999999289e+01,5.016666666666666430e+01,4.166666666666666430e+01,4.433333333333333570e+01,4.700000000000000000e+01,4.300000000000000711e+01,4.516666666666666430e+01,4.666666666666666430e+01,4.449999999999999289e+01,4.750000000000000000e+01,4.750000000000000000e+01,4.483333333333333570e+01,4.250000000000000711e+01
4.937500000000000000e+01,5.012500000000000000e+01,5.050000000000000000e+01,4.675000000000000000e+01,4.825000000000000711e+01,5.150000000000000000e+01,4.675000000000000000e+01,4.575000000000000000e+01,4.900000000000000000e+01,4.937500000000000000e+01,4.912500000000000000e+01,4.350000000000000711e+01,4.812499999999999289e+01,5.150000000000000000e+01,4.762499999999999289e+01,4.687500000000000000e+01,4.850000000000000000e+01,5.325000000000000000e+01,4.612500000000000711e+01,4.537500000000000000e+01,4.937500000000000000e+01,4.625000000000000000e+01,4.812499999999999289e+01,4.912500000000000000e+01,4.950000000000000000e+01,5.212500000000000000e+01,4.975000000000000711e+01,4.825000000000000711e+01,4.487500000000000000e+01
5.160000000000000142e+01,5.070000000000000284e+01,5.320000000000000284e+01,4.789999999999999858e+01,4.839999999999999858e+01,5.270000000000000284e+01,4.839999999999999858e+01,4.729999999999999716e+01,4.920000000000000284e+01,5.150000000000000000e+01,5.189999999999999858e+01,4.570000000000000284e+01,4.950000000000000000e+01,5.350000000000000000e+01,4.970000000000000284e+01,4.810000000000000142e+01,4.929999999999999716e+01,5.339999999999999858e+01,4.829999999999999716e+01,4.529999999999999716e+01,5.000000000000000000e+01,4.709999999999999432e+01,4.939999999999999858e+01,5.079999999999999716e+01,4.950000000000000000e+01,5.410000000000000142e+01,4.970000000000000284e+01,5.070000000000000284e+01,4.620000000000000284e+01
5.225000000000000000e+01,5.008333333333333570e+01,5.358333333333333570e+01,4.916666666666667140e+01,4.941666666666666430e+01,5.241666666666666430e+01,4.875000000000000711e+01,4.925000000000000711e+01,4.908333333333333570e+01,5.225000000000000000e+01,5.350000000000000000e+01,4.683333333333333570e+01,5.000000000000000000e+01,5.325000000000000000e+01,4.916666666666667140e+01,4.858333333333333570e+01,4.841666666666666430e+01,5.541666666666666430e+01,4.983333333333332860e+01,4.508333333333332860e+01,5.016666666666666430e+01,4.708333333333333570e+01,5.066666666666666430e+01,5.008333333333333570e+01,4.933333333333332860e+01,5.300000000000000000e+01,4.933333333333332860e+01,5.300000000000000000e+01,4.650000000000000000e+01
5.157142857142857650e+01,5.035714285714285410e+01,5.378571428571428470e+01,4.935714285714285410e+01,4.900000000000000000e+01,5.285714285714286120e+01,4.878571428571428470e+01,5.028571428571428470e+01,4.957142857142856940e+01,5.242857142857143060e+01,5.478571428571428470e+01,4.785714285714285410e+01,5.035714285714285410e+01,5.228571428571428470e+01,4.992857142857143060e+01,4.800000000000000000e+01,4.792857142857143060e+01,5.500000000000000000e+01,4.992857142857143060e+01,4.571428571428571530e+01,5.078571428571428470e+01,4.735714285714285410e+01,5.150000000000000000e+01,4.942857142857143060e+01,4.971428571428570820e+01,5.271428571428571530e+01,4.921428571428570820e+01,5.385714285714286120e+01,4.578571428571428470e+01
5.256250000000000000e+01,5.037500000000000000e+01,5.300000000000000000e+01,4.968749999999999289e+01,4.987500000000000000e+01,5.268750000000000000e+01,4.893750000000000000e+01,5.125000000000000000e+01,4.975000000000000711e+01,5.287500000000000000e+01,5.531250000000000000e+01,4.843750000000000000e+01,5.037500000000000000e+01,5.231250000000000000e+01,5.006250000000000000e+01,4.862499999999999289e+01,4.800000000000000000e+01,5.431250000000000000e+01,4.981250000000000711e+01,4.593750000000000000e+01,5.131250000000000000e+01,4.800000000000000000e+01,5.125000000000000000e+01,5.068750000000000000e+01,5.056250000000000000e+01,5.281250000000000000e+01,4.906250000000000000e+01,5.350000000000000000e+01,4.625000000000000000e+01
5.311111111111110716e+01,5.005555555555555003e+01,5.272222222222222143e+01,4.983333333333332860e+01,5.055555555555555713e+01,5.255555555555555713e+01,4.866666666666667140e+01,5.188888888888889284e+01,5.011111111111111427e+01,5.266666666666666430e+01,5.516666666666667140e+01,4.877777777777777857e+01,5.022222222222222143e+01,5.238888888888889284e+01,4.944444444444444287e+01,4.894444444444444287e+01,4.805555555555555003e+01,5.461111111111110716e+01,5.033333333333333570e+01,4.594444444444444287e+01,5.177777777777777857e+01,4.861111111111111427e+01,5.077777777777777857e+01,5.033333333333333570e+01,5.116666666666666430e+01,5.227777777777777857e+01,4.933333333333332860e+01,5.344444444444444287e+01,4.694444444444444287e+01
5.329999999999999716e+01,4.970000000000000284e+01,5.275000000000000000e+01,4.995000000000000284e+01,5.135000000000000142e+01,5.185000000000000142e+01,4.945000000000000284e+01,5.225000000000000000e+01,4.975000000000000711e+01,5.265000000000000568e+01,5.495000000000000284e+01,4.945000000000000284e+01,5.054999999999999716e+01,5.270000000000000284e+01,4.950000000000000000e+01,4.865000000000000568e+01,4.889999999999999858e+01,5.464999999999999858e+01,5.025000000000000000e+01,4.600000000000000000e+01,5.240000000000000568e+01,4.904999999999999716e+01,5.145000000000000284e+01,4.985000000000000853e+01,5.114999999999999858e+01,5.240000000000000568e+01,4.945000000000000284e+01,5.295000000000000284e+01,4.750000000000000000e+01
