median	q1	q3
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-2793.8003478858946
-inf	-inf	-2793.8003478858946
-inf	-inf	-252.84337217449638
-inf	-inf	-213.03890592154062
-inf	-inf	-213.03890592154062
-inf	-inf	-166.14200965469385
-inf	-inf	-119.19211140218104
-inf	-inf	-119.19211140218104
-inf	-inf	-119.19211140218104
-inf	-inf	-114.81084991275102
-inf	-inf	-114.81084991275102
-inf	-inf	-33.27503420293135
-inf	-inf	-32.85131788992561
-inf	-inf	-29.396590299014395
-inf	-inf	-29.299339287015446
-inf	-inf	-29.299339287015446
-inf	-inf	-29.299339287015446
-inf	-inf	-29.299339287015446
-inf	-inf	-29.171100097398742
-inf	-inf	-29.171100097398742
-inf	-inf	-14.747623684994286
-inf	-inf	-14.747623684994286
-inf	-inf	-14.747623684994286
-inf	-inf	-14.195871484300781
-inf	-inf	-14.095406093236257
-inf	-inf	-13.8278803184819
-inf	-inf	-13.051306344783214
-inf	-inf	-12.123993636090256
-inf	-inf	-12.123993636090256
-inf	-inf	-11.970807991179234
-inf	-inf	-11.892934278947099
-inf	-inf	-11.829295500156995
-inf	-inf	-11.827871347349847
-inf	-inf	-11.827871347349847
-inf	-inf	-11.727531798556178
-inf	-inf	-11.727531798556178
-5166.0530921886175	-inf	-11.009141122647915
-5166.0530921886175	-inf	-11.009141122647915
-5160.823954094844	-inf	-10.651658373360698
-415.26552290600085	-inf	-10.642616826769501
-360.5917138122161	-inf	-10.05752633674787
-360.5917138122161	-inf	-10.05752633674787
-360.5917138122161	-inf	-9.84875168611103
-360.2026490399725	-inf	-9.84875168611103
-302.0848308815843	-inf	-9.797631570781585
-301.340246432124	-inf	-9.779532725593894
-300.69865793894826	-inf	-9.26782165116584
-73.91703896622117	-inf	-9.26782165116584
-73.91703896622117	-inf	-8.94581200094849
-52.3973874090705	-inf	-8.803505060121246
-52.3973874090705	-inf	-8.799637883037576
-52.3973874090705	-inf	-8.782047028945351
-44.26783369630134	-inf	-8.522480611012414
-44.26783369630134	-inf	-8.522480611012414
-40.002008360323984	-inf	-8.428929516598052
-39.18326772392075	-inf	-8.42695979270992
-38.72838359234024	-inf	-8.311294687033632
-19.590055208280845	-inf	-8.311294687033632
-15.281418296613761	-inf	-8.311294687033632
-15.281418296613761	-inf	-8.096969918384437
-14.893097296446527	-inf	-7.798933227335635
-14.783915521747467	-inf	-7.798933227335635
-13.970804437796055	-inf	-7.798933227335635
-13.970804437796055	-inf	-7.798933227335635
-12.564091009166983	-inf	-7.798933227335635
-12.564091009166983	-inf	-7.798933227335635
-11.97271889845323	-inf	-7.798933227335635
-11.97271889845323	-inf	-7.798933227335635
-11.626590016695786	-inf	-7.783690569042553
-10.975883559860673	-inf	-7.657381131858747
-10.975883559860673	-inf	-7.60527433516363
-10.975883559860673	-inf	-7.60527433516363
-10.835735873730911	-inf	-7.60527433516363
-10.6626629199187	-inf	-7.571899261634578
-10.021471289801909	-inf	-7.510625065034448
-10.021471289801909	-inf	-7.354516289671604
-9.730068119690777	-7567.4274349780335	-7.354516289671604
-9.420600882108564	-7567.4274349780335	-7.354516289671604
-9.420600882108564	-7567.4274349780335	-7.354516289671604
-9.302474799007104	-7567.4274349780335	-7.354516289671604
-9.302474799007104	-7567.4274349780335	-7.307153445513194
-9.302474799007104	-7567.4274349780335	-7.163107498795258
-9.302474799007104	-7567.4274349780335	-7.163107498795258
-9.302474799007104	-51.08888555773636	-6.991078923192827
-9.272503438991109	-51.08888555773636	-6.991078923192827
-9.260627911201734	-51.0385574442244	-6.991078923192827
-9.260627911201734	-51.0385574442244	-6.9781169264856056
-9.260627911201734	-51.0385574442244	-6.9781169264856056
-8.53841848722819	-50.95149960603295	-6.967103920955512
-8.53841848722819	-50.434140612800746	-6.9600085854966665
-8.53841848722819	-40.31832675921032	-6.9600085854966665
-8.53841848722819	-40.31832675921032	-6.952919934929156
-8.46949145655758	-40.3154441210939	-6.952919934929156
-8.428586271493895	-40.11833864689392	-6.8976093246386405
-8.322761841661892	-38.869031747675386	-6.8976093246386405
-8.322761841661892	-29.97301383551815	-6.826359886845069
-8.322761841661892	-29.97301383551815	-6.498768718122851
-8.322761841661892	-29.494450504164185	-6.498005287258412
-8.253882282497877	-27.701224449070537	-6.498005287258412
-8.253882282497877	-27.70101729514065	-6.498005287258412
-8.253882282497877	-27.300014218386405	-6.4785903783322825
-7.55729629384269	-18.578335989608846	-6.4666835775415885
-7.536478545256486	-18.445228252913424	-6.332869259095498
-7.536478545256486	-18.445228252913424	-6.332869259095498
-7.536478545256486	-10.605228628077482	-6.332869259095498
-7.536478545256486	-10.602216210181872	-6.332869259095498
-7.536478545256486	-10.030420894781685	-6.329282940818123
-7.536478545256486	-10.02452899221306	-6.261497896698705
-7.384185841501709	-9.566070400666076	-6.250119300777142
-7.352661785432094	-9.539203045136437	-6.0747244969374945
-7.275847312947839	-9.536690551296344	-6.07362515708667
-7.135622098739478	-9.536690551296344	-6.038394442175753
-7.135622098739478	-9.446351142812945	-6.038394442175753
-7.135622098739478	-9.446351142812945	-6.038394442175753
-7.017265850184614	-9.354401615648069	-6.038394442175753
-6.965692650622852	-9.354401615648069	-6.038394442175753
-6.913150079541843	-9.354401615648069	-6.038394442175753
-6.866930239831507	-9.354401615648069	-5.950716876663154
-6.7873047489524545	-9.336081380078468	-5.950716876663154
-6.7873047489524545	-9.336081380078468	-5.950716876663154
-6.7873047489524545	-9.336081380078468	-5.940322185376454
-6.7873047489524545	-9.33400535158293	-5.940322185376454
-6.7873047489524545	-9.33400535158293	-5.940322185376454
-6.7873047489524545	-9.286701237705856	-5.914784508210479
-6.7873047489524545	-9.28073520009984	-5.914784508210479
-6.774646787508592	-9.28073520009984	-5.906789383576158
