median	q1	q3
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-5106.640633431604
-inf	-inf	-5106.640633431604
-inf	-inf	-5057.647507788505
-inf	-inf	-103.68476009460534
-inf	-inf	-103.68476009460534
-inf	-inf	-103.68476009460534
-inf	-inf	-103.68476009460534
-inf	-inf	-77.49885706604951
-inf	-inf	-77.49885706604951
-inf	-inf	-77.49885706604951
-inf	-inf	-77.49885706604951
-inf	-inf	-75.42234748013107
-inf	-inf	-75.42234748013107
-inf	-inf	-38.213928847793944
-inf	-inf	-23.265791170378208
-inf	-inf	-22.48844582081548
-inf	-inf	-22.48844582081548
-inf	-inf	-22.48844582081548
-inf	-inf	-17.294498617300555
-inf	-inf	-17.294498617300555
-inf	-inf	-17.084432364852503
-inf	-inf	-16.484155202624645
-inf	-inf	-15.685103463041404
-166.47965902784898	-inf	-15.685103463041404
-166.47965902784898	-inf	-15.289596372645528
-115.29501557701172	-inf	-13.897187872157911
-115.29501557701172	-inf	-13.563609483838407
-115.29501557701172	-inf	-13.298346407157014
-115.29501557701172	-inf	-12.839025717679519
-115.29501557701172	-inf	-12.839025717679519
-91.72314622061045	-inf	-12.212103057385434
-39.128586821693034	-inf	-12.212103057385434
-39.128586821693034	-inf	-11.322793317424924
-39.128586821693034	-inf	-11.085043176895581
-39.128586821693034	-inf	-11.083433899844179
-39.122081434457016	-inf	-11.083433899844179
-37.172773481038	-inf	-11.01085481225873
-26.198950007825847	-inf	-11.00924968736177
-26.198950007825847	-inf	-11.003181862543897
-26.198950007825847	-inf	-10.838345838102901
-26.198950007825847	-inf	-10.371099072329626
-26.198950007825847	-inf	-10.358611129073854
-26.198950007825847	-inf	-10.074722227261411
-14.621727907869156	-inf	-9.919616396810369
-14.610279232962268	-inf	-9.919616396810369
-14.610279232962268	-inf	-9.874035954994039
-14.610279232962268	-inf	-9.585811764319718
-13.060964299626452	-inf	-9.553154758981542
-13.060964299626452	-inf	-9.502273439673207
-12.264810417753788	-inf	-9.342559887215419
-12.264810417753788	-inf	-9.189189949296084
-11.80589157721246	-inf	-9.189189949296084
-11.673738913870752	-inf	-9.109297674954266
-11.62927122102936	-inf	-9.07925121549184
-11.597434947426189	-inf	-9.07925121549184
-11.452917193655669	-inf	-8.901745687577879
-11.241318267585964	-inf	-8.901745687577879
-11.241318267585964	-inf	-8.895089887921767
-11.241318267585964	-inf	-8.895089887921767
-10.86233598082694	-inf	-8.7240705638301
-10.86233598082694	-5121.9551947531	-8.697902996656062
-10.86233598082694	-5121.9551947531	-8.688613706853477
-10.86233598082694	-5060.438477175926	-8.688613706853477
-10.86233598082694	-5060.438477175926	-8.564041183914188
-10.86233598082694	-5060.438477175926	-8.455631407487777
-10.76818703617941	-5060.438477175926	-8.455631407487777
-10.387544197513169	-5060.438477175926	-8.455631407487777
-10.377209666617553	-5060.438477175926	-8.214781793020023
-10.373818472710653	-5060.438477175926	-7.953822617112589
-10.372973428410496	-5060.438477175926	-7.953822617112589
-9.46467984298964	-5060.438477175926	-7.953822617112589
-9.46467984298964	-5044.405821058951	-7.793701287799102
-9.46467984298964	-5026.682477616169	-7.793701287799102
-9.422861177029453	-5024.709586673677	-7.793701287799102
-9.422861177029453	-201.85768286234753	-7.793701287799102
-9.422861177029453	-201.85768286234753	-7.787187924779232
-9.422861177029453	-201.85768286234753	-7.654862409524556
-9.29164294725337	-201.77414443967754	-7.382886811175371
-9.29164294725337	-49.66684679056125	-7.382886811175371
-9.29164294725337	-49.66684679056125	-7.382886811175371
-9.29164294725337	-43.801554085256555	-7.382886811175371
-9.29164294725337	-42.03989208508369	-7.382886811175371
-8.717198420638702	-42.03989208508369	-7.382886811175371
-8.717198420638702	-42.03989208508369	-7.357222004044591
-8.717198420638702	-34.49405875023878	-7.264244594068008
-8.717198420638702	-20.08727605658192	-7.264244594068008
-8.717198420638702	-20.08727605658192	-7.264244594068008
-8.67805016295761	-19.962679777188647	-7.264244594068008
-8.67805016295761	-16.971417844532844	-7.264244594068008
-8.67805016295761	-16.93276856066032	-7.264244594068008
-8.67805016295761	-16.93276856066032	-7.264244594068008
-8.67805016295761	-14.448846355115863	-7.264244594068008
-8.659001728122712	-14.448846355115863	-7.264244594068008
-8.659001728122712	-14.448846355115863	-7.217181826413004
-8.659001728122712	-13.797730390759963	-7.217181826413004
-8.659001728122712	-12.79040902091678	-7.217181826413004
-8.659001728122712	-12.79040902091678	-7.208342092261623
-8.659001728122712	-12.79040902091678	-7.059987074813847
-8.587988833127785	-12.225299141141441	-7.059987074813847
-8.587988833127785	-12.225299141141441	-7.059987074813847
-8.003227136929247	-12.187274056667237	-7.03557251748824
-8.003227136929247	-11.446361398873002	-7.032776017231844
-8.003227136929247	-11.358941579617415	-7.0263953460360415
-8.003227136929247	-10.220314557679728	-7.0263953460360415
-8.003227136929247	-10.1419855672624	-7.019502677673964
-8.003227136929247	-10.141782388462534	-7.019502677673964
-7.9761543699606685	-10.107587334895323	-6.988328822710863
-7.888415231694006	-10.107587334895323	-6.987301098210683
-7.888415231694006	-10.107587334895323	-6.935749791242168
-7.888415231694006	-10.090895141566339	-6.935749791242168
-7.888415231694006	-10.090895141566339	-6.935749791242168
-7.888415231694006	-10.090895141566339	-6.932953248946019
-7.876453419556032	-10.090895141566339	-6.932953248946019
-7.8575859125025085	-9.756720602133989	-6.932953248946019
-7.8575859125025085	-9.756720602133989	-6.932953248946019
-7.8575859125025085	-9.734247267815952	-6.932953248946019
-7.8575859125025085	-9.734247267815952	-6.932953248946019
-7.726372362932516	-9.3373057055213	-6.932953248946019
-7.726372362932516	-9.268715375149498	-6.917545966340088
-7.581816602598854	-9.249268903223403	-6.902130899135148
