median	q1	q3
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-inf
-inf	-inf	-5102.248064747831
-inf	-inf	-159.4075705448833
-inf	-inf	-159.4075705448833
-inf	-inf	-108.35173918923135
-inf	-inf	-108.35173918923135
-inf	-inf	-86.49266512596525
-inf	-inf	-86.49266512596525
-inf	-inf	-69.00461511783938
-inf	-inf	-39.82914006387737
-inf	-inf	-36.67555410966958
-inf	-inf	-31.96464496585552
-inf	-inf	-31.96464496585552
-inf	-inf	-31.96464496585552
-inf	-inf	-19.2452377819468
-inf	-inf	-19.2452377819468
-inf	-inf	-17.773438227616413
-inf	-inf	-17.773438227616413
-inf	-inf	-16.379565625283266
-inf	-inf	-15.425961369251905
-inf	-inf	-15.425961369251905
-inf	-inf	-15.1782816435892
-inf	-inf	-14.931570543405417
-inf	-inf	-14.931570543405417
-inf	-inf	-14.608843243124657
-inf	-inf	-14.608843243124657
-inf	-inf	-13.127336011144997
-inf	-inf	-13.127336011144997
-inf	-inf	-13.127336011144997
-inf	-inf	-13.119703104999257
-inf	-inf	-13.053009426134693
-inf	-inf	-12.96250470577576
-inf	-inf	-12.96250470577576
-inf	-inf	-12.594278887151582
-inf	-inf	-12.594278887151582
-inf	-inf	-12.56226413296133
-inf	-inf	-12.47149258845242
-inf	-inf	-12.47149258845242
-inf	-inf	-11.274637965419867
-inf	-inf	-11.274637965419867
-inf	-inf	-11.236252257521269
-inf	-inf	-11.23326448581877
-inf	-inf	-11.23326448581877
-inf	-inf	-11.048980513720556
-inf	-inf	-10.58177019956525
-inf	-inf	-10.486064618099224
-inf	-inf	-9.958081423036363
-inf	-inf	-9.8130530845322
-inf	-inf	-9.527393919706459
-inf	-inf	-9.527393919706459
-inf	-inf	-9.527393919706459
-inf	-inf	-9.527393919706459
-inf	-inf	-9.499243527908845
-inf	-inf	-9.46112874900457
-inf	-inf	-8.956093192396555
-inf	-inf	-8.956093192396555
-inf	-inf	-8.854225939841264
-inf	-inf	-8.854225939841264
-inf	-inf	-8.854225939841264
-inf	-inf	-8.854225939841264
-inf	-inf	-8.854225939841264
-inf	-inf	-8.854225939841264
-inf	-inf	-8.854225939841264
-inf	-inf	-8.854225939841264
-inf	-inf	-8.849613915106362
-inf	-inf	-8.849613915106362
-inf	-inf	-8.849613915106362
-inf	-inf	-8.849613915106362
-170.43617765260137	-inf	-8.849613915106362
-164.66237768306215	-inf	-8.849613915106362
-164.66237768306215	-inf	-8.849613915106362
-164.66237768306215	-inf	-8.849613915106362
-164.66237768306215	-inf	-8.849613915106362
-164.66237768306215	-inf	-8.849613915106362
-114.31901159410248	-inf	-8.788182106189605
-114.31901159410248	-inf	-8.788182106189605
-114.31901159410248	-inf	-8.788182106189605
-89.04401204265798	-inf	-8.78433277391266
-89.04401204265798	-inf	-8.61342326906862
-42.419430914625394	-inf	-8.578445551729281
-42.419430914625394	-inf	-8.578445551729281
-42.419430914625394	-inf	-8.543552651303058
-42.419430914625394	-inf	-8.543552651303058
-39.433917683136514	-inf	-8.435038289747588
-39.433917683136514	-inf	-8.435038289747588
-12.038221163548036	-inf	-8.435038289747588
-12.038221163548036	-inf	-8.435038289747588
-12.038221163548036	-inf	-8.428090378168086
-11.891939667725824	-inf	-8.194852772455805
-11.891939667725824	-inf	-8.194852772455805
-11.891939667725824	-inf	-8.194852772455805
-11.891939667725824	-inf	-8.194852772455805
-11.891939667725824	-inf	-8.093367562327087
-11.891939667725824	-inf	-7.730813653240585
-11.891939667725824	-inf	-7.5644440450017
-11.779722739398425	-inf	-7.46398523080082
-11.779722739398425	-inf	-7.46398523080082
-10.821403737747117	-inf	-7.46398523080082
-10.821403737747117	-inf	-7.402314874016749
-10.821403737747117	-inf	-7.340377633991196
-10.638061432178528	-inf	-7.329506744361437
-10.638061432178528	-inf	-7.329506744361437
-10.546618188126194	-inf	-7.252046128049122
-10.292205914443516	-inf	-7.20738031739659
-10.292205914443516	-inf	-7.20738031739659
-10.292205914443516	-inf	-7.20738031739659
-10.292205914443516	-inf	-7.164318323311559
-10.056997347669228	-inf	-7.164318323311559
-9.933680747066822	-inf	-7.164318323311559
-9.933680747066822	-inf	-7.164318323311559
-9.933680747066822	-inf	-7.164318323311559
-9.933680747066822	-inf	-7.156924741615081
-9.933680747066822	-inf	-7.0951144877208705
-9.933680747066822	-inf	-7.0951144877208705
-9.4841702012804	-inf	-7.0951144877208705
-9.158161491894308	-inf	-7.0951144877208705
-9.158161491894308	-inf	-7.0951144877208705
-9.155390956890722	-inf	-7.0951144877208705
-9.155390956890722	-inf	-7.088711323872504
-9.155390956890722	-inf	-7.088711323872504
-9.155390956890722	-inf	-7.088711323872504
-9.155390956890722	-inf	-6.962477277081626
-9.155390956890722	-inf	-6.962477277081626
-9.155390956890722	-inf	-6.962477277081626
-9.155390956890722	-inf	-6.962477277081626
-8.997461744397528	-inf	-6.938299653986288
-8.997461744397528	-inf	-6.938299653986288
-8.997461744397528	-inf	-6.938299653986288
-8.997461744397528	-inf	-6.938299653986288
-8.997461744397528	-inf	-6.938299653986288
