2.000000000000000000e+02,2.000000000000000000e+02,2.000000000000000000e+02,2.000000000000000000e+02,2.000000000000000000e+02,2.000000000000000000e+02,2.000000000000000000e+02,2.000000000000000000e+02,2.000000000000000000e+02,2.000000000000000000e+02,2.000000000000000000e+02,2.000000000000000000e+02,2.000000000000000000e+02,2.000000000000000000e+02,2.000000000000000000e+02,2.000000000000000000e+02,2.000000000000000000e+02,2.000000000000000000e+02,2.000000000000000000e+02,2.000000000000000000e+02,2.000000000000000000e+02,2.000000000000000000e+02,2.000000000000000000e+02,2.000000000000000000e+02,2.000000000000000000e+02,2.000000000000000000e+02,2.000000000000000000e+02
2.220000000000000000e+02,2.280000000000000000e+02,2.290000000000000000e+02,2.430000000000000000e+02,2.270000000000000000e+02,2.270000000000000000e+02,2.270000000000000000e+02,2.360000000000000000e+02,2.420000000000000000e+02,2.380000000000000000e+02,2.320000000000000000e+02,2.270000000000000000e+02,2.370000000000000000e+02,2.390000000000000000e+02,2.350000000000000000e+02,2.320000000000000000e+02,2.290000000000000000e+02,2.300000000000000000e+02,2.330000000000000000e+02,2.340000000000000000e+02,2.250000000000000000e+02,2.250000000000000000e+02,2.340000000000000000e+02,2.310000000000000000e+02,2.300000000000000000e+02,2.310000000000000000e+02,2.320000000000000000e+02
2.580000000000000000e+02,2.540000000000000000e+02,2.590000000000000000e+02,2.890000000000000000e+02,2.650000000000000000e+02,2.620000000000000000e+02,2.590000000000000000e+02,2.670000000000000000e+02,2.790000000000000000e+02,2.740000000000000000e+02,2.670000000000000000e+02,2.530000000000000000e+02,2.800000000000000000e+02,2.860000000000000000e+02,2.710000000000000000e+02,2.610000000000000000e+02,2.640000000000000000e+02,2.710000000000000000e+02,2.710000000000000000e+02,2.700000000000000000e+02,2.650000000000000000e+02,2.560000000000000000e+02,2.720000000000000000e+02,2.750000000000000000e+02,2.670000000000000000e+02,2.570000000000000000e+02,2.670000000000000000e+02
2.950000000000000000e+02,2.990000000000000000e+02,3.020000000000000000e+02,3.330000000000000000e+02,3.060000000000000000e+02,3.130000000000000000e+02,3.070000000000000000e+02,3.030000000000000000e+02,3.240000000000000000e+02,3.090000000000000000e+02,3.080000000000000000e+02,2.920000000000000000e+02,3.280000000000000000e+02,3.390000000000000000e+02,3.060000000000000000e+02,3.000000000000000000e+02,3.020000000000000000e+02,3.110000000000000000e+02,3.180000000000000000e+02,3.100000000000000000e+02,3.030000000000000000e+02,3.010000000000000000e+02,3.080000000000000000e+02,3.150000000000000000e+02,3.000000000000000000e+02,2.910000000000000000e+02,3.110000000000000000e+02
3.420000000000000000e+02,3.570000000000000000e+02,3.420000000000000000e+02,3.850000000000000000e+02,3.540000000000000000e+02,3.630000000000000000e+02,3.480000000000000000e+02,3.510000000000000000e+02,3.790000000000000000e+02,3.580000000000000000e+02,3.450000000000000000e+02,3.270000000000000000e+02,3.720000000000000000e+02,3.930000000000000000e+02,3.440000000000000000e+02,3.430000000000000000e+02,3.530000000000000000e+02,3.530000000000000000e+02,3.770000000000000000e+02,3.450000000000000000e+02,3.440000000000000000e+02,3.510000000000000000e+02,3.560000000000000000e+02,3.680000000000000000e+02,3.310000000000000000e+02,3.180000000000000000e+02,3.670000000000000000e+02
3.940000000000000000e+02,4.170000000000000000e+02,3.730000000000000000e+02,4.450000000000000000e+02,3.980000000000000000e+02,4.090000000000000000e+02,4.080000000000000000e+02,4.010000000000000000e+02,4.220000000000000000e+02,4.050000000000000000e+02,3.890000000000000000e+02,3.650000000000000000e+02,4.220000000000000000e+02,4.420000000000000000e+02,3.800000000000000000e+02,3.970000000000000000e+02,4.030000000000000000e+02,3.960000000000000000e+02,4.300000000000000000e+02,3.870000000000000000e+02,4.000000000000000000e+02,4.020000000000000000e+02,4.140000000000000000e+02,4.070000000000000000e+02,3.760000000000000000e+02,3.620000000000000000e+02,4.180000000000000000e+02
4.550000000000000000e+02,4.670000000000000000e+02,4.250000000000000000e+02,4.970000000000000000e+02,4.490000000000000000e+02,4.580000000000000000e+02,4.580000000000000000e+02,4.540000000000000000e+02,4.710000000000000000e+02,4.590000000000000000e+02,4.430000000000000000e+02,4.060000000000000000e+02,4.750000000000000000e+02,4.860000000000000000e+02,4.340000000000000000e+02,4.550000000000000000e+02,4.520000000000000000e+02,4.400000000000000000e+02,4.860000000000000000e+02,4.460000000000000000e+02,4.590000000000000000e+02,4.470000000000000000e+02,4.780000000000000000e+02,4.510000000000000000e+02,4.340000000000000000e+02,4.060000000000000000e+02,4.650000000000000000e+02
5.170000000000000000e+02,5.280000000000000000e+02,4.650000000000000000e+02,5.580000000000000000e+02,4.960000000000000000e+02,5.130000000000000000e+02,5.270000000000000000e+02,5.140000000000000000e+02,5.320000000000000000e+02,5.070000000000000000e+02,4.930000000000000000e+02,4.580000000000000000e+02,5.390000000000000000e+02,5.220000000000000000e+02,4.880000000000000000e+02,5.130000000000000000e+02,5.150000000000000000e+02,4.800000000000000000e+02,5.420000000000000000e+02,5.070000000000000000e+02,5.150000000000000000e+02,4.920000000000000000e+02,5.390000000000000000e+02,4.930000000000000000e+02,4.900000000000000000e+02,4.540000000000000000e+02,5.110000000000000000e+02
5.830000000000000000e+02,5.740000000000000000e+02,5.050000000000000000e+02,6.140000000000000000e+02,5.440000000000000000e+02,5.660000000000000000e+02,5.840000000000000000e+02,5.800000000000000000e+02,5.890000000000000000e+02,5.660000000000000000e+02,5.590000000000000000e+02,5.130000000000000000e+02,6.070000000000000000e+02,5.700000000000000000e+02,5.550000000000000000e+02,5.720000000000000000e+02,5.700000000000000000e+02,5.320000000000000000e+02,5.990000000000000000e+02,5.840000000000000000e+02,5.760000000000000000e+02,5.480000000000000000e+02,5.820000000000000000e+02,5.480000000000000000e+02,5.560000000000000000e+02,5.180000000000000000e+02,5.600000000000000000e+02
6.550000000000000000e+02,6.380000000000000000e+02,5.650000000000000000e+02,6.730000000000000000e+02,6.070000000000000000e+02,6.170000000000000000e+02,6.420000000000000000e+02,6.380000000000000000e+02,6.510000000000000000e+02,6.150000000000000000e+02,6.090000000000000000e+02,5.590000000000000000e+02,6.700000000000000000e+02,6.340000000000000000e+02,6.330000000000000000e+02,6.400000000000000000e+02,6.390000000000000000e+02,5.950000000000000000e+02,6.600000000000000000e+02,6.580000000000000000e+02,6.300000000000000000e+02,5.970000000000000000e+02,6.250000000000000000e+02,5.820000000000000000e+02,6.110000000000000000e+02,5.940000000000000000e+02,6.120000000000000000e+02
