9.500000000000000000e+00,9.500000000000000000e+00,9.500000000000000000e+00,9.500000000000000000e+00,9.500000000000000000e+00,9.500000000000000000e+00,9.500000000000000000e+00,9.500000000000000000e+00,9.500000000000000000e+00,9.500000000000000000e+00,9.500000000000000000e+00,9.500000000000000000e+00,9.500000000000000000e+00,9.500000000000000000e+00,9.500000000000000000e+00,9.500000000000000000e+00,9.500000000000000000e+00,9.500000000000000000e+00,9.500000000000000000e+00,9.500000000000000000e+00,9.500000000000000000e+00,9.500000000000000000e+00,9.500000000000000000e+00,9.500000000000000000e+00,9.500000000000000000e+00,9.500000000000000000e+00,9.500000000000000000e+00
1.003125000000000000e+01,1.007317073170731625e+01,9.820512820512819374e+00,9.867924528301886156e+00,9.947368421052631859e+00,1.005263157894736814e+01,1.034999999999999964e+01,9.934782608695652328e+00,1.003773584905660421e+01,1.024489795918367285e+01,1.007142857142857117e+01,1.005263157894736814e+01,9.895833333333333925e+00,1.043999999999999950e+01,1.051063829787234027e+01,1.026190476190476453e+01,1.004878048780487809e+01,9.951219512195121908e+00,1.004651162790697683e+01,1.020454545454545681e+01,1.008571428571428363e+01,1.008333333333333393e+01,1.018181818181818166e+01,1.007317073170731625e+01,1.004761904761904745e+01,9.780487804878049474e+00,9.785714285714286476e+00
1.009999999999999964e+01,1.057142857142857117e+01,9.979166666666666075e+00,1.005882352941176450e+01,1.007272727272727231e+01,1.008474576271186329e+01,1.062745098039215641e+01,1.030000000000000071e+01,1.010606060606060552e+01,1.034999999999999964e+01,1.029629629629629584e+01,1.048717948717948723e+01,1.021875000000000000e+01,1.041176470588235148e+01,1.056862745098039191e+01,1.036170212765957643e+01,1.028571428571428648e+01,9.906250000000000000e+00,1.040740740740740833e+01,1.048000000000000043e+01,1.033333333333333393e+01,9.930232558139536536e+00,1.012280701754385959e+01,1.009677419354838790e+01,1.009803921568627416e+01,1.027272727272727160e+01,1.021568627450980316e+01
1.023636363636363633e+01,1.030882352941176450e+01,1.001666666666666750e+01,1.013414634146341520e+01,1.024590163934426457e+01,1.038961038961038952e+01,1.046376811594202927e+01,1.032758620689655160e+01,1.034375000000000000e+01,1.069841269841269771e+01,1.050000000000000000e+01,1.067307692307692335e+01,1.032000000000000028e+01,1.058666666666666600e+01,1.046428571428571352e+01,1.082812500000000000e+01,1.046551724137930961e+01,1.027941176470588225e+01,1.056000000000000050e+01,1.065625000000000000e+01,1.031578947368421062e+01,1.052307692307692477e+01,1.030645161290322598e+01,1.039682539682539542e+01,1.018965517241379359e+01,1.018181818181818166e+01,1.043835616438356162e+01
1.051470588235294201e+01,1.057692307692307665e+01,1.048333333333333250e+01,1.031250000000000000e+01,1.028787878787878718e+01,1.049275362318840621e+01,1.050000000000000000e+01,1.032000000000000028e+01,1.039743589743589780e+01,1.094936708860759644e+01,1.063768115942028913e+01,1.085714285714285765e+01,1.079729729729729648e+01,1.032941176470588474e+01,1.049090909090909030e+01,1.062857142857142811e+01,1.059999999999999964e+01,1.019696969696969546e+01,1.065517241379310320e+01,1.033870967741935409e+01,1.061290322580645196e+01,1.030379746835443022e+01,1.042253521126760596e+01,1.025000000000000000e+01,1.030303030303030454e+01,1.044444444444444464e+01,1.037500000000000000e+01
1.057333333333333414e+01,1.066249999999999964e+01,1.019565217391304479e+01,1.069512195121951237e+01,1.088000000000000078e+01,1.078787878787878718e+01,1.059090909090909172e+01,1.053749999999999964e+01,1.066176470588235148e+01,1.098717948717948723e+01,1.021794871794871540e+01,1.058064516129032206e+01,1.084415584415584455e+01,1.071621621621621578e+01,1.055172413793103381e+01,1.096428571428571352e+01,1.081944444444444464e+01,1.019999999999999929e+01,1.114864864864864913e+01,1.052702702702702631e+01,1.068831168831168732e+01,1.050632911392404978e+01,1.071084337349397586e+01,1.004615384615384599e+01,1.034285714285714342e+01,1.069354838709677402e+01,1.100000000000000000e+01
1.069767441860465063e+01,1.041249999999999964e+01,1.027397260273972357e+01,1.065476190476190332e+01,1.121794871794871540e+01,1.100000000000000000e+01,1.037931034482758363e+01,1.045977011494252729e+01,1.075294117647058911e+01,1.086585365853658480e+01,1.054216867469879659e+01,1.093939393939393945e+01,1.062500000000000000e+01,1.015714285714285658e+01,1.041975308641975140e+01,1.065909090909090828e+01,1.140789473684210442e+01,1.045454545454545681e+01,1.093750000000000000e+01,1.036904761904762040e+01,1.076744186046511587e+01,1.026027397260273943e+01,1.092783505154639201e+01,1.003030303030303116e+01,1.044999999999999929e+01,1.076470588235294201e+01,1.069117647058823550e+01
1.084269662921348321e+01,1.070329670329670435e+01,1.031506849315068486e+01,1.080000000000000071e+01,1.135135135135135087e+01,1.116279069767442067e+01,1.037113402061855538e+01,1.057831325301204828e+01,1.093877551020407957e+01,1.083116883116883145e+01,1.069620253164556978e+01,1.077777777777778034e+01,1.039759036144578452e+01,1.015714285714285658e+01,1.059756097560975618e+01,1.044578313253012070e+01,1.137209302325581639e+01,1.089393939393939448e+01,1.109411764705882320e+01,1.053333333333333144e+01,1.092682926829268375e+01,1.058108108108108070e+01,1.119780219780219532e+01,1.012328767123287676e+01,1.087058823529411811e+01,1.091999999999999993e+01,1.076470588235294201e+01
1.117346938775510168e+01,1.065277777777778034e+01,1.028571428571428648e+01,1.087356321839080486e+01,1.188059701492537279e+01,1.122891566265060170e+01,1.014285714285714235e+01,1.105747126436781613e+01,1.101162790697674332e+01,1.084523809523809668e+01,1.097802197802197810e+01,1.091249999999999964e+01,1.016483516483516425e+01,1.028767123287671126e+01,1.103260869565217384e+01,1.032926829268292757e+01,1.158024691358024860e+01,1.101333333333333364e+01,1.070731707317073145e+01,1.064150943396226445e+01,1.119277108433735002e+01,1.093902439024390461e+01,1.091428571428571637e+01,1.010389610389610482e+01,1.110526315789473628e+01,1.103296703296703285e+01,1.080821917808219190e+01
1.109574468085106425e+01,1.100000000000000000e+01,1.029761904761904745e+01,1.065517241379310320e+01,1.194565217391304479e+01,1.136363636363636331e+01,1.017777777777777537e+01,1.079347826086956452e+01,1.117647058823529171e+01,1.116470588235294059e+01,1.102597402597402620e+01,1.105714285714285516e+01,1.001010101010101039e+01,1.077906976744185918e+01,1.140517241379310320e+01,1.037373737373737370e+01,1.167961165048543570e+01,1.155670103092783663e+01,1.066666666666666607e+01,1.023300970873786397e+01,1.109890109890110033e+01,1.091249999999999964e+01,1.112162162162161927e+01,1.016666666666666607e+01,1.129069767441860428e+01,1.106194690265486713e+01,1.067441860465116221e+01
