Nosketch	Sketch1	Sketch2	Sketch3
0.31414971038157696	0.46091728926180453	0.3800718004240525	0.08612001946389324
0.3226699210742999	0.4726584394321961	0.343693553517139	-0.0206017886700853
0.42728879890845667	0.5327281502514423	0.3979938075989199	0.02364603524008558
0.47192796423008193	0.5036232427149878	0.36691035033069497	0.0021249690539627414
0.48948345661254744	0.49373400575431103	0.31732497869067056	0.031832955634351415
0.49282211171431456	0.5088624051347602	0.5111175277131726	0.11630075804832822
0.5315078461526471	0.7192030094198516	0.45648268893998034	0.06595696158484633
0.41068088625871496	0.3695900342510483	0.4274484984182569	-0.04753049535707438
0.5737764837027101	0.31655668035216084	0.26075918720554647	-0.0070628681902512825
0.45832081247642265	0.3304492444534545	0.47736471290502824	0.009295014897783968
0.39056125118668567	0.5773952019811562	0.44054083970858215	0.19835719821365203
0.3927504055435385	0.45512193117866206	0.44248487530432185	5.228915870136595e-05
0.458808839797847	0.42132225762732395	0.3886815560908194	0.04412817155340538
0.3802212661458318	0.24570612981361567	0.4462834098704363	-0.041201683665745885
0.5453020955246561	0.4924892159935044	0.2771161342226542	0.2895487242838864
0.38068440298381584	0.4791713101210919	0.2155095988047054	0.005923646312805185
0.42936833736437485	0.5753951034047833	0.34122492697299794	-0.0025551179189309586
0.3628510734016552	0.49349318190738317	0.47319981843681236	-0.03989284179868586
0.3915987608363439	0.5567252951165229	0.3790416566511916	-0.009011286368670438
0.38758621323761905	0.34093974816006245	0.8414511984892536	-0.023120615344882568
0.6067036638461707	0.3848487255372189	0.29769847700280155	0.021307173771458847
0.27711796636864133	0.7153138465816135	0.3985882950777999	0.02097330963488995
0.2936289152018632	0.3763666557031647	0.26127380831212094	0.023152666433014446
0.21519386487642017	0.34070713141061426	0.4244624714870015	-0.013316911980242561
0.4832433532868486	0.4225866443344743	0.5695787600703142	0.06539777804089127
0.48626857274282587	0.3658453695305045	0.21520410948947583	0.0010602076425924292
0.3497095614968357	0.2831973223107456	0.20920383935785802	-0.019453268572626286
0.6108850586314215	0.38167740652319604	0.3394943028939343	-0.05077858182051278
0.5280021118860694	0.4197709997326669	0.31700871827217353	0.028810190032063466
0.5994629554793777	0.45983348889983705		-0.009172321809685375
