Nosketch	Sketch1	Sketch2	Sketch3
0.12469113775451098	0.1010894658965638	0.14773610123568062	0.055207219907253496
0.11020646871760172	0.14583315822836776	0.11117647330951975	0.007223403215040988
0.13658389884312339	0.08446127550088967	0.1255020219650174	0.01370507140484465
0.06805934378019857	0.19622445729719848	0.0872988478988051	0.04006308813580379
0.19940186156390793	0.1329159919379376	0.1323966329827705	0.0012956793867768275
0.1266368114688508	0.11571399980643333	0.19178362618672243	0.02335043762217703
0.1173333464052009	0.12712374668188928	0.19863294876881785	0.0485631051681295
0.1268725008327891	0.1383615067263338	0.10508415160842545	0.0020013337271668386
0.11706558763782401	0.1466274120804841	0.1608699511058947	0.007019585881919558
0.0974609417072176	0.11931727812570156	0.16139942069986601	0.13682101628814952
0.09465427519998419	0.23855103612338047	0.1413006321094874	0.013186602223810889
0.13451366820314564	0.11823340138703914	0.08765528094484966	0.012339146090565271
0.12473874282583396	0.13177390507412023	0.10929365665077584	0.017211295753896818
0.12401068078065093	0.13540471258571155	0.15929662718009707	-0.027412208990126568
0.14527900192639645	0.12305365928483142	0.10659141690993836	0.08159113711782001
0.115188093474902	0.08956841141121692	0.12284226989089007	0.06045090217930485
0.10457794929326458	0.13849262618044378	0.09824354574599993	0.03391841531576145
0.09237167539272324	0.09616639301884182	0.11282408946713811	0.13338009280907517
0.12189055072532033	0.11985220388643522	0.13133484192988878	0.04710495586008252
0.21389090806679875	0.09405335856615474	0.11500022148526645	0.040469926132326625
0.10814820232750504	0.09025460005399842	0.14061088985007206	0.09915532230971895
0.11650889380629796	0.18329068712717123	0.18360087420713442	0.06645408295939721
0.1028158531178351	0.10655492536464897	0.11816832173326297	0.0480075683615998
0.15027603416382976	0.11459392143632634	0.16036354921393947	-0.009596062836391637
0.16678392541238002	0.24481266780460237	0.14631829335885865	0.027288437127039565
0.17744764205523036	0.13930881418913038	0.13216558501049352	0.017641889614828814
0.10827352195811714	0.1385857031822414	0.10870948706761016	0.046191190922180755
0.08558543107296719	0.11870835319225864	0.07684571660055477	0.023149719720245345
0.14334985910502646	0.17521421484309882	0.13775923668511006	0.06562617880901804
0.13830122771653885	0.13828322883778815	0.18899592784799094	
