1.024496097564697266e+02,1.042831771373748779e+02,1.034050018787384033e+02,1.032109777927398824e+02,1.014940280914306641e+02,1.026999330520630025e+02
1.032082479000091553e+02,1.049119770526885986e+02,1.046146140098571777e+02,1.047155809402465820e+02,1.022693359851837158e+02,1.037060489654541016e+02
1.035519368648529053e+02,1.053829162120819234e+02,1.052998521327972412e+02,1.053189699649810791e+02,1.028346729278564453e+02,1.039530191421508789e+02
1.039482810497283936e+02,1.063653931617736816e+02,1.062582020759582377e+02,1.062123668193817139e+02,1.034523489475250244e+02,1.046989080905914449e+02
1.050013689994812012e+02,1.068366830348968364e+02,1.069224402904510356e+02,1.070783479213714600e+02,1.036821560859680176e+02,1.056172199249267578e+02
1.058662469387054443e+02,1.074679191112518453e+02,1.076329541206360005e+02,1.078482530117034770e+02,1.041958220005035400e+02,1.062478809356689595e+02
1.067484350204467773e+02,1.080968613624572754e+02,1.086344270706176758e+02,1.084477660655975200e+02,1.052647900581360005e+02,1.071510608196258403e+02
1.074627928733825541e+02,1.087083432674407959e+02,1.092711122035980225e+02,1.093517179489135600e+02,1.059287979602813579e+02,1.079659638404846191e+02
1.083332588672637939e+02,1.091596963405609131e+02,1.103235042095184468e+02,1.103993968963623047e+02,1.067104787826537944e+02,1.085244410037994385e+02
1.091819689273834229e+02,1.100083923339843750e+02,1.109826221466064453e+02,1.113464767932891846e+02,1.074411158561706401e+02,1.097589659690856934e+02
1.098509218692779541e+02,1.107304823398589946e+02,1.117590179443359375e+02,1.119631319046020366e+02,1.083997709751129150e+02,1.104245090484619141e+02
1.106228971481323242e+02,1.109574279785156250e+02,1.126324021816253662e+02,1.124646449089050435e+02,1.093067750930785991e+02,1.116121809482574463e+02
1.113285248279571533e+02,1.118419311046600342e+02,1.134149391651153564e+02,1.132114579677581787e+02,1.101017780303955220e+02,1.123111741542816162e+02
1.123081610202789165e+02,1.125904083251953267e+02,1.139245102405547954e+02,1.142168347835540771e+02,1.109074470996856832e+02,1.136389849185943604e+02
1.129969220161437988e+02,1.133452003002166748e+02,1.149260551929474019e+02,1.150611999034881592e+02,1.116798100471496582e+02,1.143506000041961670e+02
1.137064371109008789e+02,1.141408240795135640e+02,1.157116191387176372e+02,1.157242460250854350e+02,1.121834299564361572e+02,1.154226038455963135e+02
1.145764100551605225e+02,1.145535800457000732e+02,1.166363830566406250e+02,1.164702229499816752e+02,1.130492630004882812e+02,1.161056380271911621e+02
1.152665688991546631e+02,1.156222929954528809e+02,1.174219892024994039e+02,1.170950689315796041e+02,1.138028738498687602e+02,1.170407509803771973e+02
1.162591149806976460e+02,1.164779021739959575e+02,1.181901712417602397e+02,1.178523159027099609e+02,1.145900690555572368e+02,1.181597809791564941e+02
1.168908650875091553e+02,1.173134973049163818e+02,1.187984969615936421e+02,1.187098939418792867e+02,1.152960078716277934e+02,1.191263179779052734e+02
1.177187328338623047e+02,1.182473742961883545e+02,1.195944800376891948e+02,1.195803821086883545e+02,1.159967989921569824e+02,1.198559978008270406e+02
1.186607048511505269e+02,1.191078991889953613e+02,1.204196772575378418e+02,1.207267260551452637e+02,1.169632680416107178e+02,1.208659701347351216e+02
1.196711568832397603e+02,1.198287181854248047e+02,1.211451199054718018e+02,1.216512899398803569e+02,1.179290430545806743e+02,1.219707219600677632e+02
1.208073229789734029e+02,1.204940981864929199e+02,1.220134170055389404e+02,1.224706430435180806e+02,1.185513780117034770e+02,1.226545789241790771e+02
1.217417190074920796e+02,1.212724092006683208e+02,1.229288392066955566e+02,1.229837257862091064e+02,1.197409930229187012e+02,1.234855480194091797e+02
1.224535598754882812e+02,1.219714403152465820e+02,1.237716820240020752e+02,1.237291028499603129e+02,1.204114670753479004e+02,1.247578520774841166e+02
1.234764468669891357e+02,1.227600619792938232e+02,1.242752790451049805e+02,1.244929208755493164e+02,1.212247810363769531e+02,1.256140887737274170e+02
1.243352081775665141e+02,1.234766962528228760e+02,1.249573471546173238e+02,1.253079009056091166e+02,1.221672379970550395e+02,1.264983379840850830e+02
1.250366950035095215e+02,1.243663733005523540e+02,1.257391040325164795e+02,1.261203260421752930e+02,1.226301550865173198e+02,1.279868478775024414e+02
1.261101379394531250e+02,1.252343301773071147e+02,1.267788631916046000e+02,1.273545181751251221e+02,1.233320589065551758e+02,1.292566928863525391e+02
1.268567099571228027e+02,1.261059901714324951e+02,1.276556789875030375e+02,1.279921848773956441e+02,1.241976141929626465e+02,1.304649870395660400e+02
1.277293009757995605e+02,1.268584032058715820e+02,1.287589511871337891e+02,1.289864861965179443e+02,1.249642338752746582e+02,1.332578170299530029e+02
1.287326450347900391e+02,1.272341711521148824e+02,1.291917381286621094e+02,1.294387979507446289e+02,1.258327600955963135e+02,1.347460777759552002e+02
1.296295280456542969e+02,1.282403662204742432e+02,1.302148671150207520e+02,1.302578258514404297e+02,1.267039899826049805e+02,1.369264080524444580e+02
1.306607389450073242e+02,1.291423721313476562e+02,1.311885581016540527e+02,1.312842249870300293e+02,1.277149031162261963e+02,1.383595829010009766e+02
1.324076368808746338e+02,1.298155071735382080e+02,1.323466150760650635e+02,1.322683830261230469e+02,1.284744520187377930e+02,1.400561041831970215e+02
1.342130968570709229e+02,1.306396653652191162e+02,1.332609331607818604e+02,1.330294859409332275e+02,1.292195720672607422e+02,1.414545099735260010e+02
1.354037489891052246e+02,1.315251681804656982e+02,1.339929289817810059e+02,1.336121838092803955e+02,1.301067368984222412e+02,1.424974617958068848e+02
1.365462970733642578e+02,1.329997482299804688e+02,1.347850570678710938e+02,1.343001208305358887e+02,1.308844969272613525e+02,1.438323638439178467e+02
1.375508778095245361e+02,1.338773281574249268e+02,1.354289300441741943e+02,1.350396177768707275e+02,1.327046790122985840e+02,1.459195120334625244e+02
1.389675669670104980e+02,1.347643702030181885e+02,1.361724452972412109e+02,1.358540139198303223e+02,1.334643588066101074e+02,1.471298620700836182e+02
1.402975950241088867e+02,1.355510721206665039e+02,1.368386580944061279e+02,1.364988579750061035e+02,1.342092380523681641e+02,1.481351311206817627e+02
1.417454800605773926e+02,1.362735481262207031e+02,1.375285029411315918e+02,1.369980230331420898e+02,1.349443180561065674e+02,1.500080039501190186e+02
1.430491161346435547e+02,1.372713012695312500e+02,1.382401258945465088e+02,1.377328448295593262e+02,1.359631061553955078e+02,1.528952870368957520e+02
1.443566408157348633e+02,1.383254323005676270e+02,1.393607459068298340e+02,1.385066969394683838e+02,1.368440220355987549e+02,1.551634569168090820e+02
1.455886008739471436e+02,1.390074093341827393e+02,1.399314460754394531e+02,1.394740297794342041e+02,1.377476527690887735e+02,1.568797690868377686e+02
1.468345220088958740e+02,1.399143900871276855e+02,1.407893769741058350e+02,1.405092999935149862e+02,1.384485378265380859e+02,1.584173059463500977e+02
