9.500000000000000000e+00,9.500000000000000000e+00,9.500000000000000000e+00,9.500000000000000000e+00,9.500000000000000000e+00,9.500000000000000000e+00,9.500000000000000000e+00,9.500000000000000000e+00,9.500000000000000000e+00,9.500000000000000000e+00,9.500000000000000000e+00,9.500000000000000000e+00,9.500000000000000000e+00,9.500000000000000000e+00,9.500000000000000000e+00,9.500000000000000000e+00,9.500000000000000000e+00,9.500000000000000000e+00,9.500000000000000000e+00,9.500000000000000000e+00,9.500000000000000000e+00,9.500000000000000000e+00,9.500000000000000000e+00,9.500000000000000000e+00,9.500000000000000000e+00,9.500000000000000000e+00,9.500000000000000000e+00,9.500000000000000000e+00,9.500000000000000000e+00,9.500000000000000000e+00,9.500000000000000000e+00,9.500000000000000000e+00,9.500000000000000000e+00,9.500000000000000000e+00,9.500000000000000000e+00,9.500000000000000000e+00,9.500000000000000000e+00,9.500000000000000000e+00
9.533333333333331439e+00,1.015151515151515227e+01,1.004878048780487809e+01,1.022857142857142776e+01,1.013333333333333286e+01,1.037037037037037024e+01,1.007692307692307665e+01,1.000000000000000000e+01,1.008888888888888857e+01,1.022857142857142776e+01,1.016129032258064591e+01,1.050000000000000000e+01,1.003571428571428648e+01,9.974358974358974450e+00,1.019444444444444464e+01,1.034090909090909172e+01,1.029545454545454319e+01,1.048571428571428577e+01,1.005555555555555536e+01,1.000000000000000000e+01,1.013157894736841946e+01,1.030555555555555536e+01,1.034482758620689680e+01,9.852941176470588758e+00,1.029545454545454319e+01,9.939999999999999503e+00,1.056410256410256387e+01,9.714285714285713524e+00,1.044999999999999929e+01,1.003225806451612989e+01,1.003448275862069039e+01,1.000000000000000000e+01,1.023684210526315752e+01,1.020588235294117574e+01,1.029268292682926855e+01,1.005454545454545645e+01,1.032499999999999929e+01,9.781250000000000000e+00
1.019354838709677402e+01,1.041860465116279144e+01,1.000000000000000000e+01,1.016666666666666607e+01,1.048888888888888715e+01,1.066153846153845919e+01,1.033333333333333393e+01,1.060465116279069520e+01,1.022448979591836782e+01,1.059999999999999964e+01,1.052380952380952372e+01,1.069811320754716988e+01,1.048936170212765973e+01,1.024444444444444358e+01,1.059574468085106425e+01,1.017241379310344840e+01,1.050000000000000000e+01,1.039534883720930480e+01,1.032653061224489832e+01,1.005882352941176450e+01,1.011999999999999922e+01,1.048076923076922995e+01,1.032608695652173836e+01,1.005769230769230838e+01,1.044615384615384635e+01,1.046551724137930961e+01,1.041666666666666607e+01,9.934782608695652328e+00,1.067796610169491522e+01,1.005882352941176450e+01,1.044736842105263186e+01,1.017741935483870996e+01,1.050000000000000000e+01,1.014000000000000057e+01,1.035555555555555607e+01,1.007692307692307665e+01,1.035593220338983045e+01,1.009615384615384848e+01
1.012820512820512775e+01,1.033928571428571352e+01,9.967213114754100545e+00,1.023913043478260931e+01,1.081818181818181834e+01,1.095833333333333393e+01,1.034693877551020336e+01,1.057446808510638370e+01,1.037142857142857189e+01,1.070454545454545681e+01,1.036507936507936556e+01,1.086153846153846203e+01,1.037254901960784359e+01,1.057142857142857117e+01,1.072602739726027643e+01,1.074626865671642051e+01,1.051388888888888928e+01,1.044897959183673386e+01,1.038709677419354804e+01,1.009523809523809668e+01,1.019696969696969546e+01,1.054716981132075659e+01,1.056716417910447525e+01,1.027397260273972357e+01,1.042708333333333393e+01,1.073134328358209011e+01,1.065384615384615152e+01,1.042372881355932179e+01,1.049180327868852380e+01,1.019047619047618980e+01,9.953488372093023173e+00,1.072727272727272840e+01,1.062121212121211933e+01,1.034545454545454568e+01,9.978723404255319451e+00,1.007042253521126796e+01,1.086666666666666714e+01,1.000000000000000000e+01
1.002702702702702631e+01,1.022857142857142776e+01,1.005633802816901401e+01,1.067647058823529171e+01,1.112500000000000000e+01,1.108333333333333393e+01,1.061194029850746468e+01,1.038775510204081520e+01,1.058666666666666600e+01,1.029787234042553123e+01,1.023880597014925442e+01,1.080952380952381020e+01,1.092187500000000000e+01,1.080000000000000071e+01,1.055555555555555536e+01,1.089333333333333265e+01,1.061666666666666714e+01,1.037931034482758363e+01,1.059375000000000000e+01,1.026666666666666750e+01,1.035384615384615437e+01,1.066101694915253972e+01,1.054929577464788792e+01,1.025974025974026027e+01,1.058510638297872397e+01,1.075362318840579512e+01,1.103174603174603163e+01,1.090769230769230802e+01,1.044117647058823550e+01,1.000000000000000000e+01,1.011999999999999922e+01,1.042465753424657571e+01,1.078378378378378422e+01,1.043283582089552475e+01,1.014516129032258007e+01,1.058536585365853533e+01,1.075581395348837255e+01,9.910447761194030036e+00
1.045454545454545681e+01,1.003030303030303116e+01,1.028571428571428648e+01,1.080263157894736814e+01,1.115151515151515227e+01,1.090540540540540349e+01,1.095714285714285552e+01,1.027083333333333393e+01,1.014102564102564052e+01,1.052830188679245360e+01,1.007575757575757613e+01,1.045977011494252729e+01,1.091666666666666607e+01,1.040740740740740833e+01,1.040476190476190332e+01,1.050000000000000000e+01,1.045121951219512191e+01,1.046774193548387011e+01,1.059459459459459651e+01,1.009999999999999964e+01,1.063095238095237960e+01,1.106097560975609539e+01,1.054687500000000000e+01,1.023809523809523547e+01,1.075000000000000000e+01,1.110606060606060552e+01,1.087012987012987075e+01,1.077142857142857224e+01,1.071250000000000036e+01,1.028205128205128460e+01,9.968253968253968367e+00,1.076136363636363669e+01,1.077011494252873547e+01,1.073972602739726057e+01,1.070312500000000000e+01,1.037755102040816446e+01,1.108791208791208760e+01,1.026229508196721163e+01
1.078723404255319274e+01,1.055072463768116009e+01,1.020588235294117574e+01,1.088636363636363669e+01,1.131343283582089576e+01,1.098795180722891551e+01,1.115384615384615152e+01,1.032075471698113134e+01,1.053424657534246833e+01,1.086666666666666714e+01,1.014084507042253591e+01,1.047727272727272840e+01,1.098275862068965658e+01,1.062686567164179152e+01,1.047311827956989205e+01,1.030882352941176450e+01,1.085227272727272840e+01,1.077272727272727160e+01,1.088888888888888928e+01,1.013793103448275801e+01,1.083720930232557933e+01,1.113095238095237960e+01,1.045121951219512191e+01,1.004761904761904745e+01,1.069791666666666607e+01,1.083870967741935409e+01,1.092537313432836044e+01,1.064935064935064979e+01,1.080246913580246826e+01,1.045205479452054753e+01,9.983333333333332504e+00,1.081927710843373447e+01,1.102597402597402620e+01,1.078666666666666885e+01,1.100000000000000000e+01,1.060747663551401843e+01,1.109708737864077754e+01,1.042352941176470615e+01
1.122222222222221966e+01,1.052941176470588225e+01,1.011340206185566970e+01,1.131034482758620641e+01,1.149275362318840621e+01,1.143750000000000000e+01,1.104225352112676006e+01,1.107936507936508086e+01,1.047826086956521685e+01,1.036206896551724199e+01,1.050684931506849118e+01,1.101010101010101039e+01,1.084848484848484773e+01,1.067647058823529171e+01,1.062650602409638623e+01,1.043750000000000000e+01,1.076699029126213603e+01,1.087837837837838073e+01,1.101298701298701133e+01,1.018840579710144922e+01,1.088095238095237960e+01,1.148275862068965658e+01,1.064102564102564052e+01,9.974025974025973795e+00,1.105405405405405439e+01,1.103174603174603163e+01,1.114864864864864913e+01,1.056164383561643838e+01,1.080000000000000071e+01,1.059999999999999964e+01,1.020833333333333393e+01,1.074545454545454604e+01,1.123611111111111072e+01,1.065753424657534332e+01,1.166233766233766467e+01,1.039449541284403544e+01,1.119791666666666607e+01,1.050000000000000000e+01
1.125000000000000000e+01,1.074324324324324387e+01,1.057798165137614887e+01,1.100000000000000000e+01,1.115384615384615152e+01,1.185849056603773555e+01,1.095238095238095255e+01,1.142028985507246475e+01,1.027999999999999936e+01,1.070967741935483808e+01,1.030000000000000071e+01,1.110784313725490158e+01,1.120312500000000000e+01,1.078378378378378422e+01,1.100000000000000000e+01,1.000000000000000000e+01,1.060784313725490158e+01,1.102325581395348841e+01,1.084337349397590344e+01,1.050000000000000000e+01,1.079545454545454319e+01,1.165151515151515227e+01,1.046341463414633921e+01,1.006172839506172778e+01,1.096000000000000085e+01,1.104166666666666607e+01,1.040845070422535201e+01,1.048235294117647065e+01,1.086842105263158054e+01,1.082608695652173836e+01,1.081944444444444464e+01,1.100000000000000000e+01,1.112307692307692442e+01,1.050574712643678232e+01,1.125714285714285801e+01,1.059649122807017640e+01,1.094897959183673386e+01,1.075000000000000000e+01
1.151219512195122086e+01,1.059420289855072461e+01,1.092307692307692335e+01,1.095505617977528168e+01,1.124390243902439046e+01,1.173451327433628322e+01,1.162337662337662358e+01,1.133333333333333393e+01,1.047826086956521685e+01,1.053448275862069039e+01,1.063414634146341520e+01,1.071739130434782616e+01,1.067241379310344840e+01,1.105000000000000071e+01,1.070930232558139572e+01,1.037931034482758363e+01,1.074468085106382986e+01,1.109638554216867412e+01,1.066666666666666607e+01,1.068918918918918948e+01,1.037500000000000000e+01,1.147777777777777786e+01,1.027659574468085069e+01,1.009756097560975618e+01,1.132323232323232354e+01,1.110714285714285765e+01,1.047945205479451936e+01,1.018965517241379359e+01,1.069047619047618980e+01,1.096052631578947434e+01,1.073333333333333250e+01,1.133333333333333393e+01,1.152307692307692477e+01,1.044565217391304479e+01,1.179012345679012341e+01,1.056521739130434767e+01,1.105825242718446866e+01,1.081927710843373447e+01
1.118072289156626553e+01,1.080000000000000071e+01,1.117073170731707243e+01,1.096039603960396036e+01,1.140476190476190332e+01,1.186991869918699116e+01,1.151999999999999957e+01,1.104878048780487809e+01,1.045783132530120341e+01,1.040625000000000000e+01,1.071578947368421275e+01,1.133333333333333393e+01,1.097014925373134453e+01,1.113235294117647278e+01,1.091578947368421026e+01,1.032394366197183011e+01,1.037500000000000000e+01,1.122388059701492580e+01,1.086250000000000071e+01,1.090000000000000036e+01,1.081927710843373447e+01,1.093023255813953654e+01,1.031818181818181834e+01,1.001351351351351404e+01,1.115533980582524443e+01,1.069767441860465063e+01,1.026582278481012622e+01,1.058064516129032206e+01,1.102631578947368318e+01,1.072580645161290391e+01,1.104819277108433795e+01,1.143925233644860029e+01,1.135526315789473628e+01,1.055963302752293664e+01,1.161445783132530174e+01,1.085046728971962615e+01,1.122105263157894761e+01,1.112500000000000000e+01
