# stan_version_major = 2
# stan_version_minor = 33
# stan_version_patch = 0
# model = unif_model
# start_datetime = 2024-03-21 15:42:54 UTC
# method = sample (Default)
#   sample
#     num_samples = 50000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 1758954680 (Default)
# output
#   file = examples\randomwalk\unifMCMC.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.33.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,step,x
# Adaptation terminated
# Step size = 0.297629
# Diagonal elements of inverse mass matrix:
# 0.0870014
0,0.888889,0.297629,3,9,1,0.488801,0.369747,-10
0,0.916667,0.297629,3,12,1,0.109251,0.164566,-10
0,0.975,0.297629,5,40,1,0.00682158,0.267107,-10
0,0.8,0.297629,2,5,1,1.15213,0.53363,-10
0,0.833333,0.297629,2,6,1,0.451845,0.783992,10
0,0.954545,0.297629,4,22,1,0.0929627,0.405456,-10
0,0.888889,0.297629,3,9,1,0.155335,0.209729,-10
0,0.967742,0.297629,4,31,1,0.0491434,0.512476,-10
0,0.833333,0.297629,2,6,1,0.506036,0.68911,-10
0,0.928571,0.297629,3,14,1,0.230984,0.390767,-10
0,0.833333,0.297629,2,6,1,2.03926,0.922645,10
0,0.833333,0.297629,2,6,1,0.0436358,0.844842,10
0,0.956522,0.297629,4,23,1,0.128249,0.311308,-10
0,0.916667,0.297629,3,12,1,0.331036,0.668467,-10
0,0.970588,0.297629,5,34,1,0.0314804,0.0957408,-10
0,0.8,0.297629,2,5,1,0.0840951,0.167747,-10
0,0.857143,0.297629,2,7,1,0.109147,0.24978,-10
0,0.857143,0.297629,2,7,1,0.157691,0.200479,-10
0,0.8,0.297629,2,5,1,0.129608,0.0663907,-10
0,0.875,0.297629,3,8,1,0.764024,0.608988,-10
0,0.993421,0.297629,7,152,1,0.000519179,0.866415,10
0,0.666667,0.297629,1,3,1,0.597681,0.770433,10
0,0.909091,0.297629,3,11,1,0.37091,0.467987,-10
0,0.952381,0.297629,4,21,1,0.0622194,0.839606,10
0,0.5,0.297629,1,2,1,1.91931,0.667607,-10
0,0.875,0.297629,3,8,1,0.369872,0.969629,10
0,0,0.297629,0,1,1,0.618502,0.969629,10
0,0.5,0.297629,1,2,1,0.0331388,0.99223,10
0,0.5,0.297629,1,2,1,0.123633,0.948576,10
0,0,0.297629,0,1,1,0.228912,0.948576,10
0,0.875,0.297629,3,8,1,0.119758,0.819684,10
0,0.947368,0.297629,4,19,1,0.120872,0.431213,-10
0,0.961538,0.297629,4,26,1,0.0991475,0.23575,-10
0,0.666667,0.297629,1,3,1,1.84965,0.404599,-10
0,0.947368,0.297629,4,19,1,0.0906511,0.74102,-10
0,0.928571,0.297629,3,14,1,0.350643,0.52047,-10
0,0.928571,0.297629,3,14,1,0.294333,0.789892,10
0,0.833333,0.297629,2,6,1,1.24782,0.512521,-10
0,0.993007,0.297629,7,143,1,0.00283869,0.777111,10
0,0.933333,0.297629,3,15,1,0.261255,0.459821,-10
0,0.888889,0.297629,3,9,1,0.261969,0.142098,-10
0,0.833333,0.297629,2,6,1,0.312679,0.280944,-10
0,0.857143,0.297629,2,7,1,0.109555,0.157664,-10
0,0.8,0.297629,2,5,1,0.0833099,0.0859952,-10
0,0.96,0.297629,4,25,1,0.00514246,0.15722,-10
0,0.5,0.297629,1,2,1,0.795706,0.0464732,-10
0,1,0.297629,10,1023,0,6.59583e-009,0.0507988,-10
0,0.970588,0.297629,5,34,1,0.000622835,0.0848814,-10
0,0.993243,0.297629,7,148,1,0.000242341,0.224037,-10
0,0.833333,0.297629,2,6,1,0.268583,0.288378,-10
0,0.994595,0.297629,7,185,1,0.00122462,0.783667,10
0,0.8,0.297629,2,5,1,1.16237,0.515962,-10
0,0.983051,0.297629,5,59,1,0.0115591,0.756226,10
0,0.974359,0.297629,5,39,1,0.00641329,0.795996,10
0,0.666667,0.297629,1,3,1,0.381447,0.872674,10
0,0.952381,0.297629,4,21,1,0.0401572,0.648762,-10
0,0.977778,0.297629,5,45,1,0.0293202,0.266105,-10
0,0.666667,0.297629,1,3,1,3.01509,0.481682,-10
0,0.666667,0.297629,1,3,1,1.8389,0.313325,-10
0,0.988889,0.297629,6,90,1,0.00762046,0.703488,-10
0,1,0.297629,10,1023,0,2.97808e-006,0.747838,-10
0,0.9,0.297629,3,10,1,0.308147,0.403248,-10
0,0.8,0.297629,2,5,1,0.475295,0.232063,-10
0,0.9,0.297629,3,10,1,0.0825241,0.196398,-10
0,0.96,0.297629,4,25,1,0.0147063,0.301789,-10
0,0.923077,0.297629,3,13,1,0.162346,0.551907,-10
0,0.992126,0.297629,6,127,1,0.00181237,0.430343,-10
0,0.666667,0.297629,1,3,1,1.80224,0.263672,-10
0,0.965517,0.297629,4,29,1,0.00909862,0.168932,-10
0,0.933333,0.297629,3,15,1,0.031861,0.257575,-10
0,0.916667,0.297629,3,12,1,0.0752468,0.291631,-10
0,0.666667,0.297629,1,3,1,3.92094,0.537469,-10
0,0.990476,0.297629,6,105,1,0.004998,0.739343,-10
0,0.987654,0.297629,6,81,1,0.00619717,0.182253,-10
0,0.666667,0.297629,1,3,1,0.287591,0.115673,-10
0,0.75,0.297629,2,4,1,0.123559,0.0283915,-10
0,0.888889,0.297629,3,9,1,0.808889,0.475032,-10
0,0.983333,0.297629,5,60,1,0.0074086,0.560521,-10
0,0.75,0.297629,2,4,1,1.68168,0.721521,-10
0,0.941176,0.297629,4,17,1,0.0530693,0.893125,10
0,0.75,0.297629,2,4,1,3.11714,0.235538,-10
0,0.916667,0.297629,3,12,1,0.309666,0.580976,-10
0,0.666667,0.297629,1,3,1,4.04008,0.331431,-10
0,0.991935,0.297629,6,124,1,0.00120241,0.451973,-10
0,0.9375,0.297629,4,16,1,0.0686329,0.0616706,-10
0,0.952381,0.297629,4,21,1,0.00145351,0.0238043,-10
0,0,0.297629,0,1,1,0.547047,0.0238043,-10
0,0.666667,0.297629,1,3,1,0.0236475,0.0428961,-10
0,0,0.297629,0,1,1,0.152714,0.0428961,-10
0,0.666667,0.297629,1,3,1,0.065094,0.0745716,-10
0,0.923077,0.297629,3,13,1,0.357679,0.371574,-10
0,0.928571,0.297629,3,14,1,0.19353,0.753893,10
0,0.9375,0.297629,4,16,1,0.158656,0.259376,-10
0,0.75,0.297629,2,4,1,0.39938,0.0239966,-10
0,0.75,0.297629,2,4,1,0.168859,0.126031,-10
0,0.9375,0.297629,4,16,1,0.0520666,0.437651,-10
0,0.833333,0.297629,2,6,1,1.11444,0.699778,-10
0,0.875,0.297629,3,8,1,0.525355,0.519804,-10
0,0.888889,0.297629,3,9,1,0.714608,0.939609,10
0,0,0.297629,0,1,1,0.525557,0.939609,10
0,0,0.297629,0,1,1,2.78852,0.939609,10
0,0.941176,0.297629,4,17,1,0.171605,0.322445,-10
0,0.5,0.297629,1,2,1,2.72041,0.117673,-10
0,0,0.297629,0,1,1,2.89548,0.117673,-10
0,0.909091,0.297629,3,11,1,0.524802,0.567372,-10
0,0.980392,0.297629,5,51,1,0.0170443,0.421495,-10
0,0.933333,0.297629,3,15,1,0.149418,0.709438,-10
0,0.8,0.297629,2,5,1,2.51648,0.512491,-10
0,0.833333,0.297629,2,6,1,0.740297,0.619312,-10
0,0.947368,0.297629,4,19,1,0.116319,0.492283,-10
0,0.888889,0.297629,3,9,1,0.453252,0.826619,10
0,0.75,0.297629,2,4,1,0.406993,0.985027,10
0,0,0.297629,0,1,1,0.0650799,0.985027,10
0,0.75,0.297629,2,4,1,1.58682,0.515848,-10
0,0.9375,0.297629,4,16,1,0.167804,0.210704,-10
0,0.875,0.297629,3,8,1,0.0872808,0.0273104,-10
0,0,0.297629,0,1,1,1.68964,0.0273104,-10
0,0.75,0.297629,2,4,1,0.382388,0.180855,-10
0,0.8,0.297629,2,5,1,0.139895,0.0879836,-10
0,0.5,0.297629,1,2,1,0.189463,0.0339435,-10
0,0,0.297629,0,1,1,2.55129,0.0339435,-10
0,0,0.297629,0,1,1,2.17709,0.0339435,-10
0,0.888889,0.297629,3,9,1,0.0415687,0.211132,-10
0,0.666667,0.297629,1,3,1,1.92381,0.383333,-10
0,0.952381,0.297629,4,21,1,0.142288,0.61749,-10
0,0.958333,0.297629,4,24,1,0.0307223,0.704534,-10
0,0.983871,0.297629,5,62,1,0.0136522,0.617496,-10
0,0.933333,0.297629,3,15,1,0.267857,0.746006,-10
0,0.888889,0.297629,3,9,1,0.104862,0.947023,10
0,0.888889,0.297629,3,9,1,0.0621724,0.761284,10
0,0.993103,0.297629,7,145,1,0.00264318,0.461288,-10
0,0.966667,0.297629,4,30,1,0.0563161,0.726451,-10
0,0.666667,0.297629,1,3,1,3.85657,0.482639,-10
0,0.958333,0.297629,4,24,1,0.0414688,0.356228,-10
0,0.909091,0.297629,3,11,1,0.397972,0.826156,10
0,0.961538,0.297629,4,26,1,0.0656941,0.571586,-10
0,0.857143,0.297629,2,7,1,0.579008,0.288174,-10
0,0.8,0.297629,2,5,1,0.433249,0.124737,-10
0,0.909091,0.297629,3,11,1,0.530235,0.576757,-10
0,0.857143,0.297629,2,7,1,0.475772,0.319851,-10
0,0.888889,0.297629,3,9,1,0.763605,0.64532,-10
0,0.888889,0.297629,3,9,1,0.33928,0.13911,-10
0,0.8,0.297629,2,5,1,0.875294,0.371416,-10
0,0.75,0.297629,2,4,1,2.52483,0.765964,10
0,0.928571,0.297629,3,14,1,0.372333,0.538694,-10
0,0.857143,0.297629,2,7,1,0.446474,0.621651,-10
0,0.666667,0.297629,1,3,1,1.5992,0.778653,10
0,0.916667,0.297629,3,12,1,0.173122,0.572025,-10
0,0.933333,0.297629,3,15,1,0.267414,0.957235,10
0,0,0.297629,0,1,1,1.01851,0.957235,10
0,0.857143,0.297629,2,7,1,1.34292,0.669489,-10
0,0.857143,0.297629,2,7,1,0.760933,0.34459,-10
0,0.909091,0.297629,3,11,1,0.237903,0.768478,10
0,0.991525,0.297629,6,118,1,0.00393133,0.534947,-10
0,0.909091,0.297629,3,11,1,0.306749,0.466186,-10
0,0.857143,0.297629,2,7,1,1.18658,0.060468,-10
0,0.9,0.297629,3,10,1,0.58266,0.43954,-10
0,0.666667,0.297629,1,3,1,2.3631,0.630391,-10
0,0.977778,0.297629,5,45,1,0.0215519,0.284093,-10
0,0.956522,0.297629,4,23,1,0.018192,0.15013,-10
0,0.933333,0.297629,3,15,1,0.241337,0.333103,-10
0,0.965517,0.297629,4,29,1,0.0641347,0.395986,-10
0,0.986486,0.297629,6,74,1,0.00653618,0.67703,-10
0,0.994845,0.297629,7,194,1,0.00173269,0.615015,-10
0,0.75,0.297629,2,4,1,0.923506,0.853633,10
0,0.8,0.297629,2,5,1,0.142331,0.900472,10
0,0.5,0.297629,1,2,1,1.33176,0.757198,10
0,0.96,0.297629,4,25,1,0.00839341,0.882315,10
0,0.5,0.297629,1,2,1,0.400343,0.960869,10
0,0.888889,0.297629,3,9,1,0.00195682,0.993821,10
0,0,0.297629,0,1,1,0.251917,0.993821,10
0,0.75,0.297629,2,4,1,1.74842,0.665494,-10
0,0.947368,0.297629,4,19,1,0.0743052,0.428596,-10
0,0.944444,0.297629,4,18,1,0.140651,0.661402,-10
0,0.8,0.297629,2,5,1,0.826257,0.774255,10
0,0.956522,0.297629,4,23,1,0.00677103,0.866199,10
0,0.857143,0.297629,2,7,1,0.0904416,0.791525,10
0,0.8,0.297629,2,5,1,0.827687,0.565625,-10
0,0.909091,0.297629,3,11,1,0.142756,0.753258,10
0,0.909091,0.297629,3,11,1,0.0620079,0.784174,10
0,0.9,0.297629,3,10,1,0.0563232,0.902032,10
0,0.941176,0.297629,4,17,1,0.0389524,0.657001,-10
0,0.965517,0.297629,4,29,1,0.0219226,0.546707,-10
0,0.9,0.297629,3,10,1,0.499709,0.195654,-10
0,0.833333,0.297629,2,6,1,0.397143,0.430373,-10
0,0.928571,0.297629,3,14,1,0.278247,0.299395,-10
0,0.923077,0.297629,3,13,1,0.140228,0.578342,-10
0,0.990566,0.297629,6,106,1,0.00327877,0.45038,-10
0,0.857143,0.297629,2,7,1,0.892324,0.802213,10
0,0.5,0.297629,1,2,1,1.25708,0.941412,10
0,0.75,0.297629,2,4,1,0.124146,0.897667,10
0,0.666667,0.297629,1,3,1,0.0815966,0.933132,10
0,0,0.297629,0,1,1,0.310288,0.933132,10
0,0.666667,0.297629,1,3,1,0.159195,0.883596,10
0,0.666667,0.297629,1,3,1,0.388612,0.806201,10
0,0.75,0.297629,2,4,1,3.28194,0.35637,-10
0,0.967742,0.297629,4,31,1,0.0556967,0.20987,-10
0,0.982143,0.297629,5,56,1,0.0180498,0.476746,-10
0,0.989691,0.297629,6,97,1,0.00190602,0.780279,10
0,0.9375,0.297629,4,16,1,0.0205558,0.976079,10
0,0.5,0.297629,1,2,1,0.672275,0.874284,10
0,0.875,0.297629,3,8,1,0.0223243,0.985584,10
0,0.666667,0.297629,1,3,1,0.00531712,0.976531,10
0,0.75,0.297629,2,4,1,0.0430878,0.924989,10
0,0,0.297629,0,1,1,1.25095,0.924989,10
0,0,0.297629,0,1,1,0.568075,0.924989,10
0,0.971429,0.297629,5,35,1,0.0270251,0.292287,-10
0,0.958333,0.297629,4,24,1,0.0943316,0.635469,-10
0,0.8,0.297629,2,5,1,0.587814,0.825842,10
0,0.75,0.297629,2,4,1,3.27129,0.152191,-10
0,0.962963,0.297629,4,27,1,0.0674399,0.442362,-10
0,0.97561,0.297629,5,41,1,0.0293439,0.69757,-10
0,0.933333,0.297629,3,15,1,0.0886989,0.512693,-10
0,0.9,0.297629,3,10,1,0.616993,0.0250929,-10
0,0,0.297629,0,1,1,0.655684,0.0250929,-10
0,0.5,0.297629,1,2,1,0.0322165,0.00280892,-10
0,0.5,0.297629,1,2,1,0.196979,0.0579105,-10
0,0.75,0.297629,2,4,1,0.0891133,0.0949722,-10
0,0,0.297629,0,1,1,0.6945,0.0949722,-10
0,0.666667,0.297629,1,3,1,0.182061,0.147946,-10
0,0.857143,0.297629,2,7,1,0.0656616,0.211573,-10
0,0.973684,0.297629,5,38,1,0.0328738,0.639266,-10
0,0.947368,0.297629,4,19,1,0.151007,0.349796,-10
0,0.993976,0.297629,7,166,1,0.00208364,0.706826,-10
0,0.989247,0.297629,6,93,1,0.00707293,0.445794,-10
0,0.9,0.297629,3,10,1,0.226693,0.682241,-10
0,0.909091,0.297629,3,11,1,0.315862,0.333364,-10
0,0.8,0.297629,2,5,1,0.945401,0.574794,-10
0,0.952381,0.297629,4,21,1,0.13979,0.342702,-10
0,0.958333,0.297629,4,24,1,0.0666279,0.567028,-10
0,0.875,0.297629,3,8,1,0.484677,0.826327,10
0,0.956522,0.297629,4,23,1,0.00733487,0.879491,10
0,0.977778,0.297629,5,45,1,0.0324507,0.476924,-10
0,0.8,0.297629,2,5,1,0.808011,0.253725,-10
0,0.974359,0.297629,5,39,1,0.0307434,0.558485,-10
0,0.857143,0.297629,2,7,1,0.317576,0.768378,10
0,0.997768,0.297629,8,448,1,3.37192e-005,0.846239,10
0,0.5,0.297629,1,2,1,1.74493,0.682239,-10
0,0.9,0.297629,3,10,1,0.267907,0.553718,-10
0,0.923077,0.297629,3,13,1,0.233892,0.313546,-10
0,0.984127,0.297629,5,63,1,0.00996093,0.536583,-10
0,0.933333,0.297629,3,15,1,0.0883889,0.278208,-10
0,0.989899,0.297629,6,99,1,0.00408252,0.770031,10
0,0.954545,0.297629,4,22,1,0.0139188,0.799326,10
0,0.9375,0.297629,4,16,1,0.166575,0.444629,-10
0,0.983333,0.297629,5,60,1,0.00469016,0.342599,-10
0,0.977273,0.297629,5,44,1,0.0294759,0.534435,-10
0,0.995726,0.297629,7,234,1,0.000526923,0.40619,-10
0,0.991228,0.297629,6,114,1,0.00305663,0.605245,-10
0,1,0.297629,10,1023,0,1.41191e-006,0.513044,-10
0,0.833333,0.297629,2,6,1,0.91004,0.749916,-10
0,0.95,0.297629,4,20,1,0.144342,0.561243,-10
0,0.857143,0.297629,2,7,1,0.887346,0.327343,-10
0,0.98913,0.297629,6,92,1,0.0011373,0.159867,-10
0,0.888889,0.297629,3,9,1,0.132749,0.386039,-10
0,0.5,0.297629,1,2,1,3.84304,0.142656,-10
0,0.875,0.297629,3,8,1,0.173299,0.401073,-10
0,0.977778,0.297629,5,45,1,0.0110821,0.296516,-10
0,0.8,0.297629,2,5,1,0.327294,0.154462,-10
0,0.923077,0.297629,3,13,1,0.0219983,0.172876,-10
0,0.888889,0.297629,3,9,1,0.26799,0.49423,-10
0,0.875,0.297629,3,8,1,0.440317,0.0823157,-10
0,0.666667,0.297629,1,3,1,0.0657166,0.050489,-10
0,0.9375,0.297629,4,16,1,0.00666238,0.101158,-10
0,0.75,0.297629,2,4,1,0.0779321,0.0318402,-10
0,0.9375,0.297629,4,16,1,0.065517,0.381402,-10
0,0.833333,0.297629,2,6,1,0.896233,0.61647,-10
0,0.8,0.297629,2,5,1,0.597696,0.808436,10
0,0.972222,0.297629,5,36,1,0.0113316,0.623412,-10
0,0.941176,0.297629,4,17,1,0.0605048,0.867721,10
0,0.8,0.297629,2,5,1,0.572557,0.679836,-10
0,0.75,0.297629,2,4,1,2.17783,0.313401,-10
0,0.987013,0.297629,6,77,1,0.00161403,0.223621,-10
0,0.99705,0.297629,8,339,1,0.000256528,0.653132,-10
0,0.996403,0.297629,8,278,1,0.000201405,0.91566,10
0,0.875,0.297629,3,8,1,0.0260945,0.995881,10
0,0,0.297629,0,1,1,0.0796895,0.995881,10
0,0.5,0.297629,1,2,1,0.00308612,0.988984,10
0,0.5,0.297629,1,2,1,4.22199,0.733883,-10
0,0.888889,0.297629,3,9,1,0.139561,0.873024,10
0,0.970588,0.297629,5,34,1,0.0221546,0.448,-10
0,0.96,0.297629,4,25,1,0.0972334,0.951275,10
0,0.8,0.297629,2,5,1,0.0973497,0.835065,10
0,0.666667,0.297629,1,3,1,0.438445,0.917273,10
0,0.970588,0.297629,5,34,1,0.0472378,0.242684,-10
0,0.857143,0.297629,2,7,1,0.0949638,0.166167,-10
0,0.8,0.297629,2,5,1,0.890535,0.517646,-10
0,0.952381,0.297629,4,21,1,0.0640577,0.203422,-10
0,0.666667,0.297629,1,3,1,1.60146,0.360535,-10
0,0.928571,0.297629,3,14,1,0.0983432,0.477336,-10
0,0.962963,0.297629,4,27,1,0.0360634,0.430183,-10
0,0.8,0.297629,2,5,1,2.50414,0.823111,10
0,0.833333,0.297629,2,6,1,0.164207,0.722492,-10
0,0.954545,0.297629,4,22,1,0.0350201,0.513392,-10
0,0.967742,0.297629,4,31,1,0.0357514,0.65424,-10
0,0.941176,0.297629,4,17,1,0.0371748,0.84574,10
0,0.833333,0.297629,2,6,1,0.349943,0.698853,-10
0,0.944444,0.297629,4,18,1,0.0947282,0.35495,-10
0,0.9375,0.297629,4,16,1,0.139888,0.494254,-10
0,0.998594,0.297629,9,711,1,7.2828e-005,0.557824,-10
0,0.857143,0.297629,2,7,1,0.27131,0.751827,10
0,0.97561,0.297629,5,41,1,0.0103751,0.49891,-10
0,0.990566,0.297629,6,106,1,0.00312849,0.346138,-10
0,0.95,0.297629,4,20,1,0.0811358,0.487593,-10
0,0.666667,0.297629,1,3,1,1.79659,0.321184,-10
0,0.966667,0.297629,4,30,1,0.0404608,0.595887,-10
0,0.990741,0.297629,6,108,1,0.00463984,0.866504,10
0,0.8,0.297629,2,5,1,1.01543,0.616291,-10
0,0.833333,0.297629,2,6,1,1.11383,0.354236,-10
0,0.966667,0.297629,4,30,1,0.0341841,0.606734,-10
0,0.9,0.297629,3,10,1,0.582364,0.417247,-10
0,0.981481,0.297629,5,54,1,0.0214132,0.780596,10
0,0.95,0.297629,4,20,1,0.169726,0.320265,-10
0,0.833333,0.297629,2,6,1,0.476452,0.405961,-10
0,0.857143,0.297629,2,7,1,0.718895,0.616493,-10
0,0.980769,0.297629,5,52,1,0.00624159,0.655727,-10
0,0.857143,0.297629,2,7,1,0.476474,0.48433,-10
0,0.875,0.297629,3,8,1,0.764801,0.918628,10
0,0.666667,0.297629,1,3,1,0.271902,0.85389,10
0,0.972973,0.297629,5,37,1,0.0281381,0.499851,-10
0,0.666667,0.297629,1,3,1,2.1597,0.317398,-10
0,0.833333,0.297629,2,6,1,0.662313,0.418437,-10
0,0.888889,0.297629,3,9,1,0.356958,0.121733,-10
0,0.8,0.297629,2,5,1,0.124952,0.209505,-10
0,0.974359,0.297629,5,39,1,0.00896794,0.385862,-10
0,0.977273,0.297629,5,44,1,0.0280725,0.593877,-10
0,0.962963,0.297629,4,27,1,0.0790177,0.244884,-10
0,0.9,0.297629,3,10,1,0.71529,0.979894,10
0,0,0.297629,0,1,1,0.0325463,0.979894,10
0,0.75,0.297629,2,4,1,0.00388336,0.995367,10
0,0,0.297629,0,1,1,0.429406,0.995367,10
0,0.5,0.297629,1,2,1,0.906977,0.877131,10
0,0.666667,0.297629,1,3,1,0.730283,0.771035,10
0,0.75,0.297629,2,4,1,0.435911,0.934974,10
0,0.5,0.297629,1,2,1,0.788399,0.824737,10
0,0.909091,0.297629,3,11,1,0.173123,0.463136,-10
0,0.833333,0.297629,2,6,1,0.89159,0.580365,-10
0,0.875,0.297629,3,8,1,0.480132,0.666392,-10
0,0.909091,0.297629,3,11,1,0.494277,0.317253,-10
0,0.888889,0.297629,3,9,1,0.127661,0.139816,-10
0,0.666667,0.297629,1,3,1,0.195013,0.0849902,-10
0,0.8,0.297629,2,5,1,0.0563068,0.14391,-10
0,0.888889,0.297629,3,9,1,0.655824,0.64662,-10
0,0.981481,0.297629,5,54,1,0.00739168,0.561229,-10
0,0.970588,0.297629,5,34,1,0.0288237,0.350449,-10
0,0.916667,0.297629,3,12,1,0.358567,0.64782,-10
0,0.941176,0.297629,4,17,1,0.174684,0.128924,-10
0,0.888889,0.297629,3,9,1,0.318692,0.479361,-10
0,0.9375,0.297629,4,16,1,0.26393,0.925835,10
0,0.875,0.297629,3,8,1,0.348369,0.706001,-10
0,0.962963,0.297629,4,27,1,0.0867786,0.559709,-10
0,0.95,0.297629,4,20,1,0.156409,0.854312,10
0,0,0.297629,0,1,1,1.69223,0.854312,10
0,0.966667,0.297629,4,30,1,0.00498603,0.749112,-10
0,0.933333,0.297629,3,15,1,0.180239,0.380154,-10
0,0.666667,0.297629,1,3,1,1.29436,0.238907,-10
0,0.982759,0.297629,5,58,1,0.00464481,0.382749,-10
0,0.997792,0.297629,8,453,1,0.000190463,0.571223,-10
0,0.9,0.297629,3,10,1,0.311987,0.224493,-10
0,0.666667,0.297629,1,3,1,0.797749,0.113605,-10
0,0.888889,0.297629,3,9,1,0.0206241,0.0601158,-10
0,0,0.297629,0,1,1,3.3412,0.0601158,-10
0,0,0.297629,0,1,1,0.373907,0.0601158,-10
0,0.5,0.297629,1,2,1,0.144738,0.0128828,-10
0,0.5,0.297629,1,2,1,0.0667232,0.0449523,-10
0,0.75,0.297629,2,4,1,0.19212,0.208205,-10
0,0.923077,0.297629,3,13,1,0.0877098,0.392049,-10
0,0.857143,0.297629,2,7,1,0.439698,0.556698,-10
0,0.9,0.297629,3,10,1,0.3229,0.415601,-10
0,0.997283,0.297629,8,368,1,0.000368265,0.694355,-10
0,0.888889,0.297629,3,9,1,0.0771972,0.832334,10
0,0.666667,0.297629,1,3,1,0.349046,0.905683,10
0,0.8,0.297629,2,5,1,0.352536,0.684539,-10
0,0.666667,0.297629,1,3,1,3.9636,0.437367,-10
0,0.990741,0.297629,6,108,1,0.00551716,0.99067,10
0,0.75,0.297629,2,4,1,0.56778,0.80357,10
0,0.833333,0.297629,2,6,1,0.233305,0.683635,-10
0,0.8,0.297629,2,5,1,0.658018,0.885055,10
0,0.888889,0.297629,3,9,1,0.410653,0.328139,-10
0,0.916667,0.297629,3,12,1,0.225017,0.622603,-10
0,0.941176,0.297629,4,17,1,0.0477921,0.921158,10
0,0.666667,0.297629,1,3,1,0.333709,0.849438,10
0,0.857143,0.297629,2,7,1,0.0337422,0.917855,10
0,0.5,0.297629,1,2,1,0.179734,0.970489,10
0,0.666667,0.297629,1,3,1,0.0157773,0.954895,10
0,0.9375,0.297629,4,16,1,0.11904,0.440872,-10
0,0.966667,0.297629,4,30,1,0.0714397,0.109036,-10
0,0.5,0.297629,1,2,1,0.938524,0.229311,-10
0,0.75,0.297629,2,4,1,1.35632,0.3739,-10
0,0.997449,0.297629,8,392,1,0.000286791,0.809118,10
0,0.5,0.297629,1,2,1,2.30341,0.997543,10
0,0.5,0.297629,1,2,1,0.135229,0.951888,10
0,0,0.297629,0,1,1,0.183233,0.951888,10
0,0.666667,0.297629,1,3,1,0.127256,0.9076,10
0,0.5,0.297629,1,2,1,0.809519,0.795896,10
0,0.941176,0.297629,4,17,1,0.17596,0.483423,-10
0,0.98913,0.297629,6,92,1,0.00728333,0.864859,10
0,0.998922,0.297629,9,928,1,2.13743e-006,0.905154,10
0,0.857143,0.297629,2,7,1,0.0204982,0.940704,10
0,0.928571,0.297629,3,14,1,0.00244014,0.934571,10
0,0.8,0.297629,2,5,1,0.220441,0.81799,10
0,0.75,0.297629,2,4,1,0.148303,0.961423,10
0,0.666667,0.297629,1,3,1,0.0468322,0.934555,10
0,0.5,0.297629,1,2,1,0.206343,0.990951,10
0,0.5,0.297629,1,2,1,0.00398203,0.998786,10
0,0,0.297629,0,1,1,0.831373,0.998786,10
0,0.875,0.297629,3,8,1,0.990566,0.257396,-10
0,0.996466,0.297629,8,283,1,0.000329494,0.62248,-10
0,0.833333,0.297629,2,6,1,2.16579,0.0743507,-10
0,0.923077,0.297629,3,13,1,0.00804268,0.141155,-10
0,0.985507,0.297629,6,69,1,0.00826172,0.536119,-10
0,0.875,0.297629,3,8,1,0.988052,0.289303,-10
0,0.888889,0.297629,3,9,1,0.271887,0.418775,-10
0,0.916667,0.297629,3,12,1,0.312372,0.626942,-10
0,0.833333,0.297629,2,6,1,0.367304,0.702185,-10
0,0.909091,0.297629,3,11,1,0.318257,0.422027,-10
0,0.933333,0.297629,3,15,1,0.0974032,0.615763,-10
0,0.958333,0.297629,4,24,1,0.0588608,0.254313,-10
0,0.888889,0.297629,3,9,1,0.70483,0.775467,10
0,0.8,0.297629,2,5,1,1.86277,0.267127,-10
0,0.923077,0.297629,3,13,1,0.147544,0.50557,-10
0,0.995575,0.297629,7,226,1,0.000920455,0.716502,-10
0,0.988636,0.297629,6,88,1,0.00154815,0.819086,10
0,0.888889,0.297629,3,9,1,0.175996,0.610749,-10
0,0.666667,0.297629,1,3,1,1.56768,0.766197,10
0,0.833333,0.297629,2,6,1,0.350789,0.692665,-10
0,0.961538,0.297629,4,26,1,0.0519742,0.494537,-10
0,0.96,0.297629,4,25,1,0.0995491,0.886254,10
0,0.833333,0.297629,2,6,1,0.160385,0.737092,-10
0,0.996795,0.297629,8,312,1,0.000637964,0.414102,-10
0,0.75,0.297629,2,4,1,1.64422,0.891692,10
0,0.970588,0.297629,5,34,1,0.00908514,0.737854,-10
0,0.75,0.297629,2,4,1,2.87211,0.317045,-10
